"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="0012","3A","101","0.720","0.705","0.720","-0.015","0.720","0.705","0.885","0.705","3280","3.97%","37","162145","44%","","8.89","7.98","Active"
="0328","3REN","405","0.450","0.440","0.435","+0.005","0.450","0.430","0.490","0.200","63943","1.14%","45","10198470","56%","0.011","1.54","32.17","Active"
="5326","99SMART","101","3.220","3.110","3.200","-0.090","3.240","3.100","3.390","1.920","110071","0.40%","33","11891325","70%","0.158","5.84","53.29","Active"
="5326C1","99SMART-C1","301","","","0.595","","-","-","0.685","0.090","0","","-","33605","76%","0.082","","","Active"
="532610","99SMART-C10","301","","","0.110","","-","-","0.110","0.070","0","","-","623650","67%","","","","Active"
="532611","99SMART-C11","301","0.300","0.300","0.300","-","0.300","0.300","0.330","0.125","600","","17","172325","67%","0.039","","","Active"
="532612","99SMART-C12","301","","","0.195","","-","-","0.215","0.075","0","","-","149505","70%","0.028","","","Active"
="532613","99SMART-C13","301","0.270","0.230","0.255","-0.025","0.270","0.230","0.330","0.065","12526","","39","431015","67%","0.053","","","Active"
="532614","99SMART-C14","301","0.200","0.185","0.225","-0.040","0.200","0.185","0.225","0.085","890","","17","-","89%","","","","Active"
="532615","99SMART-C15","301","0.250","0.215","0.245","-0.030","0.250","0.215","0.310","0.090","3050","","63","528745","73%","0.060","","","Active"
="532616","99SMART-C16","301","0.170","0.155","0.175","-0.020","0.170","0.155","0.220","0.100","15718","","63","-","68%","","","","Active"
="532617","99SMART-C17","301","0.095","0.090","0.100","-0.010","0.095","0.090","0.125","0.070","230","","-","-","0%","","","","Active"
="532618","99SMART-C18","301","0.130","0.105","0.125","-0.020","0.135","0.105","0.175","0.065","14382","","30","-","0%","","","","Active"
="532619","99SMART-C19","301","0.135","0.120","0.135","-0.015","0.135","0.120","0.175","0.105","4516","","33","-","0%","","","","Active"
="5326C2","99SMART-C2","301","0.080","0.075","0.085","-0.010","0.080","0.075","0.140","0.020","1599","","-","208160","60%","0.018","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.215","0.200","0.215","-0.015","0.215","0.200","0.260","0.070","468","","26","1925865","66%","0.024","","","Active"
="5326C5","99SMART-C5","301","0.320","0.280","0.305","-0.025","0.320","0.280","0.370","0.060","1316","","38","187805","80%","0.053","","","Active"
="5326C6","99SMART-C6","301","0.440","0.390","0.415","-0.025","0.440","0.390","0.520","0.075","4061","","32","852090","66%","0.061","","","Active"
="5326C7","99SMART-C7","301","","","0.220","","-","-","0.220","0.060","0","","-","550255","82%","0.032","","","Active"
="5326C8","99SMART-C8","301","0.435","0.435","0.440","-0.005","0.435","0.435","0.520","0.095","301","","-","125605","74%","0.082","","","Active"
="5326C9","99SMART-C9","301","0.290","0.290","0.285","+0.005","0.290","0.290","0.315","0.110","1","","-","-","83%","","","","Active"
="5326CY","99SMART-CY","301","","","0.485","","-","-","0.555","0.070","0","","-","69495","75%","0.078","","","Active"
="5326CZ","99SMART-CZ","301","","","0.330","","-","-","0.330","0.065","0","","-","193760","83%","0.040","","","Active"
="0365","A1AKK","401","0.210","0.215","0.215","-","0.215","0.210","0.255","0.190","6510","","33","677120","50%","-0.001","0.82","30.02","Active"
="0703CJ","A50CHIN-CJ","358","0.200","0.210","0.195","+0.015","0.220","0.200","0.265","0.130","409","","68","70525","49%","-0.007","","","Active"
="0703CK","A50CHIN-CK","358","","","0.260","","-","-","0.305","0.260","0","","-","-","0%","","","","Active"
="07031A","A50CHIN-H1A","358","0.085","0.085","0.095","-0.010","0.085","0.085","0.185","0.095","1000","","-","-","0%","","","","Active"
="070399","A50CHIN-H99","358","","","0.025","","-","-","0.030","0.025","0","","-","-","0%","","","","Active"
="7054","AASIA","125","","","0.090","","-","-","0.115","0.075","0","","-","68540","38%","0.001","-0.50","","Active"
="5238","AAX","101","1.730","1.730","1.720","+0.010","1.730","1.710","2.160","1.230","4198","","47","1651160","58%","0.046","51.30","3.38","Active"
="523828","AAX-C28","301","0.075","0.075","0.075","-","0.075","0.075","0.170","0.040","350","","-","863420","53%","0.003","","","Active"
="523829","AAX-C29","301","0.090","0.090","0.085","+0.005","0.090","0.090","0.105","0.050","5000","","100","320250","69%","","","","Active"
="523830","AAX-C30","301","0.080","0.080","0.080","-","0.080","0.080","0.080","0.080","120","","100","-","0%","","","","Active"
="523831","AAX-C31","301","","","-","","-","-","","","0","","-","-","0%","","","","New"
="0800EA","ABFMY1","657","1.221","1.224","1.215","+0.009","1.260","1.220","1.270","1.190","232","","100","21030","40%","-0.005","","","Active"
="7167","ABLEGLOB","101","1.630","1.690","1.640","+0.050","1.700","1.630","2.000","1.260","6187","4.44%","88","218410","61%","0.023","22.43","7.50","Active"
="7086","ABLEGRP","102","","","0.080","","-","-","0.100","0.070","0","","-","273615","50%","","0.01","917.91","Active"
="2488","ABMB","110","4.450","4.450","4.430","+0.020","4.470","4.430","5.400","3.930","6208","4.36%","29","966405","28%","-0.003","48.49","10.26","Active"
