"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="0012","3A","101","0.720","0.720","0.715","+0.005","0.720","0.710","0.885","0.705","1776","3.89%","25","157345","40%","","8.89","8.15","Active"
="0328","3REN","405","0.415","0.435","0.405","+0.030","0.440","0.415","0.490","0.200","108249","1.15%","58","10454765","50%","0.010","1.54","31.80","Active"
="5326","99SMART","101","3.190","3.200","3.180","+0.020","3.210","3.160","3.390","1.920","157267","0.39%","53","11479060","71%","0.160","5.84","54.83","Active"
="5326C1","99SMART-C1","301","","","0.595","","-","-","0.685","0.090","0","","-","33605","76%","0.082","","","Active"
="532610","99SMART-C10","301","","","0.110","","-","-","0.110","0.070","0","","-","623650","67%","","","","Active"
="532611","99SMART-C11","301","0.300","0.300","0.290","+0.010","0.300","0.300","0.330","0.125","150","","100","375565","68%","0.039","","","Active"
="532612","99SMART-C12","301","0.195","0.195","0.195","-","0.195","0.195","0.215","0.075","100","","-","158715","72%","0.027","","","Active"
="532613","99SMART-C13","301","0.250","0.255","0.250","+0.005","0.260","0.245","0.330","0.065","6690","","24","421795","69%","0.054","","","Active"
="532614","99SMART-C14","301","","","0.225","","-","-","0.225","0.085","0","","-","-","89%","","","","Active"
="532615","99SMART-C15","301","0.245","0.245","0.245","-","0.245","0.245","0.310","0.090","3250","","100","519995","71%","0.062","","","Active"
="532616","99SMART-C16","301","0.175","0.175","0.175","-","0.175","0.160","0.220","0.100","2807","","60","-","69%","","","","Active"
="532617","99SMART-C17","301","0.100","0.100","0.100","-","0.100","0.100","0.125","0.070","739","","45","-","0%","","","","Active"
="532618","99SMART-C18","301","0.125","0.125","0.125","-","0.130","0.120","0.175","0.065","3760","","36","-","0%","","","","Active"
="532619","99SMART-C19","301","0.135","0.135","0.135","-","0.135","0.135","0.175","0.105","570","","56","-","0%","","","","Active"
="5326C2","99SMART-C2","301","0.085","0.085","0.085","-","0.085","0.085","0.140","0.020","1909","","-","201215","62%","0.020","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.215","0.215","0.210","+0.005","0.220","0.210","0.260","0.070","10614","","51","1891560","67%","0.024","","","Active"
="5326C5","99SMART-C5","301","0.305","0.305","0.300","+0.005","0.305","0.305","0.370","0.060","500","","-","205805","80%","0.053","","","Active"
="5326C6","99SMART-C6","301","0.425","0.415","0.420","-0.005","0.425","0.415","0.520","0.075","3869","","31","858355","68%","0.063","","","Active"
="5326C7","99SMART-C7","301","","","0.220","","-","-","0.220","0.060","0","","-","550255","82%","0.032","","","Active"
="5326C8","99SMART-C8","301","0.455","0.440","0.450","-0.010","0.455","0.440","0.520","0.095","452","","-","123355","76%","0.084","","","Active"
="5326C9","99SMART-C9","301","","","0.285","","-","-","0.315","0.110","0","","-","-","83%","","","","Active"
="5326CY","99SMART-CY","301","","","0.485","","-","-","0.555","0.070","0","","-","69495","75%","0.078","","","Active"
="5326CZ","99SMART-CZ","301","","","0.330","","-","-","0.330","0.065","0","","-","193760","83%","0.040","","","Active"
="0365","A1AKK","401","0.210","0.215","0.215","-","0.215","0.200","0.255","0.190","11429","","53","638360","50%","-0.002","0.82","30.02","Active"
="0703CJ","A50CHIN-CJ","358","0.185","0.195","0.175","+0.020","0.200","0.185","0.265","0.130","153","","61","73915","43%","-0.009","","","Active"
="0703CK","A50CHIN-CK","358","","","0.260","","-","-","0.305","0.260","0","","-","-","0%","","","","Active"
="07031A","A50CHIN-H1A","358","0.095","0.095","0.165","-0.070","0.095","0.095","0.185","0.160","1000","","-","-","0%","","","","Active"
="070399","A50CHIN-H99","358","","","0.025","","-","-","0.030","0.025","0","","-","-","0%","","","","Active"
="7054","AASIA","125","0.095","0.090","0.095","-0.005","0.095","0.090","0.115","0.075","59","","-","69600","50%","0.001","-0.50","","Active"
="5238","AAX","101","1.720","1.720","1.710","+0.010","1.740","1.710","2.160","1.230","3739","","34","1655690","58%","0.046","51.30","3.36","Active"
="523828","AAX-C28","301","0.075","0.075","0.080","-0.005","0.075","0.075","0.170","0.040","4000","","86","848070","56%","0.003","","","Active"
="523829","AAX-C29","301","0.085","0.085","0.090","-0.005","0.085","0.085","0.105","0.050","248","","76","340340","75%","","","","Active"
="523830","AAX-C30","301","0.080","0.080","0.080","-","0.080","0.080","0.080","0.080","200","","100","-","0%","","","","Active"
="0800EA","ABFMY1","657","1.215","1.215","1.215","-","1.215","1.214","1.270","1.190","927","","-","18800","40%","-0.005","","","Active"
="7167","ABLEGLOB","101","1.620","1.640","1.620","+0.020","1.640","1.610","2.000","1.260","835","4.57%","70","215110","59%","0.023","22.43","7.27","Active"
="7086","ABLEGRP","102","0.080","0.080","0.080","-","0.080","0.080","0.100","0.070","4100","","23","256865","55%","","0.01","917.91","Active"
="2488","ABMB","110","4.440","4.430","4.440","-0.010","4.470","4.410","5.400","3.930","4316","4.38%","35","1003610","29%","-0.001","48.49","10.21","Active"
