,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
0650Q1,FBMKLCI-CQ1,358,,,0.235,,-,-,0.235,0.1,0,,-,59950,67%,0.02,,,Active,,,,,,,,,,,,,,,,,
0650Q2,FBMKLCI-CQ2,358,,,0.18,,-,-,0.21,0.105,0,,-,182425,63%,0.006,,,Active,,,,,,,,,,,,,,,,,
0650Q3,FBMKLCI-CQ3,358,,,0.225,,-,-,0.245,0.075,0,,-,104070,73%,0.028,,,Active,,,,,,,,,,,,,,,,,
0650Q4,FBMKLCI-CQ4,358,,,0.165,,-,-,0.185,0.14,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650Q5,FBMKLCI-CQ5,358,0.105,0.105,0.105,-,0.105,0.105,0.105,0.09,500,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650Q6,FBMKLCI-CQ6,358,0.2,0.185,0.215,-0.03,0.2,0.185,0.215,0.06,100,,100,95220,70%,0.049,,,Active,,,,,,,,,,,,,,,,,
0650Q7,FBMKLCI-CQ7,358,0.23,0.175,0.195,-0.02,0.23,0.17,0.215,0.06,2128,,57,91765,65%,0.025,,,Active,,,,,,,,,,,,,,,,,
0650Q8,FBMKLCI-CQ8,358,,,0.235,,-,-,0.235,0.23,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650Q9,FBMKLCI-CQ9,358,,,0.22,,-,-,0.24,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650QZ,FBMKLCI-CQZ,358,,,0.375,,-,-,0.375,0.115,0,,-,88530,84%,0.035,,,Active,,,,,,,,,,,,,,,,,
0650RA,FBMKLCI-CRA,358,0.11,0.105,0.12,-0.015,0.11,0.105,0.13,0.065,1064,,20,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650RB,FBMKLCI-CRB,358,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650RC,FBMKLCI-CRC,358,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
0650B5,FBMKLCI-HB5,358,,,0.005,,-,-,0.08,0.005,0,,-,167130,13%,-0.01,,,Active,,,,,,,,,,,,,,,,,
0650B6,FBMKLCI-HB6,358,,,0.005,,-,-,0.095,0.005,0,,-,232535,40%,-0.011,,,Active,,,,,,,,,,,,,,,,,
0650B7,FBMKLCI-HB7,358,,,0.005,,-,-,0.06,0.005,0,,-,540100,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,
0650B8,FBMKLCI-HB8,358,,,0.005,,-,-,0.155,0.005,0,,-,242850,14%,-0.013,,,Active,,,,,,,,,,,,,,,,,
0650B9,FBMKLCI-HB9,358,,,0.005,,-,-,0.12,0.005,0,,-,265000,6%,-0.026,,,Active,,,,,,,,,,,,,,,,,
0650EA,FBMKLCI-HEA,358,,,0.01,,-,-,0.015,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650EB,FBMKLCI-HEB,358,,,0.01,,-,-,0.14,0.01,0,,-,135395,25%,-0.024,,,Active,,,,,,,,,,,,,,,,,
0650EC,FBMKLCI-HEC,358,0.03,0.035,0.025,+0.010,0.035,0.03,0.125,0.02,1880,,100,411975,42%,-0.011,,,Active,,,,,,,,,,,,,,,,,
0650ED,FBMKLCI-HED,358,0.07,0.07,0.065,+0.005,0.07,0.07,0.13,0.06,2000,,100,319950,35%,,,,Active,,,,,,,,,,,,,,,,,
0650EE,FBMKLCI-HEE,358,0.025,0.025,0.02,+0.005,0.03,0.025,0.085,0.02,2582,,76,221210,33%,-0.011,,,Active,,,,,,,,,,,,,,,,,
0650EF,FBMKLCI-HEF,358,0.075,0.085,0.075,+0.010,0.09,0.075,0.14,0.065,3402,,16,-,23%,,,,Active,,,,,,,,,,,,,,,,,
0650EG,FBMKLCI-HEG,358,,,0.175,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0650EH,FBMKLCI-HEH,358,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
060007,FCPO-CW07,358,,,0.245,,-,-,0.275,0.19,0,,-,-,63%,,,,Active,,,,,,,,,,,,,,,,,
060008,FCPO-PW08,358,,,0.195,,-,-,0.195,0.185,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
2755,FCW,101,1.61,1.61,1.61,-,1.61,1.61,1.71,1.03,8,,-,2430,100%,-0.001,7.5,24.79,Active,,,,,,,,,,,,,,,,,
5322,FEYTECH,102,0.325,0.32,0.325,-0.005,0.335,0.32,0.9,0.29,16003,8.44%,57,1959170,37%,,7.53,5.68,Active,,,,,,,,,,,,,,,,,
5306,FFB,101,2.5,2.46,2.5,-0.04,2.51,2.46,2.51,1.6,30239,0.89%,43,9151480,74%,0.116,5.68,43.06,Active,,,,,,,,,,,,,,,,,
530614,FFB-C14,301,,,0.275,,-,-,0.275,0.045,0,,-,119175,96%,0.04,,,Active,,,,,,,,,,,,,,,,,
530615,FFB-C15,301,,,0.165,,-,-,0.17,0.01,0,,-,346430,76%,0.02,,,Active,,,,,,,,,,,,,,,,,
530616,FFB-C16,301,,,0.27,,-,-,0.27,0.07,0,,-,337615,74%,0.033,,,Active,,,,,,,,,,,,,,,,,
530617,FFB-C17,301,0.125,0.125,0.135,-0.01,0.13,0.125,0.135,0.025,750,,87,449740,75%,0.034,,,Active,,,,,,,,,,,,,,,,,
530618,FFB-C18,301,,,0.18,,-,-,0.18,0.04,0,,-,212660,82%,,,,Active,,,,,,,,,,,,,,,,,
530619,FFB-C19,301,0.325,0.315,0.33,-0.015,0.325,0.31,0.33,0.05,2472,,69,1323620,76%,0.049,,,Active,,,,,,,,,,,,,,,,,
530620,FFB-C20,301,0.19,0.19,0.175,+0.015,0.19,0.19,0.175,0.04,150,,100,-,90%,,,,Active,,,,,,,,,,,,,,,,,
530621,FFB-C21,301,0.265,0.265,0.23,+0.035,0.265,0.265,0.245,0.1,108,,100,348765,69%,0.037,,,Active,,,,,,,,,,,,,,,,,
530622,FFB-C22,301,,,0.435,,-,-,0.435,0.095,0,,-,161815,84%,0.089,,,Active,,,,,,,,,,,,,,,,,
530623,FFB-C23,301,,,0.24,,-,-,0.24,0.085,0,,-,-,80%,,,,Active,,,,,,,,,,,,,,,,,
530624,FFB-C24,301,0.19,0.195,0.2,-0.005,0.195,0.19,0.2,0.09,1610,,37,-,0%,,,,Active,,,,,,,,,,,,,,,,,
530625,FFB-C25,301,,,0.08,,-,-,0.08,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
530626,FFB-C26,301,,,0.155,,-,-,0.155,0.115,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
530627,FFB-C27,301,0.135,0.135,0.125,+0.010,0.135,0.13,0.125,0.095,3630,,70,-,0%,,,,Active,,,,,,,,,,,,,,,,,
530628,FFB-C28,301,0.1,0.1,-,-0.05,0.1,0.1,,,1170,,97,-,0%,,,,New,,,,,,,,,,,,,,,,,
6939,FIAMMA,101,1.13,1.13,1.13,-,1.14,1.13,1.27,0.98,877,,51,304905,20%,-0.006,7.51,14.35,Active,,,,,,,,,,,,,,,,,
0149,FIBON,102,,,0.405,,-,-,0.475,0.305,0,,-,21395,61%,0.007,4.53,8.97,Active,,,,,,,,,,,,,,,,,
0355,FIBRO,402,0.69,0.69,0.7,-0.01,0.695,0.68,0.775,0.41,2433,,23,467890,51%,0.005,,,Active,,,,,,,,,,,,,,,,,
8605,FIHB,101,,,0.43,,-,-,0.435,0.2,0,,-,52140,62%,0.012,0.15,295.42,Active,,,,,,,,,,,,,,,,,
8605PB,FIHB-PB,101,,,0.06,,-,-,0.08,0.08,0,,-,33460,35%,0.005,,,Active,,,,,,,,,,,,,,,,,
3107,FIMACOR,102,,,1.67,,-,-,1.9,1.57,0,7.49%,-,46030,48%,-0.009,13.4,10.44,Active,,,,,,,,,,,,,,,,,
0150,FINTEC,410,0.09,0.09,0.095,-0.005,0.09,0.09,0.195,0.065,1459,,-,815520,69%,0.006,-44.32,,Active,,,,,,,,,,,,,,,,,
0150PA,FINTEC-PA,410,,,0.06,,-,-,0.145,0.03,0,,-,12220,56%,-0.015,,,Active,,,,,,,,,,,,,,,,,
9318,FITTERS,102,0.04,0.035,0.035,-,0.04,0.035,0.045,0.02,38413,,1,1604045,63%,0.001,0.06,62.42,Active,,,,,,,,,,,,,,,,,
9318WC,FITTERS-WC,102,0.005,0.005,0.005,-,0.005,0.005,0.005,0.005,100,,100,29040,100%,,,,Active,,,,,,,,,,,,,,,,,
5197,FLBHD,102,,,0.25,,-,-,0.43,0.205,0,8.00%,-,48780,60%,,-8.35,,Active,,,,,,,,,,,,,,,,,
0231,FLEXI,402,,,0.16,,-,-,0.2,0.11,0,,-,36805,63%,-0.002,0.52,35.89,Active,,,,,,,,,,,,,,,,,
7210,FM,164,0.57,0.57,0.57,-,0.575,0.57,0.605,0.525,350,7.89%,-,87120,60%,0.001,5.57,9.06,Active,,,,,,,,,,,,,,,,,
0116,FOCUS,401,0.005,0.01,0.005,+0.005,0.01,0.005,0.03,0.005,4970,,99,13454510,50%,,-0.21,,Active,,,,,,,,,,,,,,,,,
0116PA,FOCUS-PA,401,,,0.005,,-,-,0.01,0.005,0,,-,406905,100%,,,,Active,,,,,,,,,,,,,,,,,
0116WD,FOCUS-WD,401,,,0.005,,-,-,0.005,0.005,0,,-,162580,100%,,,,Active,,,,,,,,,,,,,,,,,
0157,FOCUSP,101,0.54,0.54,0.54,-,0.55,0.54,0.86,0.455,990,6.48%,78,420800,53%,-0.011,7.18,10.02,Active,,,,,,,,,,,,,,,,,
5277,FPGROUP,102,0.34,0.345,0.345,-,0.35,0.34,0.385,0.21,2644,4.35%,68,590000,57%,0.015,0.29,551.46,Active,,,,,,,,,,,,,,,,,
0304,FPHB,401,0.43,0.425,0.425,-,0.43,0.425,0.62,0.35,282,,21,294910,69%,0.013,3.06,18.52,Active,,,,,,,,,,,,,,,,,
0304WA,FPHB-WA,401,0.165,0.17,0.175,-0.005,0.17,0.165,0.195,0.1,800,,81,457505,73%,0.017,,,Active,,,,,,,,,,,,,,,,,
9172,FPI,101,1.57,1.58,1.58,-,1.58,1.55,2.95,1.18,1625,11.39%,55,1236045,61%,0.058,26.09,6.1,Active,,,,,,,,,,,,,,,,,
0128,FRONTKN,105,4.55,4.45,4.56,-0.11,4.55,4.42,4.59,2.63,45810,0.83%,45,4433475,62%,0.046,8.67,47.24,Active,,,,,,,,,,,,,,,,,
012837,FRONTKN-C37,305,,,0.015,,-,-,0.115,0.015,0,,-,355400,33%,-0.011,,,Active,,,,,,,,,,,,,,,,,
012840,FRONTKN-C40,305,0.08,0.075,0.085,-0.01,0.08,0.075,0.105,0.035,12473,,34,903660,47%,-0.001,,,Active,,,,,,,,,,,,,,,,,
012841,FRONTKN-C41,305,0.255,0.255,0.25,+0.005,0.255,0.255,0.26,0.135,100,,100,145040,57%,0.003,,,Active,,,,,,,,,,,,,,,,,
012842,FRONTKN-C42,305,,,0.19,,-,-,0.195,0.135,0,,-,655115,56%,0.015,,,Active,,,,,,,,,,,,,,,,,
012843,FRONTKN-C43,305,0.13,0.13,0.13,-,0.13,0.13,0.155,0.125,8538,,-,-,50%,,,,Active,,,,,,,,,,,,,,,,,
012844,FRONTKN-C44,305,,,0.11,,-,-,0.11,0.08,0,,-,315665,56%,,,,Active,,,,,,,,,,,,,,,,,
012845,FRONTKN-C45,305,0.07,0.065,0.06,+0.005,0.07,0.065,0.08,0.04,2820,,52,-,0%,,,,Active,,,,,,,,,,,,,,,,,
012846,FRONTKN-C46,305,0.21,0.19,0.2,-0.01,0.21,0.19,0.2,0.185,2040,,28,-,0%,,,,Active,,,,,,,,,,,,,,,,,
012847,FRONTKN-C47,305,,,0.09,,-,-,0.09,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
012848,FRONTKN-C48,305,,,0.14,,-,-,0.14,0.14,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
012849,FRONTKN-C49,305,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
0128WB,FRONTKN-WB,105,0.425,0.395,0.415,-0.02,0.425,0.39,0.43,0.095,127934,,49,8840125,71%,0.021,,,Active,,,,,,,,,,,,,,,,,
9377,FSBM,105,0.21,0.205,0.215,-0.01,0.21,0.2,0.275,0.19,16471,,57,3071435,42%,-0.008,-0.05,102.54,Active,,,,,,,,,,,,,,,,,
9377WB,FSBM-WB,105,,,0.175,,-,-,0.215,0.15,0,,-,188290,38%,-0.004,,,Active,,,,,,,,,,,,,,,,,
7184,G3,101,0.015,0.02,0.02,-,0.02,0.015,0.03,0.005,984,,3,2730785,50%,,-0.51,,Active,,,,,,,,,,,,,,,,,
9261,GADANG,103,0.32,0.32,0.32,-,0.325,0.31,0.375,0.21,20167,,30,2423830,73%,0.016,1.34,36.62,Active,,,,,,,,,,,,,,,,,
5398,GAMUDA,103,5.36,5.35,5.36,-0.01,5.42,5.33,9.79,3.48,74793,1.87%,55,14846340,40%,-0.041,17.61,29.91,Active,,,,,,,,,,,,,,,,,
53983D,GAMUDA-C3D,303,0.24,0.24,0.24,-,0.24,0.24,0.33,0.08,130,,100,50915,35%,-0.009,,,Active,,,,,,,,,,,,,,,,,
53983F,GAMUDA-C3F,303,,,0.09,,-,-,0.19,0.015,0,,-,185150,33%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983G,GAMUDA-C3G,303,,,0.105,,-,-,0.19,0.035,0,,-,73045,32%,,,,Active,,,,,,,,,,,,,,,,,
53983I,GAMUDA-C3I,303,0.405,0.405,0.4,+0.005,0.405,0.405,0.52,0.085,200,,100,51600,42%,-0.013,,,Active,,,,,,,,,,,,,,,,,
53983J,GAMUDA-C3J,303,0.31,0.31,0.31,-,0.31,0.31,0.425,0.055,650,,62,129155,35%,-0.008,,,Active,,,,,,,,,,,,,,,,,
53983K,GAMUDA-C3K,303,,,0.26,,-,-,0.38,0.1,0,,-,265180,51%,0.027,,,Active,,,,,,,,,,,,,,,,,
53983L,GAMUDA-C3L,303,,,0.3,,-,-,0.3,0.135,0,,-,247315,77%,0.024,,,Active,,,,,,,,,,,,,,,,,
53983M,GAMUDA-C3M,303,0.16,0.16,0.16,-,0.16,0.16,0.23,0.11,1280,,52,495415,36%,-0.008,,,Active,,,,,,,,,,,,,,,,,
53983N,GAMUDA-C3N,303,,,0.06,,-,-,0.12,0.055,0,,-,1154625,31%,-0.007,,,Active,,,,,,,,,,,,,,,,,
53983O,GAMUDA-C3O,303,0.13,0.125,0.13,-0.005,0.13,0.125,0.215,0.075,1050,,52,1223625,39%,-0.011,,,Active,,,,,,,,,,,,,,,,,
53983P,GAMUDA-C3P,303,,,0.255,,-,-,0.345,0.175,0,,-,111850,42%,0.002,,,Active,,,,,,,,,,,,,,,,,
53983Q,GAMUDA-C3Q,303,,,0.135,,-,-,0.185,0.1,0,,-,96295,34%,0.003,,,Active,,,,,,,,,,,,,,,,,
53983R,GAMUDA-C3R,303,0.19,0.195,0.2,-0.005,0.205,0.19,0.305,0.17,29163,,60,2914965,39%,-0.012,,,Active,,,,,,,,,,,,,,,,,
53983S,GAMUDA-C3S,303,,,0.13,,-,-,0.21,0.125,0,,-,2474510,29%,-0.008,,,Active,,,,,,,,,,,,,,,,,
53983T,GAMUDA-C3T,303,0.125,0.125,0.125,-,0.125,0.125,0.185,0.11,75,,100,352710,40%,-0.006,,,Active,,,,,,,,,,,,,,,,,
53983U,GAMUDA-C3U,303,0.155,0.15,0.155,-0.005,0.155,0.15,0.225,0.14,41405,,22,3630955,38%,-0.008,,,Active,,,,,,,,,,,,,,,,,
53983V,GAMUDA-C3V,303,0.125,0.125,0.125,-,0.125,0.125,0.17,0.12,150,,-,483295,30%,-0.005,,,Active,,,,,,,,,,,,,,,,,
53983W,GAMUDA-C3W,303,0.07,0.07,0.07,-,0.07,0.07,0.145,0.055,4864,,48,932500,31%,-0.011,,,Active,,,,,,,,,,,,,,,,,
53983X,GAMUDA-C3X,303,0.08,0.085,0.085,-,0.085,0.08,0.135,0.075,17798,,100,1490735,41%,-0.007,,,Active,,,,,,,,,,,,,,,,,
53983Y,GAMUDA-C3Y,303,,,0.105,,-,-,0.15,0.105,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53983Z,GAMUDA-C3Z,303,0.04,0.045,0.045,-,0.045,0.04,0.07,0.035,11266,,41,898935,45%,,,,Active,,,,,,,,,,,,,,,,,
53984A,GAMUDA-C4A,303,,,0.075,,-,-,0.105,0.065,0,,-,-,31%,,,,Active,,,,,,,,,,,,,,,,,
53984B,GAMUDA-C4B,303,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53984C,GAMUDA-C4C,303,,,0.075,,-,-,0.075,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53984D,GAMUDA-C4D,303,,,-,,-,-,,,0,,-,-,0%,,,,New,,,,,,,,,,,,,,,,,
5398HC,GAMUDA-HC,303,,,0.005,,-,-,0.12,0.005,0,,-,534770,100%,-0.002,,,Active,,,,,,,,,,,,,,,,,
5209,GASMSIA,165,4.58,4.72,4.65,+0.070,4.88,4.58,4.66,3.65,19929,3.37%,47,2175280,85%,0.035,34.38,13.73,Active,,,,,,,,,,,,,,,,,
9148,GBAY,102,,,0.66,,-,-,0.68,0.57,0,,-,16460,42%,0.01,-0.22,,Active,,,,,,,,,,,,,,,,,
5226,GBGAQRS,103,0.21,0.21,0.215,-0.005,0.215,0.21,0.34,0.165,11907,,50,1414660,71%,0.005,-2.76,,Active,,,,,,,,,,,,,,,,,
7676,GCAP,164,0.205,0.21,0.21,-,0.21,0.205,0.54,0.2,11632,,59,1327090,36%,-0.007,-4.25,,Active,,,,,,,,,,,,,,,,,
5102,GCB,101,0.86,0.875,0.86,+0.015,0.895,0.86,4.48,0.855,87447,4.57%,59,5794580,27%,-0.037,36.53,5.59,Active,,,,,,,,,,,,,,,,,
510219,GCB-C19,301,,,0.02,,-,-,0.105,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510220,GCB-C20,301,,,0.05,,-,-,0.09,0.025,0,,-,32505,33%,,,,Active,,,,,,,,,,,,,,,,,
510221,GCB-C21,301,,,0.005,,-,-,0.16,0.01,0,,-,920020,100%,-0.015,,,Active,,,,,,,,,,,,,,,,,
510222,GCB-C22,301,,,0.015,,-,-,0.045,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510223,GCB-C23,301,,,0.01,,-,-,0.085,0.01,0,,-,-,18%,,,,Active,,,,,,,,,,,,,,,,,
510224,GCB-C24,301,,,0.02,,-,-,0.1,0.02,0,,-,763300,25%,-0.015,,,Active,,,,,,,,,,,,,,,,,
510225,GCB-C25,301,,,0.005,,-,-,0.035,0.005,0,,-,300030,25%,-0.003,,,Active,,,,,,,,,,,,,,,,,
510226,GCB-C26,301,,,0.02,,-,-,0.065,0.02,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510227,GCB-C27,301,,,0.01,,-,-,0.05,0.01,0,,-,342205,22%,,,,Active,,,,,,,,,,,,,,,,,
510228,GCB-C28,301,0.025,0.025,0.02,+0.005,0.025,0.025,0.04,0.015,2,,-,-,37%,,,,Active,,,,,,,,,,,,,,,,,
510229,GCB-C29,301,0.03,0.03,0.03,-,0.03,0.03,0.055,0.03,10,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
510230,GCB-C30,301,0.02,0.02,0.02,-,0.02,0.02,0.045,0.02,2000,,100,1215150,25%,,,,Active,,,,,,,,,,,,,,,,,
510231,GCB-C31,301,0.07,0.07,0.075,-0.005,0.07,0.07,0.075,0.075,1100,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5102WC,GCB-WC,101,0.135,0.145,0.135,+0.010,0.145,0.135,0.325,0.135,3921,,89,1046930,15%,-0.008,,,Active,,,,,,,,,,,,,,,,,
5592,GCE,101,,,0.35,,-,-,0.475,0.28,0,,-,20540,52%,0.014,-11.73,,Active,,,,,,,,,,,,,,,,,
0198,GDB,103,0.475,0.47,0.475,-0.005,0.475,0.46,0.495,0.265,6269,1.49%,44,1961805,48%,0.008,2.85,16.48,Active,,,,,,,,,,,,,,,,,
0198WA,GDB-WA,103,0.04,0.045,0.05,-0.005,0.045,0.04,0.1,0.02,9191,,24,647675,63%,0.004,,,Active,,,,,,,,,,,,,,,,,
0078,GDEX,164,0.105,0.1,0.105,-0.005,0.105,0.1,0.2,0.085,4617,2.00%,31,1370770,67%,0.001,-0.03,,Active,,,,,,,,,,,,,,,,,
0078WC,GDEX-WC,164,0.02,0.02,0.015,+0.005,0.025,0.02,0.045,0.01,10100,,28,192585,50%,,,,Active,,,,,,,,,,,,,,,,,
0104,GENETEC,105,0.59,0.575,0.59,-0.015,0.59,0.57,1.63,0.495,88852,,38,13020195,56%,-0.003,-4.3,,Active,,,,,,,,,,,,,,,,,
0104CK,GENETEC-CK,305,,,0.015,,-,-,0.09,0.015,0,,-,2623020,15%,-0.017,,,Active,,,,,,,,,,,,,,,,,
0104CL,GENETEC-CL,305,,,0.01,,-,-,0.08,0.005,0,,-,321480,60%,-0.014,,,Active,,,,,,,,,,,,,,,,,
0104CM,GENETEC-CM,305,,,0.01,,-,-,0.065,0.01,0,,-,-,9%,,,,Active,,,,,,,,,,,,,,,,,
0104CN,GENETEC-CN,305,,,0.03,,-,-,0.135,0.025,0,,-,740405,45%,,,,Active,,,,,,,,,,,,,,,,,
0104CO,GENETEC-CO,305,,,0.025,,-,-,0.065,0.02,0,,-,1925325,43%,,,,Active,,,,,,,,,,,,,,,,,
0104CP,GENETEC-CP,305,0.035,0.03,0.035,-0.005,0.035,0.03,0.065,0.03,8600,,47,334320,57%,,,,Active,,,,,,,,,,,,,,,,,
4715,GENM,101,2.17,2.14,2.17,-0.03,2.17,2.13,2.48,1.46,46538,4.67%,31,5923220,49%,0.013,4.43,78.37,Active,,,,,,,,,,,,,,,,,
47153E,GENM-C3E,301,0.03,0.025,0.03,-0.005,0.03,0.025,0.155,0.015,8816,,42,742590,44%,-0.002,,,Active,,,,,,,,,,,,,,,,,
47153H,GENM-C3H,301,0.04,0.04,0.04,-,0.04,0.04,0.06,0.03,2000,,-,929100,50%,,,,Active,,,,,,,,,,,,,,,,,
47153J,GENM-C3J,301,0.08,0.08,0.085,-0.005,0.08,0.08,0.1,0.03,2500,,-,442300,56%,0.004,,,Active,,,,,,,,,,,,,,,,,
47153K,GENM-C3K,301,,,0.23,,-,-,0.265,0.065,0,,-,156340,58%,0.009,,,Active,,,,,,,,,,,,,,,,,
47153L,GENM-C3L,301,0.15,0.15,0.14,+0.010,0.15,0.15,0.17,0.07,300,,-,-,55%,,,,Active,,,,,,,,,,,,,,,,,
47153M,GENM-C3M,301,,,0.055,,-,-,0.09,0.05,0,,-,1079840,47%,0.002,,,Active,,,,,,,,,,,,,,,,,
47153N,GENM-C3N,301,,,0.085,,-,-,0.12,0.06,0,,-,113610,46%,,,,Active,,,,,,,,,,,,,,,,,
47153O,GENM-C3O,301,0.12,0.12,0.105,+0.015,0.12,0.12,0.14,0.095,158,,-,752015,47%,,,,Active,,,,,,,,,,,,,,,,,
47153P,GENM-C3P,301,0.07,0.065,0.07,-0.005,0.07,0.065,0.095,0.03,8880,,68,1573490,42%,0.003,,,Active,,,,,,,,,,,,,,,,,
47153Q,GENM-C3Q,301,0.11,0.105,0.11,-0.005,0.11,0.105,0.13,0.085,2250,,11,-,0%,,,,Active,,,,,,,,,,,,,,,,,
47153R,GENM-C3R,301,,,0.045,,-,-,0.045,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
2291,GENP,125,4.93,4.92,4.91,+0.010,4.93,4.86,5.93,4.75,7538,5.08%,65,209895,61%,0.003,36.01,13.18,Active,,,,,,,,,,,,,,,,,
3182,GENTING,101,2.89,2.86,2.88,-0.02,2.89,2.86,4.15,2.76,27623,3.85%,49,7017745,29%,-0.022,22.93,5.49,Active,,,,,,,,,,,,,,,,,
31823M,GENTINGC3M,301,,,0.005,,-,-,0.185,0.005,0,,-,1239050,33%,-0.008,,,Active,,,,,,,,,,,,,,,,,
31823S,GENTINGC3S,301,,,0.01,,-,-,0.135,0.01,0,,-,572005,40%,-0.009,,,Active,,,,,,,,,,,,,,,,,
31823T,GENTINGC3T,301,,,0.005,,-,-,0.05,0.005,0,,-,430535,20%,-0.005,,,Active,,,,,,,,,,,,,,,,,
31823U,GENTINGC3U,301,,,0.015,,-,-,0.025,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
31823V,GENTINGC3V,301,,,0.025,,-,-,0.09,0.02,0,,-,313455,46%,-0.01,,,Active,,,,,,,,,,,,,,,,,
31823W,GENTINGC3W,301,,,0.055,,-,-,0.11,0.05,0,,-,267795,42%,-0.006,,,Active,,,,,,,,,,,,,,,,,
31823X,GENTINGC3X,301,,,0.02,,-,-,0.07,0.02,0,,-,1713730,43%,-0.005,,,Active,,,,,,,,,,,,,,,,,
31823Y,GENTINGC3Y,301,0.02,0.015,0.02,-0.005,0.02,0.015,0.05,0.015,2698,,100,1157865,100%,-0.002,,,Active,,,,,,,,,,,,,,,,,
31823Z,GENTINGC3Z,301,0.045,0.045,0.05,-0.005,0.045,0.045,0.095,0.045,6000,,-,417345,33%,-0.004,,,Active,,,,,,,,,,,,,,,,,
31824A,GENTINGC4A,301,,,0.025,,-,-,0.04,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
31824B,GENTINGC4B,301,,,0.095,,-,-,0.135,0.08,0,,-,-,31%,,,,Active,,,,,,,,,,,,,,,,,
31824C,GENTINGC4C,301,0.04,0.04,0.04,-,0.04,0.04,0.045,0.03,5600,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7197,GESHEN,102,1.59,1.59,1.6,-0.01,1.59,1.59,5.2,1.34,40,,-,155655,50%,-0.002,9.37,50.07,Active,,,,,,,,,,,,,,,,,
0039,GFM,102,0.205,0.21,0.205,+0.005,0.21,0.205,0.285,0.165,9765,2.29%,57,1415885,55%,0.004,3.13,6.72,Active,,,,,,,,,,,,,,,,,
0039WD,GFM-WD,102,0.055,0.06,0.055,+0.005,0.06,0.055,0.135,0.045,538,,19,629990,50%,0.001,,,Active,,,,,,,,,,,,,,,,,
7192,GIIB,102,0.065,0.065,0.065,-,0.065,0.065,0.09,0.05,1150,,-,246485,67%,,-2.09,,Active,,,,,,,,,,,,,,,,,
7192WA,GIIB-WA,102,,,0.005,,-,-,0.015,0.005,0,,-,459940,50%,,,,Active,,,,,,,,,,,,,,,,,
3204,GKENT,103,0.365,0.36,0.37,-0.01,0.365,0.36,0.42,0.3,3658,4.17%,53,701535,86%,0.01,0.9,46.9,Active,,,,,,,,,,,,,,,,,
7382,GLBHD,125,0.24,0.24,0.24,-,0.24,0.235,0.32,0.2,130,,60,13625,57%,-0.001,-4.47,,Active,,,,,,,,,,,,,,,,,
0709C6,GLDHK-C6,358,,,0.045,,-,-,0.065,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709C7,GLDHK-C7,358,0.3,0.3,0.3,-,0.3,0.3,0.3,0.2,1,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709C8,GLDHK-C8,358,,,0.325,,-,-,0.325,0.16,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0709H1,GLDHK-H1,358,,,0.015,,-,-,0.045,0.015,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
