"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="0012","3A","101","0.705","0.700","0.705","-0.005","0.705","0.700","0.880","0.705","3203","4.00%","-","171045","37%","-0.001","8.89","7.93","Active"
="0328","3REN","405","0.440","0.430","0.440","-0.010","0.440","0.425","0.490","0.200","28888","1.16%","21","9981930","58%","0.012","1.54","31.43","Active"
="5326","99SMART","101","3.110","3.120","3.110","+0.010","3.180","3.100","3.390","1.920","180129","0.40%","51","12233175","66%","0.147","5.84","53.46","Active"
="5326C1","99SMART-C1","301","","","0.595","","-","-","0.685","0.090","0","","-","33605","76%","0.082","","","Active"
="532610","99SMART-C10","301","","","0.110","","-","-","0.110","0.070","0","","-","623650","67%","","","","Active"
="532611","99SMART-C11","301","0.280","0.280","0.300","-0.020","0.280","0.280","0.330","0.125","1390","","9","114240","67%","0.039","","","Active"
="532612","99SMART-C12","301","","","0.195","","-","-","0.215","0.075","0","","-","149505","70%","0.028","","","Active"
="532613","99SMART-C13","301","0.240","0.235","0.230","+0.005","0.260","0.230","0.330","0.065","6702","","77","477845","62%","0.049","","","Active"
="532614","99SMART-C14","301","","","0.185","","-","-","0.225","0.085","0","","-","-","74%","","","","Active"
="532615","99SMART-C15","301","0.225","0.215","0.215","-","0.235","0.215","0.310","0.090","5180","","55","533295","64%","0.055","","","Active"
="532616","99SMART-C16","301","0.155","0.155","0.155","-","0.160","0.150","0.220","0.100","1801","","78","-","62%","","","","Active"
="532617","99SMART-C17","301","0.090","0.095","0.090","+0.005","0.100","0.090","0.125","0.070","1300","","54","-","0%","","","","Active"
="532618","99SMART-C18","301","0.110","0.115","0.105","+0.010","0.125","0.105","0.175","0.065","4928","","63","-","0%","","","","Active"
="532619","99SMART-C19","301","0.120","0.120","0.120","-","0.120","0.120","0.175","0.105","1900","","47","-","0%","","","","Active"
="5326C2","99SMART-C2","301","","","0.075","","-","-","0.140","0.020","0","","-","215755","56%","0.016","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.200","0.200","0.200","-","0.200","0.200","0.260","0.070","552","","-","1706125","61%","0.022","","","Active"
="5326C5","99SMART-C5","301","0.290","0.290","0.280","+0.010","0.295","0.290","0.370","0.060","1365","","59","191885","70%","0.049","","","Active"
