"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active"
="0012","3A","101","0.735","0.730","0.740","-0.010","0.735","0.730","0.910","0.705","852","3.84%","60","75130","73%","0.002","8.89","8.27","Active"
="0328","3REN","405","0.415","0.405","0.410","-0.005","0.415","0.400","0.490","0.200","37088","1.23%","26","7008605","71%","0.027","1.54","29.58","Active"
="5326","99SMART","101","2.760","2.730","2.770","-0.040","2.840","2.700","2.790","1.920","118545","0.46%","42","9447600","76%","0.078","5.84","46.77","Active"
="5326C1","99SMART-C1","301","0.355","0.355","0.395","-0.040","0.355","0.355","0.395","0.090","200","","-","51535","83%","0.041","","","Active"
="532610","99SMART-C10","301","0.100","0.095","0.100","-0.005","0.105","0.095","0.100","0.070","51340","","97","-","64%","","","","Active"
="532611","99SMART-C11","301","0.190","0.175","0.190","-0.015","0.205","0.175","0.200","0.125","2302","","11","1281720","68%","0.024","","","Active"
="532612","99SMART-C12","301","0.120","0.110","0.110","-","0.120","0.110","0.120","0.075","9720","","37","775920","60%","","","","Active"
="532613","99SMART-C13","301","0.130","0.110","0.125","-0.015","0.145","0.110","0.125","0.065","9393","","34","-","81%","","","","Active"
="532614","99SMART-C14","301","","","0.125","","-","-","0.125","0.085","0","","-","-","0%","","","","Active"
="532615","99SMART-C15","301","0.135","0.115","0.130","-0.015","0.145","0.115","0.135","0.090","7010","","28","-","0%","","","","Active"
="5326C2","99SMART-C2","301","","","0.045","","-","-","0.045","0.020","0","","-","171440","73%","0.008","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.150","0.135","0.150","-0.015","0.155","0.135","0.155","0.070","33116","","58","930510","75%","0.009","","","Active"
="5326C5","99SMART-C5","301","0.190","0.190","0.180","+0.010","0.190","0.190","0.180","0.060","52","","100","431155","75%","0.017","","","Active"
="5326C6","99SMART-C6","301","0.265","0.225","0.250","-0.025","0.270","0.225","0.255","0.075","7974","","63","447385","76%","0.024","","","Active"
="5326C7","99SMART-C7","301","0.140","0.120","0.130","-0.010","0.140","0.120","0.130","0.060","675","","11","1031945","79%","0.018","","","Active"
="5326C8","99SMART-C8","301","0.265","0.240","0.265","-0.025","0.290","0.230","0.265","0.095","262","","95","143055","76%","0.038","","","Active"
