,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
529646,MRDIY-C46,301,,,0.05,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529647,MRDIY-C47,301,0.04,0.035,0.045,-0.01,0.04,0.035,0.115,0.03,3895,,75,617465,31%,-0.007,,,Active,,,,,,,,,,,,,,,,,
529648,MRDIY-C48,301,0.04,0.04,0.045,-0.005,0.04,0.04,0.085,0.045,400,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529649,MRDIY-C49,301,0.045,0.04,0.045,-0.005,0.045,0.035,0.08,0.025,17769,,63,4125915,36%,-0.002,,,Active,,,,,,,,,,,,,,,,,
529650,MRDIY-C50,301,0.095,0.095,0.1,-0.005,0.095,0.095,0.15,0.09,4000,,75,308750,32%,-0.006,,,Active,,,,,,,,,,,,,,,,,
529651,MRDIY-C51,301,0.06,0.06,0.06,-,0.06,0.06,0.1,0.06,3000,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529652,MRDIY-C52,301,0.035,0.035,0.035,-,0.035,0.035,0.055,0.03,200,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
529653,MRDIY-C53,301,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0350,MSB,402,0.11,0.11,0.115,-0.005,0.11,0.11,0.18,0.1,30,,-,751175,36%,-0.008,1.91,7.35,Active,,,,,,,,,,,,,,,,,
5916,MSC,102,1.39,1.4,1.39,+0.010,1.44,1.39,2.75,1.12,28152,22.14%,61,874335,55%,0.01,18.9,12.57,Active,,,,,,,,,,,,,,,,,
5916CT,MSC-CT,302,0.03,0.03,0.04,-0.01,0.03,0.03,0.085,0.02,1000,,-,406650,38%,,,,Active,,,,,,,,,,,,,,,,,
5916CU,MSC-CU,302,0.21,0.21,0.2,+0.010,0.225,0.2,0.3,0.08,2310,,17,148875,48%,0.014,,,Active,,,,,,,,,,,,,,,,,
5916CV,MSC-CV,302,0.035,0.045,0.045,-,0.045,0.035,0.06,0.04,2995,,95,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5202,MSM,101,1.08,1.08,1.08,-,1.1,1.07,1.58,0.85,4722,,52,1215975,70%,0.018,4.45,24.29,Active,,,,,,,,,,,,,,,,,
520210,MSM-C10,301,,,0.045,,-,-,0.07,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
520211,MSM-C11,301,,,0.03,,-,-,0.035,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
520212,MSM-C12,301,,,0.04,,-,-,0.115,0.03,0,,-,-,28%,,,,Active,,,,,,,,,,,,,,,,,
5202C6,MSM-C6,301,,,0.03,,-,-,0.12,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5202C7,MSM-C7,301,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5202C8,MSM-C8,301,,,0.02,,-,-,0.045,0.02,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5202C9,MSM-C9,301,,,0.07,,-,-,0.1,0.06,0,,-,671760,55%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5011,MSNIAGA,105,1.25,1.25,1.23,+0.020,1.27,1.22,1.65,1.21,395,,34,6225,37%,-0.027,-5.59,,Active,,,,,,,,,,,,,,,,,
5316,MSTGOLF,101,0.185,0.185,0.19,-0.005,0.185,0.185,0.265,0.18,773,1.35%,-,105030,43%,-0.002,0.75,29.96,Active,,,,,,,,,,,,,,,,,
0213,MTAG,402,0.27,0.27,0.27,-,0.28,0.265,0.36,0.245,3842,0.07%,31,158495,33%,-0.005,1.81,14.91,Active,,,,,,,,,,,,,,,,,
0295,MTEC,402,1.14,1.14,1.14,-,1.14,1.12,1.3,0.98,6225,0.50%,96,430185,52%,-0.004,2.68,42.9,Active,,,,,,,,,,,,,,,,,
0092,MTOUCHE,463,0.04,0.045,0.035,+0.010,0.045,0.04,0.075,0.005,6987,,69,2296745,29%,-0.001,-1.63,,Active,,,,,,,,,,,,,,,,,
0043,MTRONIC,102,0.01,0.01,0.01,-,0.01,0.01,0.02,0.005,2677,,-,397225,50%,,-0.68,,Active,,,,,,,,,,,,,,,,,
3883,MUDA,102,,,0.81,,-,-,1.2,0.8,0,2.47%,-,7530,43%,-0.011,-16.56,,Active,,,,,,,,,,,,,,,,,
5085,MUDAJYA,103,0.09,0.09,0.09,-,0.09,0.09,0.13,0.075,238,,-,688085,50%,,3.88,2.52,Active,,,,,,,,,,,,,,,,,
5085WB,MUDAJYA-WB,103,,,0.025,,-,-,0.055,0.015,0,,-,108185,48%,-0.001,,,Active,,,,,,,,,,,,,,,,,
9539,MUH,120,,,0.34,,-,-,0.45,0.335,0,,-,130790,39%,-0.007,3.69,9.25,Active,,,,,,,,,,,,,,,,,
5703,MUHIBAH,103,0.505,0.51,0.505,+0.005,0.51,0.5,0.9,0.5,4901,5.88%,30,947685,23%,-0.012,10.04,2.74,Active,,,,,,,,,,,,,,,,,
3891,MUIIND,101,0.055,0.06,0.06,-,0.06,0.055,0.08,0.05,1690,,-,2700780,50%,,-2.2,,Active,,,,,,,,,,,,,,,,,
3913,MUIPROP,120,0.26,0.26,0.265,-0.005,0.265,0.255,0.46,0.27,11230,30.77%,72,1106800,64%,,0.27,10.2,Active,,,,,,,,,,,,,,,,,
3905,MULPHA,101,2.95,2.99,3,-0.01,2.99,2.95,3.42,2.4,745,,11,35365,50%,,22.85,12.46,Active,,,,,,,,,,,,,,,,,
03064,MYAXIS,701,,,0.3,,-,-,0.31,0.18,0,,-,527530,73%,,,,Active,,,,,,,,,,,,,,,,,
5087,MYCRON,102,0.255,0.26,0.25,+0.010,0.26,0.255,0.4,0.24,50,,96,20425,33%,-0.003,-0.4,,Active,,,,,,,,,,,,,,,,,
5275,MYNEWS,101,0.57,0.57,0.57,-,0.57,0.565,0.71,0.5,2055,0.88%,7,316810,25%,-0.012,1.25,49.1,Active,,,,,,,,,,,,,,,,,
7692,MYTECH,102,0.35,0.39,0.355,+0.035,0.39,0.35,0.42,0.255,3869,,79,131980,66%,0.003,1.17,35.4,Active,,,,,,,,,,,,,,,,,
0108,N2N,405,0.355,0.35,0.355,-0.005,0.355,0.35,0.515,0.34,155,5.71%,97,56935,42%,-0.007,-4.69,,Active,,,,,,,,,,,,,,,,,
0206,NADIBHD,403,0.425,0.425,0.425,-,0.425,0.42,0.435,0.265,2473,,87,1531640,71%,0.006,0.76,46.38,Active,,,,,,,,,,,,,,,,,
5073,NAIM,120,0.815,0.81,0.8,+0.010,0.815,0.805,1.14,0.655,462,,73,374915,37%,-0.012,45.58,1.82,Active,,,,,,,,,,,,,,,,,
0270,NATGATE,102,1.09,1.1,1.09,+0.010,1.12,1.09,3.03,1,50777,1.82%,60,10656070,44%,-0.032,7.04,13.98,Active,,,,,,,,,,,,,,,,,
0270C1,NATGATE-C1,302,0.035,0.04,0.035,+0.005,0.04,0.035,0.08,0.03,10060,,7,1150265,37%,-0.005,,,Active,,,,,,,,,,,,,,,,,
0270C2,NATGATE-C2,302,0.045,0.05,0.05,-,0.05,0.045,0.05,0.05,550,,27,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0270C3,NATGATE-C3,302,0.105,0.105,0.1,+0.005,0.105,0.105,0.1,0.1,20,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0270CJ,NATGATE-CJ,302,0.005,0.005,0.005,-,0.005,0.005,0.19,0.005,2600,,-,149110,40%,-0.004,,,Active,,,,,,,,,,,,,,,,,
0270CP,NATGATE-CP,302,,,0.01,,-,-,0.16,0.01,0,,-,594240,100%,-0.008,,,Active,,,,,,,,,,,,,,,,,
0270CQ,NATGATE-CQ,302,,,0.01,,-,-,0.11,0.01,0,,-,559430,100%,-0.011,,,Active,,,,,,,,,,,,,,,,,
0270CR,NATGATE-CR,302,,,0.01,,-,-,0.06,0.01,0,,-,284990,20%,-0.01,,,Active,,,,,,,,,,,,,,,,,
0270CS,NATGATE-CS,302,,,0.005,,-,-,0.11,0.005,0,,-,268695,5%,-0.014,,,Active,,,,,,,,,,,,,,,,,
0270CT,NATGATE-CT,302,,,0.01,,-,-,0.175,0.01,0,,-,314675,33%,-0.008,,,Active,,,,,,,,,,,,,,,,,
0270CU,NATGATE-CU,302,,,0.035,,-,-,0.165,0.035,0,,-,215985,24%,-0.016,,,Active,,,,,,,,,,,,,,,,,
0270CV,NATGATE-CV,302,0.02,0.02,0.02,-,0.02,0.02,0.17,0.015,100,,100,497410,36%,-0.008,,,Active,,,,,,,,,,,,,,,,,
0270CW,NATGATE-CW,302,0.015,0.015,0.015,-,0.015,0.015,0.075,0.015,8,,-,1464895,20%,-0.009,,,Active,,,,,,,,,,,,,,,,,
0270CX,NATGATE-CX,302,0.025,0.025,0.025,-,0.025,0.025,0.075,0.025,800,,-,154835,14%,-0.009,,,Active,,,,,,,,,,,,,,,,,
0270CY,NATGATE-CY,302,0.01,0.015,0.01,+0.005,0.015,0.01,0.07,0.01,880,,4,335710,100%,-0.007,,,Active,,,,,,,,,,,,,,,,,
0270CZ,NATGATE-CZ,302,,,0.025,,-,-,0.03,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0056,NCT,120,0.625,0.635,0.615,+0.020,0.645,0.615,0.65,0.44,27901,,60,3264295,65%,0.028,2.34,34,Active,,,,,,,,,,,,,,,,,
0659CM,NDX-CM,358,,,0.43,,-,-,0.43,0.18,0,,-,74090,69%,0.075,,,Active,,,,,,,,,,,,,,,,,
0659CN,NDX-CN,358,0.16,0.155,0.26,-0.105,0.16,0.155,,,22,,82,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0659CO,NDX-CO,358,,,0.57,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0659HM,NDX-HM,358,0.025,0.02,0.035,-0.015,0.025,0.02,0.245,0.02,7850,,9,665570,41%,-0.016,,,Active,,,,,,,,,,,,,,,,,
0659HN,NDX-HN,358,0.12,0.12,0.13,-0.01,0.12,0.12,0.13,0.12,1500,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0659HO,NDX-HO,358,0.275,0.265,0.28,-0.015,0.275,0.265,0.285,0.24,309,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0325,NE,402,0.71,0.715,0.71,+0.005,0.72,0.71,0.895,0.275,6030,,53,2092655,43%,-0.01,1.86,38.5,Active,,,,,,,,,,,,,,,,,
0235,NESTCON,403,0.31,0.31,0.31,-,0.31,0.31,0.435,0.3,15680,,100,1014655,40%,-0.003,1.1,36.25,Active,,,,,,,,,,,,,,,,,
4707,NESTLE,101,112.3,112,112.4,-0.4,112.7,111.7,116.9,61.8,1404,1.60%,58,141530,68%,4.052,177.24,63.19,Active,,,,,,,,,,,,,,,,,
0020,NETX,405,,,0.05,,-,-,0.115,0.03,0,,-,26035,40%,,-3.02,,Active,,,,,,,,,,,,,,,,,
0020WD,NETX-WD,405,,,0.01,,-,-,0.025,0.005,0,,-,162175,33%,,,,Active,,,,,,,,,,,,,,,,,
5216,NEXG,105,0.31,0.32,0.31,+0.010,0.325,0.305,0.535,0.21,204630,2.34%,58,31858070,24%,-0.046,4.15,10.27,Active,,,,,,,,,,,,,,,,,
521667,NEXG-C67,305,,,0.025,,-,-,0.14,0.025,0,,-,236255,41%,-0.007,,,Active,,,,,,,,,,,,,,,,,
521668,NEXG-C68,305,,,0.005,,-,-,0.24,0.005,0,,-,240670,6%,-0.037,,,Active,,,,,,,,,,,,,,,,,
521669,NEXG-C69,305,,,0.05,,-,-,0.3,0.015,0,,-,764120,19%,-0.023,,,Active,,,,,,,,,,,,,,,,,
521670,NEXG-C70,305,,,0.03,,-,-,0.25,0.025,0,,-,427960,33%,-0.018,,,Active,,,,,,,,,,,,,,,,,
521671,NEXG-C71,305,,,0.01,,-,-,0.35,0.01,0,,-,-,42%,,,,Active,,,,,,,,,,,,,,,,,
521672,NEXG-C72,305,,,0.005,,-,-,0.15,0.005,0,,-,3090120,28%,,,,Active,,,,,,,,,,,,,,,,,
521673,NEXG-C73,305,,,0.15,,-,-,0.235,0.13,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521674,NEXG-C74,305,,,0.015,,-,-,0.21,0.005,0,,-,160205,18%,-0.027,,,Active,,,,,,,,,,,,,,,,,
521675,NEXG-C75,305,,,0.02,,-,-,0.11,0.02,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521676,NEXG-C76,305,,,0.08,,-,-,0.095,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521677,NEXG-C77,305,0.05,0.05,0.045,+0.005,0.05,0.05,0.12,0.045,20,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521678,NEXG-C78,305,,,0.075,,-,-,0.115,0.055,0,,-,1453490,62%,,,,Active,,,,,,,,,,,,,,,,,
521679,NEXG-C79,305,,,0.06,,-,-,0.095,0.055,0,,-,-,40%,,,,Active,,,,,,,,,,,,,,,,,
521680,NEXG-C80,305,,,0.025,,-,-,0.09,0.025,0,,-,-,28%,,,,Active,,,,,,,,,,,,,,,,,
521681,NEXG-C81,305,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521682,NEXG-C82,305,0.025,0.025,0.025,-,0.025,0.025,0.065,0.02,170,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5216WB,NEXG-WB,105,0.175,0.18,0.175,+0.005,0.185,0.175,0.345,0.085,7476,,21,3666470,33%,-0.028,,,Active,,,,,,,,,,,,,,,,,
7154,NEXGBINA,101,0.035,0.035,0.035,-,0.04,0.03,0.105,0.03,266704,,85,31997285,22%,-0.01,0.09,42.59,Active,,,,,,,,,,,,,,,,,
7154WC,NEXGBINA-WC,101,0.015,0.015,0.015,-,0.015,0.01,0.045,0.01,4621,,16,707995,40%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0096,NEXGRAM,463,0.015,0.015,0.015,-,0.02,0.015,0.02,0.01,788,,1,174330,33%,,-0.5,,Active,,,,,,,,,,,,,,,,,
0096WD,NEXGRAM-WD,463,0.01,0.01,0.01,-,0.01,0.01,0.015,0.005,82,,-,92515,50%,,,,Active,,,,,,,,,,,,,,,,,
7241,NGGB,102,0.795,0.79,0.8,-0.01,0.795,0.785,0.93,0.715,17444,,73,1062290,41%,-0.003,2.45,34.8,Active,,,,,,,,,,,,,,,,,
5614,NHB,161,0.735,0.77,0.725,+0.045,0.775,0.735,0.75,0.37,8836,,65,223465,79%,0.023,-3.6,,Active,,,,,,,,,,,,,,,,,
7060,NHFATT,101,1.48,1.48,1.48,-,1.48,1.48,2.02,1.4,10,6.08%,100,28410,50%,-0.033,26.61,5.56,Active,,,,,,,,,,,,,,,,,
7139,NICE,101,0.115,0.12,0.115,+0.005,0.12,0.115,0.195,0.095,61452,,64,7227815,29%,-0.002,-0.8,,Active,,,,,,,,,,,,,,,,,
7139WC,NICE-WC,101,0.025,0.035,0.025,+0.010,0.035,0.025,0.03,0.015,39215,,68,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7215,NIHSIN,101,0.1,0.1,0.105,-0.005,0.105,0.1,0.125,0.085,3501,,-,394400,50%,-0.001,-1.4,,Active,,,,,,,,,,,,,,,,,
7215PA,NIHSIN-PA,101,,,0.01,,-,-,0.02,0.005,0,,-,194235,100%,,,,Active,,,,,,,,,,,,,,,,,
0654CR,NIKKEI-CR,358,,,1.01,,-,-,1.11,0.21,0,,-,22970,70%,0.165,,,Active,,,,,,,,,,,,,,,,,
0654CS,NIKKEI-CS,358,,,2.15,,-,-,0.98,0.77,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0654CT,NIKKEI-CT,358,0.82,0.845,0.79,+0.055,0.855,0.82,0.955,0.505,1066,,50,-,62%,,,,Active,,,,,,,,,,,,,,,,,
0654CU,NIKKEI-CU,358,,,1.48,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0654CV,NIKKEI-CV,358,,,2.4,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0654HP,NIKKEI-HP,358,,,0.035,,-,-,0.21,0.03,0,,-,-,22%,,,,Active,,,,,,,,,,,,,,,,,
0654HQ,NIKKEI-HQ,358,,,0.01,,-,-,0.46,0.01,0,,-,175215,29%,-0.036,,,Active,,,,,,,,,,,,,,,,,
0654HR,NIKKEI-HR,358,,,0.13,,-,-,0.215,0.13,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0654HS,NIKKEI-HS,358,0.245,0.235,0.265,-0.03,0.245,0.235,0.41,0.175,1356,,10,-,29%,,,,Active,,,,,,,,,,,,,,,,,
0654HT,NIKKEI-HT,358,0.515,0.5,0.545,-0.045,0.515,0.495,0.865,0.405,2960,,60,-,25%,,,,Active,,,,,,,,,,,,,,,,,
059712,NIO-C12,358,,,-,,-,-,0.155,0.08,0,,-,-,45%,,,,Delisted,,,,,,,,,,,,,,,,,
0340,NORTHERN,461,0.7,0.68,0.7,-0.02,0.7,0.68,0.955,0.46,730,,14,399755,44%,-0.014,2.88,23.59,Active,,,,,,,,,,,,,,,,,
0083,NOTION,105,0.715,0.715,0.7,+0.015,0.725,0.705,1.46,0.46,74130,2.80%,54,9163960,60%,0.017,8.66,8.34,Active,,,,,,,,,,,,,,,,,
0083WD,NOTION-WD,105,0.475,0.485,0.475,+0.010,0.49,0.475,0.975,0.26,4990,,56,651895,62%,0.008,,,Active,,,,,,,,,,,,,,,,,
0201,NOVA,162,,,0.345,,-,-,0.47,0.26,0,,-,41590,48%,0.003,2.43,14.22,Active,,,,,,,,,,,,,,,,,
0026,NOVAMSC,405,0.05,0.055,0.055,-,0.055,0.05,0.135,0.04,15901,,21,4528455,33%,,-0.57,,Active,,,,,,,,,,,,,,,,,
03045,NP,705,,,0.275,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
03006,NPS,762,,,0.215,,-,-,,,0,,-,61145,53%,,,,Active,,,,,,,,,,,,,,,,,
2038,NSOP,125,5.52,5.54,5.5,+0.040,5.54,5.52,5.65,3.8,18,3.61%,100,15640,73%,0.077,52.05,9.75,Active,,,,,,,,,,,,,,,,,
5066,NTPM,101,0.28,0.28,0.28,-,0.28,0.275,0.34,0.205,603,1.43%,16,469185,71%,0.011,-3.17,,Active,,,,,,,,,,,,,,,,,
5265,OASIS,101,0.185,0.205,0.185,+0.020,0.205,0.185,0.24,0.13,303,,67,36190,35%,-0.004,-0.62,,Active,,,,,,,,,,,,,,,,,
0327,OBHB,401,0.15,0.155,0.155,-,0.155,0.15,0.26,0.135,3044,1.55%,6,428850,50%,-0.001,1.4,13.29,Active,,,,,,,,,,,,,,,,,
5533,OCB,101,0.89,0.895,0.87,+0.025,0.895,0.89,0.95,0.65,100,2.23%,100,33375,32%,0.014,4.05,16.07,Active,,,,,,,,,,,,,,,,,
0172,OCK,163,0.455,0.455,0.455,-,0.455,0.45,0.51,0.355,11558,2.20%,29,1302025,47%,,3.09,11.86,Active,,,,,,,,,,,,,,,,,
0172WB,OCK-WB,163,0.03,0.025,0.03,-0.005,0.03,0.02,0.13,0.01,3708,,89,1161130,25%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0049,OCNCASH,101,0.175,0.175,0.175,-,0.175,0.175,0.435,0.17,1470,0.06%,4,273145,36%,-0.008,-0.09,,Active,,,,,,,,,,,,,,,,,
7071,OCR,103,0.04,0.04,0.04,-,0.04,0.035,0.05,0.025,901,,-,8085215,50%,,0.25,28.12,Active,,,,,,,,,,,,,,,,,
7071WE,OCR-WE,103,0.02,0.025,0.02,+0.005,0.025,0.02,0.03,0.005,20966,,99,1054105,50%,,,,Active,,,,,,,,,,,,,,,,,
0312,OFB,401,0.23,0.225,0.225,-,0.23,0.225,0.475,0.22,350,,3,96225,43%,-0.003,1.04,24.64,Active,,,,,,,,,,,,,,,,,
7107,OFI,101,1.33,1.35,1.33,+0.020,1.36,1.33,1.8,1.32,420,4.81%,63,157820,24%,-0.011,16.2,8.33,Active,,,,,,,,,,,,,,,,,
0357,OHM,401,0.31,0.315,0.31,+0.005,0.315,0.31,0.33,0.24,442,331.75%,97,241485,57%,0.003,1.56,20.2,Active,,,,,,,,,,,,,,,,,
5827,OIB,120,1.25,1.25,1.29,-0.04,1.25,1.25,1.5,1.16,150,16.00%,-,75735,50%,-0.006,23.34,5.1,Active,,,,,,,,,,,,,,,,,
5827WA,OIB-WA,120,,,0.135,,-,-,0.24,0.025,0,,-,39170,53%,0.003,,,Active,,,,,,,,,,,,,,,,,
7140,OKA,102,0.475,0.475,0.475,-,0.48,0.475,0.695,0.465,1092,5.26%,25,134400,42%,-0.001,4.07,11.67,Active,,,,,,,,,,,,,,,,,
3018,OLYMPIA,101,0.07,0.07,0.07,-,0.07,0.07,0.075,0.05,2040,,100,148585,50%,0.001,-1.3,,Active,,,,,,,,,,,,,,,,,
9008,OMESTI,105,0.07,0.075,0.07,+0.005,0.075,0.065,0.175,0.06,61391,,100,5682730,36%,-0.008,-46.58,,Active,,,,,,,,,,,,,,,,,
9008WC,OMESTI-WC,105,,,0.005,,-,-,0.03,0.005,0,,-,204760,100%,,,,Active,,,,,,,,,,,,,,,,,
5298,OMH,102,,,0.75,,-,-,1.14,0.705,0,,-,24980,34%,-0.01,,,Active,,,,,,,,,,,,,,,,,
5079,ONEGLOVE,101,,,0.17,,-,-,0.255,0.165,0,,-,213295,20%,-0.002,-5.79,,Active,,,,,,,,,,,,,,,,,
5079WA,ONEGLOVE-WA,101,,,0.04,,-,-,0.1,0.035,0,,-,58750,31%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0040,OPENSYS,105,0.305,0.31,0.305,+0.005,0.31,0.305,0.375,0.29,1637,5.81%,19,239025,43%,-0.002,2.67,11.56,Active,,,,,,,,,,,,,,,,,
0275,OPPSTAR,405,0.49,0.49,0.49,-,0.5,0.485,0.86,0.39,7021,,32,1740705,39%,-0.009,-1.91,,Active,,,,,,,,,,,,,,,,,
0222,OPTIMAX,162,0.645,0.64,0.645,-0.005,0.65,0.64,0.715,0.46,1445,2.03%,23,851920,33%,-0.002,2.4,24.24,Active,,,,,,,,,,,,,,,,,
0222WA,OPTIMAX-WA,162,0.145,0.145,0.135,+0.010,0.145,0.145,0.185,0.04,1,,100,345930,40%,,,,Active,,,,,,,,,,,,,,,,,
0252,ORGABIO,401,0.28,0.28,0.28,-,0.28,0.28,0.4,0.27,457,,33,154085,44%,-0.002,1.58,17.67,Active,,,,,,,,,,,,,,,,,
0252WA,ORGABIO-WA,401,0.085,0.085,0.08,+0.005,0.085,0.085,0.19,0.06,400,,-,52155,50%,-0.003,,,Active,,,,,,,,,,,,,,,,,
4006,ORIENT,101,6.78,6.72,6.82,-0.1,6.82,6.68,7.75,6.38,6694,5.95%,32,127795,44%,-0.025,93.5,7.36,Active,,,,,,,,,,,,,,,,,
5065,ORNA,102,0.79,0.79,0.77,+0.020,0.79,0.79,1.03,0.68,60,2.53%,-,8235,24%,-0.009,7.52,10.53,Active,,,,,,,,,,,,,,,,,
5053,OSK,120,1.42,1.44,1.42,+0.020,1.45,1.42,1.9,1.09,10428,5.56%,67,1574375,69%,0.019,26.02,8.4,Active,,,,,,,,,,,,,,,,,
0053,OSKVI,410,0.595,0.58,0.595,-0.015,0.6,0.58,0.67,0.45,76,,66,12145,38%,-0.003,11.97,4.87,Active,,,,,,,,,,,,,,,,,
0153,OVERSEA,401,,,0.04,,-,-,0.07,0.02,0,,-,237385,50%,0.001,0.22,22.3,Active,,,,,,,,,,,,,,,,,
0153WB,OVERSEA-WB,401,,,0.02,,-,-,0.02,0.005,0,,-,844445,55%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0220,OVH,461,0.14,0.135,0.135,-,0.14,0.135,0.2,0.135,4140,,25,199390,100%,-0.002,1.49,72.78,Active,,,,,,,,,,,,,,,,,
0220WA,OVH-WA,461,0.025,0.02,0.025,-0.005,0.03,0.02,0.04,0.015,1689,,100,267180,50%,,,,Active,,,,,,,,,,,,,,,,,
5260,OWG,101,0.25,0.25,0.25,-,0.25,0.25,0.385,0.185,200,,-,251215,53%,0.002,-0.49,,Active,,,,,,,,,,,,,,,,,
5260WB,OWG-WB,101,,,0.005,,-,-,0.1,0.005,0,,-,184685,50%,-0.005,,,"Suspended, Forbid",,,,,,,,,,,,,,,,,
0368,OXB,402,0.3,0.3,0.305,-0.005,0.31,0.3,0.5,0.3,11689,,10,2159400,50%,-0.012,,,Active,,,,,,,,,,,,,,,,,
6009,P&O,110,0.575,0.575,0.58,-0.005,0.575,0.57,0.755,0.55,1167,,73,39100,40%,-0.003,-25.96,,Active,,,,,,,,,,,,,,,,,
7225,PA,102,0.16,0.16,0.16,-,0.165,0.16,0.3,0.14,3314,6.25%,3,2661165,40%,,1.86,8.6,Active,,,,,,,,,,,,,,,,,
7052,PADINI,101,1.82,1.81,1.82,-0.01,1.83,1.81,3.58,1.6,2555,5.30%,15,360635,35%,-0.036,15.68,11.54,Active,,,,,,,,,,,,,,,,,
0822EA,PAM-A40M,656,,,1.57,,-,-,1.695,1.55,0,0.04%,-,16630,32%,-0.016,-0.31,,"Suspended, Forbid",,,,,,,,,,,,,,,,,
0823EA,PAM-C50,656,1.6,1.6,1.595,+0.005,1.6,1.6,1.65,1.26,12,,-,12720,54%,0.008,,1248,Active,,,,,,,,,,,,,,,,,
3719,PANAMY,101,8.1,8.05,8.08,-0.03,8.1,8.05,18.5,8.08,189,7.70%,30,39515,11%,-0.132,76,10.6,Active,,,,,,,,,,,,,,,,,
0290,PANDA,405,0.245,0.25,0.245,+0.005,0.25,0.245,0.39,0.23,1080,3.00%,69,294115,33%,-0.005,1.21,21.34,Active,,,,,,,,,,,,,,,,,
8419,PANSAR,102,,,0.56,,-,-,0.615,0.515,0,0.71%,-,95990,62%,,5.17,11.07,Active,,,,,,,,,,,,,,,,,
8419PA,PANSAR-PA,102,,,0.55,,-,-,0.6,0.505,0,,-,17625,50%,-0.013,,,Active,,,,,,,,,,,,,,,,,
5125,PANTECH,102,0.665,0.665,0.655,+0.010,0.665,0.655,0.975,0.635,4754,9.77%,32,709710,52%,,9.91,6.94,Active,,,,,,,,,,,,,,,,,
5022,PAOS,101,,,0.3,,-,-,0.35,0.22,0,,-,44720,48%,-0.002,-1.89,,Active,,,,,,,,,,,,,,,,,
5338,PARADIGM,150,0.97,0.97,0.97,-,0.97,0.965,1.03,0.925,547,,69,326930,42%,-0.003,,,Active,,,,,,,,,,,,,,,,,
9407,PARAGON,101,2.86,2.93,2.86,+0.070,2.94,2.86,3.1,1.8,13785,,98,994440,50%,0.007,-3.54,,Active,,,,,,,,,,,,,,,,,
1724,PARAMON,120,1.05,1.05,1.05,-,1.05,1.05,1.12,0.9,545,7.14%,-,84235,50%,-0.003,16.45,5.69,Active,,,,,,,,,,,,,,,,,
5657,PARKSON,101,0.21,0.22,0.215,+0.005,0.225,0.21,0.26,0.145,7850,,78,593835,45%,-0.003,-8.92,,Active,,,,,,,,,,,,,,,,,
2682,PARKWD,120,0.07,0.08,0.07,+0.010,0.085,0.07,0.145,0.05,382,,60,47355,43%,,-1.97,,Active,,,,,,,,,,,,,,,,,
2682WA,PARKWD-WA,120,,,0.03,,-,-,0.055,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0022,PARLO,401,0.025,0.025,0.025,-,0.025,0.025,0.06,0.01,660,,-,1824115,27%,-0.001,-1.41,,Active,,,,,,,,,,,,,,,,,
