"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="0012","3A","101","0.700","0.710","0.700","+0.010","0.710","0.695","0.865","0.695","1297","3.94%","14","170515","25%","-0.006","8.89","8.04","Active"
="0328","3REN","405","0.400","0.420","0.405","+0.015","0.420","0.395","0.490","0.200","68943","1.19%","49","10275065","51%","0.011","1.54","30.71","Active"
="5326","99SMART","101","3.100","3.050","3.110","-0.060","3.100","3.010","3.390","1.920","108800","0.41%","48","13134430","56%","0.097","5.84","52.26","Active"
="5326C1","99SMART-C1","301","","","-","","-","-","0.685","0.090","0","","-","33605","76%","0.082","","","Delisted"
="532610","99SMART-C10","301","0.120","0.115","0.130","-0.015","0.120","0.115","0.130","0.070","350","","91","664910","71%","0.019","","","Active"
="532611","99SMART-C11","301","","","0.295","","-","-","0.330","0.125","0","","-","110425","67%","0.036","","","Active"
="532612","99SMART-C12","301","0.150","0.150","0.165","-0.015","0.150","0.150","0.215","0.075","10","","-","77985","61%","0.021","","","Active"
="532613","99SMART-C13","301","0.215","0.205","0.220","-0.015","0.215","0.200","0.330","0.065","1208","","72","442920","54%","0.031","","","Active"
="532614","99SMART-C14","301","","","0.185","","-","-","0.225","0.085","0","","-","-","71%","","","","Active"
="532615","99SMART-C15","301","0.200","0.195","0.205","-0.010","0.205","0.185","0.310","0.090","11000","","50","522615","52%","0.033","","","Active"
="532616","99SMART-C16","301","0.135","0.140","0.145","-0.005","0.140","0.130","0.220","0.100","4028","","70","795740","53%","","","","Active"
="532617","99SMART-C17","301","0.085","0.080","0.090","-0.010","0.085","0.080","0.125","0.070","307","","65","-","0%","","","","Active"
="532618","99SMART-C18","301","0.100","0.100","0.100","-","0.100","0.095","0.175","0.065","21845","","40","-","51%","","","","Active"
="532619","99SMART-C19","301","0.100","0.105","0.110","-0.005","0.105","0.100","0.175","0.105","5630","","53","-","0%","","","","Active"
="5326C2","99SMART-C2","301","0.060","0.065","0.065","-","0.065","0.060","0.140","0.020","6300","","40","285535","53%","0.009","","","Active"
="532620","99SMART-C20","301","0.045","0.045","0.045","-","0.045","0.040","0.055","0.045","5510","","9","-","0%","","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.190","0.185","0.190","-0.005","0.190","0.180","0.260","0.070","7482","","40","1206630","50%","0.012","","","Active"
="5326C5","99SMART-C5","301","0.265","0.260","0.275","-0.015","0.270","0.255","0.370","0.060","10000","","50","226540","63%","0.038","","","Active"
="5326C6","99SMART-C6","301","0.370","0.360","0.375","-0.015","0.370","0.345","0.520","0.075","13705","","49","841690","52%","0.035","","","Active"
="5326C7","99SMART-C7","301","0.170","0.170","0.220","-0.050","0.170","0.170","0.220","0.060","500","","100","550255","82%","0.032","","","Active"
="5326C8","99SMART-C8","301","","","0.445","","-","-","0.520","0.095","0","","-","107360","77%","0.076","","","Active"
="5326C9","99SMART-C9","301","","","0.290","","-","-","0.315","0.110","0","","-","-","83%","","","","Active"
="5326CY","99SMART-CY","301","","","-","","-","-","0.555","0.070","0","","-","57000","74%","0.077","","","Delisted"
="5326CZ","99SMART-CZ","301","","","0.330","","-","-","0.330","0.065","0","","-","193760","83%","0.040","","","Active"
="0365","A1AKK","401","0.235","0.235","0.235","-","0.235","0.225","0.255","0.190","7358","","71","1342070","68%","0.006","0.82","32.81","Active"
="0703CJ","A50CHIN-CJ","358","0.120","0.135","0.135","-","0.140","0.120","0.265","0.130","16635","","63","138390","47%","-0.010","","","Active"
="0703CK","A50CHIN-CK","358","0.220","0.235","0.235","-","0.235","0.215","0.305","0.230","30000","","63","-","0%","","","","Active"
