Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
"=""03041""",1TECH,1TECH,,,0.200,,-,-,,,0,,-,-,0%,,,,Active
"=""0012""",3A,3A,0.755,0.76,0.750,+0.010,0.760,0.740,0.98,0.705,223,3.68%,45,44885,29%,-0.001,8.89,8.61,Active
"=""0328""",3REN,3REN,0.22,0.22,0.220,-,0.220,0.210,0.49,0.2,21090,2.27%,32,1535810,18%,-0.005,1.54,16.07,Active
"=""5326""",99SMART,99SMART,2.08,2.06,2.060,-,2.080,2.020,2.63,1.85,109359,0.61%,43,5816125,23%,-0.016,5.84,35.3,Active
"=""5326C1""",99SMART-C1,99SMART-C1,0.1,0.11,0.115,-0.005,0.110,0.100,0.2,0.11,3901,,27,370585,17%,,,,Active
"=""5326C2""",99SMART-C2,99SMART-C2,,,0.020,,-,-,0.025,0.02,0,,-,-,0%,,,,Active
"=""5326C3""",99SMART-C3,99SMART-C3,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""5326CC""",99SMART-CC,99SMART-CC,,,0.180,,-,-,0.45,0.15,0,,-,12915,52%,-0.023,,,Active
"=""5326CD""",99SMART-CD,99SMART-CD,,,0.075,,-,-,0.355,0.075,0,,-,152390,18%,-0.04,,,Active
"=""5326CJ""",99SMART-CJ,99SMART-CJ,,,0.145,,-,-,0.23,0.1,0,,-,24990,36%,-0.008,,,Active
"=""5326CK""",99SMART-CK,99SMART-CK,,,0.035,,-,-,0.14,0.025,0,,-,252100,22%,-0.002,,,Active
"=""5326CM""",99SMART-CM,99SMART-CM,0.055,0.055,0.060,-0.005,0.055,0.055,0.24,0.04,32869,,69,879870,9%,-0.006,,,Active
"=""5326CO""",99SMART-CO,99SMART-CO,,,-,,-,-,0.055,0.005,0,,-,142175,50%,-0.002,,,Delisted
"=""5326CP""",99SMART-CP,99SMART-CP,0.01,0.01,0.010,-,0.010,0.010,0.11,0.01,3070,,-,3556400,20%,-0.003,,,Active
"=""5326CQ""",99SMART-CQ,99SMART-CQ,0.005,0.005,0.005,-,0.005,0.005,0.075,0.005,445,,100,391105,50%,-0.003,,,Active
"=""5326CR""",99SMART-CR,99SMART-CR,,,0.020,,-,-,0.075,0.015,0,,-,545985,50%,-0.004,,,Active
"=""5326CS""",99SMART-CS,99SMART-CS,,,0.015,,-,-,0.115,0.015,0,,-,664005,31%,,,,Active
"=""5326CT""",99SMART-CT,99SMART-CT,,,0.020,,-,-,0.065,0.01,0,,-,224680,50%,-0.004,,,Active
"=""5326CU""",99SMART-CU,99SMART-CU,,,0.005,,-,-,0.09,0.005,0,,-,171855,100%,-0.012,,,Active
