"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status"
="03041","1TECH","705","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="0012","3A","101","0.700","0.700","0.700","-","0.705","0.700","0.880","0.700","3050","4.00%","4","195775","37%","-0.005","8.89","7.93","Active"
="0328","3REN","405","0.460","0.460","0.460","-","0.470","0.455","0.490","0.200","48747","1.09%","39","10164105","50%","0.016","1.54","33.63","Active"
="5326","99SMART","101","3.150","3.130","3.150","-0.020","3.150","3.100","3.390","1.920","82955","0.40%","38","13173590","69%","0.122","5.84","53.63","Active"
="5326C1","99SMART-C1","301","","","0.595","","-","-","0.685","0.090","0","","-","33605","76%","0.082","","","Suspended"
="532610","99SMART-C10","301","","","0.130","","-","-","0.130","0.070","0","","-","664910","71%","0.019","","","Active"
="532611","99SMART-C11","301","","","0.295","","-","-","0.330","0.125","0","","-","110425","67%","0.036","","","Active"
="532612","99SMART-C12","301","0.180","0.180","0.180","-","0.180","0.180","0.215","0.075","30","","-","149055","62%","0.027","","","Active"
="532613","99SMART-C13","301","0.235","0.235","0.245","-0.010","0.240","0.235","0.330","0.065","1666","","27","464300","69%","0.041","","","Active"
="532614","99SMART-C14","301","0.185","0.185","0.190","-0.005","0.185","0.185","0.225","0.085","8000","","50","-","74%","","","","Active"
="532615","99SMART-C15","301","0.225","0.220","0.225","-0.005","0.225","0.215","0.310","0.090","1220","","58","485135","69%","0.044","","","Active"
="532616","99SMART-C16","301","","","0.160","","-","-","0.220","0.100","0","","-","812895","67%","","","","Active"
="532617","99SMART-C17","301","0.090","0.090","0.095","-0.005","0.090","0.090","0.125","0.070","83","","-","-","0%","","","","Active"
="532618","99SMART-C18","301","0.120","0.115","0.120","-0.005","0.120","0.115","0.175","0.065","3728","","13","-","0%","","","","Active"
="532619","99SMART-C19","301","0.115","0.115","0.120","-0.005","0.115","0.115","0.175","0.105","40","","-","-","0%","","","","Active"
="5326C2","99SMART-C2","301","0.075","0.075","0.080","-0.005","0.075","0.075","0.140","0.020","1976","","97","236005","60%","0.015","","","Active"
="532620","99SMART-C20","301","0.050","0.050","0.055","-0.005","0.050","0.050","0.055","0.050","190","","-","-","0%","","","","Active"
="5326C3","99SMART-C3","301","","","0.175","","-","-","0.175","0.095","0","","-","-","78%","","","","Active"
="5326C4","99SMART-C4","301","0.200","0.200","0.205","-0.005","0.200","0.200","0.260","0.070","168","","-","1473495","65%","0.017","","","Active"
="5326C5","99SMART-C5","301","0.290","0.285","0.290","-0.005","0.290","0.285","0.370","0.060","1270","","79","197820","70%","0.047","","","Active"
="5326C6","99SMART-C6","301","0.395","0.395","0.410","-0.015","0.400","0.390","0.520","0.075","7227","","36","825355","68%","0.047","","","Active"
="5326C7","99SMART-C7","301","","","0.220","","-","-","0.220","0.060","0","","-","550255","82%","0.032","","","Active"
="5326C8","99SMART-C8","301","","","0.445","","-","-","0.520","0.095","0","","-","107360","77%","0.076","","","Active"
="5326C9","99SMART-C9","301","","","0.290","","-","-","0.315","0.110","0","","-","-","83%","","","","Active"
="5326CY","99SMART-CY","301","","","0.480","","-","-","0.555","0.070","0","","-","57000","74%","0.077","","","Suspended"
="5326CZ","99SMART-CZ","301","","","0.330","","-","-","0.330","0.065","0","","-","193760","83%","0.040","","","Active"
="0365","A1AKK","401","0.225","0.225","0.235","-0.010","0.230","0.225","0.255","0.190","3905","","30","837620","90%","0.002","0.82","31.42","Active"
="0703CJ","A50CHIN-CJ","358","0.170","0.145","0.185","-0.040","0.170","0.145","0.265","0.130","1307","","41","48975","50%","-0.001","","","Active"
="0703CK","A50CHIN-CK","358","","","0.305","","-","-","0.305","0.260","0","","-","-","0%","","","","Active"
="07031A","A50CHIN-H1A","358","","","0.085","","-","-","0.185","0.085","0","","-","-","0%","","","","Active"
="070399","A50CHIN-H99","358","","","0.025","","-","-","0.030","0.025","0","","-","-","0%","","","","Active"
="7054","AASIA","125","","","0.090","","-","-","0.115","0.075","0","","-","68440","45%","","-0.50","","Active"
="5238","AAX","101","1.820","1.780","1.810","-0.030","1.840","1.770","2.160","1.230","26552","","26","1614405","63%","0.056","51.30","3.47","Active"
="523828","AAX-C28","301","0.095","0.085","0.095","-0.010","0.095","0.080","0.170","0.040","22880","","33","698665","57%","0.005","","","Active"
="523829","AAX-C29","301","0.105","0.100","0.105","-0.005","0.105","0.095","0.110","0.050","6584","","24","480005","60%","","","","Active"
="523830","AAX-C30","301","0.090","0.085","0.090","-0.005","0.095","0.085","0.090","0.080","62107","","58","-","0%","","","","Active"
="523831","AAX-C31","301","0.125","0.115","0.120","-0.005","0.125","0.110","0.120","0.115","2530","","47","-","0%","","","","Active"
="0800EA","ABFMY1","657","1.225","1.220","1.225","-0.005","1.225","1.220","1.270","1.190","18","","-","19665","52%","-0.003","","","Active"
="7167","ABLEGLOB","101","1.680","1.670","1.660","+0.010","1.680","1.650","2.000","1.260","469","4.49%","12","219265","55%","0.030","22.43","7.41","Active"
="7086","ABLEGRP","102","0.075","0.070","0.075","-0.005","0.075","0.070","0.100","0.070","2517","","40","274315","44%","","0.01","803.17","Active"
="2488","ABMB","110","4.420","4.400","4.440","-0.040","4.430","4.400","5.400","3.930","16785","4.41%","20","909645","39%","-0.008","48.49","10.14","Active"
="248820","ABMB-C20","310","","","-","","-","-","0.160","0.080","0","","-","130740","39%","-0.010","","","Delisted"
="248821","ABMB-C21","310","","","0.055","","-","-","0.070","0.055","0","","-","-","0%","","","","Active"
="248822","ABMB-C22","310","","","0.045","","-","-","0.085","0.045","0","","-","-","31%","","","","Active"
="248823","ABMB-C23","310","","","0.105","","-","-","0.180","0.100","0","","-","-","29%","","","","Active"
="248824","ABMB-C24","310","","","0.095","","-","-","0.190","0.090","0","","-","195180","46%","-0.004","","","Active"
="248825","ABMB-C25","310","0.045","0.045","0.045","-","0.045","0.045","0.075","0.045","1000","","-","-","0%","","","","Active"
="248826","ABMB-C26","310","","","0.080","","-","-","0.080","0.080","0","","-","-","0%","","","","Active"
="7131","ACME","120","0.130","0.125","0.125","-","0.130","0.120","0.210","0.105","2413","","32","948310","44%","0.002","1.43","8.96","Active"
="0218","ACO","402","0.195","0.195","0.195","-","0.195","0.195","0.250","0.185","725","1.03%","-","377640","33%","-0.002","1.42","13.75","Active"
="0276","ADB","405","1.060","1.060","1.050","+0.010","1.060","1.050","1.290","0.830","869","3.77%","95","747605","55%","0.001","3.56","29.80","Active"
="5281","ADVCON","103","0.200","0.200","0.205","-0.005","0.200","0.200","0.260","0.190","1190","","-","430015","50%","-0.002","-3.82","","Active"
="7191","ADVENTA","162","0.185","0.185","0.185","-","0.190","0.185","0.335","0.150","2777","","1","1096045","44%","0.004","0.69","27.23","Active"
="7146","AEM","102","0.045","0.050","0.045","+0.005","0.050","0.045","0.080","0.035","80","","-","153255","33%","0.001","-6.84","","Active"
="0181","AEMULUS","405","0.230","0.230","0.225","+0.005","0.230","0.220","0.320","0.180","23743","","44","1795750","30%","-0.006","-3.26","","Active"
="6599","AEON","101","1.240","1.260","1.240","+0.020","1.260","1.230","1.580","1.220","25810","3.57%","56","1632565","42%","-0.009","9.12","13.82","Active"
="659939","AEON-C39","301","","","0.045","","-","-","0.115","0.045","0","","-","-","0%","","","","Active"
="659940","AEON-C40","301","","","0.020","","-","-","0.030","0.020","0","","-","-","0%","","","","Active"
="659941","AEON-C41","301","0.030","0.030","0.035","-0.005","0.030","0.030","0.105","0.035","7800","","83","670365","33%","-0.004","","","Active"
="659942","AEON-C42","301","","","0.035","","-","-","0.055","0.035","0","","-","-","0%","","","","Active"
="659943","AEON-C43","301","","","0.050","","-","-","0.060","0.040","0","","-","-","0%","","","","Active"
="659944","AEON-C44","301","0.035","0.035","0.040","-0.005","0.040","0.035","0.060","0.040","8000","","38","229300","42%","","","","Active"
="5139","AEONCR","110","5.300","5.260","5.300","-0.040","5.300","5.240","7.030","4.850","2396","5.47%","55","457800","36%","","72.58","7.25","Active"
="5185","AFFIN","110","2.300","2.290","2.300","-0.010","2.310","2.280","3.010","2.210","10661","","36","1038330","36%","-0.006","21.45","11.38","Active"
="518523","AFFIN-C23","310","","","0.015","","-","-","0.150","0.010","0","","-","-","100%","","","","Active"
="518524","AFFIN-C24","310","","","0.020","","-","-","0.040","0.020","0","","-","-","0%","","","","Active"
="518525","AFFIN-C25","310","","","0.085","","-","-","0.105","0.085","0","","-","-","0%","","","","Active"
="518526","AFFIN-C26","310","","","0.080","","-","-","0.080","0.080","0","","-","-","0%","","","","Active"
="5198","AFUJIYA","102","","","0.270","","-","-","0.400","0.240","0","","-","10710","50%","","-7.06","","Active"
="0258","AGMO","405","0.420","0.425","0.420","+0.005","0.425","0.415","0.585","0.325","2567","3.53%","65","689005","39%","-0.006","2.50","15.01","Active"
="0309","AGRICOR","401","0.475","0.470","0.470","-","0.475","0.460","0.575","0.335","27631","","94","225415","44%","-0.002","-0.40","","Active"
="0299","AGX","464","0.465","0.465","0.465","-","0.465","0.440","0.630","0.420","951","1.94%","16","103785","52%","-0.006","2.94","15.98","Active"
="7315","AHB","101","0.030","0.030","0.030","-","0.035","0.030","0.050","0.025","78880","","95","6603330","40%","","-0.80","","Active"
="7315WC","AHB-WC","101","0.010","0.015","0.010","+0.005","0.015","0.010","0.020","0.005","7097","","7","340400","50%","","","","Active"
="7090","AHEALTH","162","2.460","2.460","2.460","-","2.460","2.420","2.690","1.900","65","3.66%","14","57320","47%","0.005","10.70","23.18","Active"
="0122","AIM","402","0.035","0.035","0.030","+0.005","0.035","0.035","0.095","0.015","1","","-","146165","50%","0.001","-1.68","","Active"
="0122WA","AIM-WA","402","","","0.010","","-","-","0.025","0.005","0","","-","298165","50%","","","","Active"
="0209","AIMFLEX","405","0.095","0.095","0.095","-","0.095","0.095","0.185","0.075","21214","","37","2290520","44%","0.001","0.56","16.72","Active"
="7219","AIZO","102","0.070","0.070","0.070","-","0.070","0.065","0.160","0.060","6590","","74","8653120","43%","","-0.39","","Active"
="7219PA","AIZO-PA","102","","","0.020","","-","-","0.065","0.015","0","","-","736125","33%","","","","Active"
="2658","AJI","101","13.440","13.420","13.440","-0.020","13.500","13.400","15.800","12.360","73","18.66%","45","27010","22%","-0.032","81.68","16.43","Active"
="7609","AJIYA","102","1.130","1.200","1.120","+0.080","1.230","1.130","2.590","1.020","9396","","66","439050","6%","-0.319","18.97","13.20","Active"
="5115","ALAM","161","0.175","0.175","0.175","-","0.175","0.175","0.290","0.025","5170","","100","2491345","50%","","2.22","1.71","Active, Alert"
="5115WB","ALAM-WB","161","0.050","0.050","0.050","-","0.050","0.050","0.075","0.040","404","","-","1419400","50%","-0.001","","","Active, Alert"
="5116","ALAQAR","150","1.280","1.280","1.280","-","1.280","1.250","1.420","1.200","338","5.68%","24","100355","56%","0.006","6.94","18.44","Active"
="2674","ALCOM","102","","","0.775","","-","-","0.820","0.620","0","3.87%","-","59920","42%","-0.001","-2.91","","Active"
="058244","ALIBABA-C44","358","0.200","0.185","0.225","-0.040","0.200","0.185","0.320","0.050","500","","40","947055","37%","0.007","","","Active"
="058245","ALIBABA-C45","358","","","0.335","","-","-","0.500","0.030","0","","-","48795","47%","0.029","","","Suspended"
="058246","ALIBABA-C46","358","0.225","0.190","0.250","-0.060","0.225","0.190","0.360","0.045","972","","21","202660","39%","0.013","","","Active"
="058247","ALIBABA-C47","358","0.360","0.335","0.380","-0.045","0.365","0.330","0.515","0.095","1051","","32","116320","48%","0.024","","","Active"
="058248","ALIBABA-C48","358","0.590","0.590","0.655","-0.065","0.590","0.590","1.000","0.200","1","","-","32580","45%","0.052","","","Active"
="058249","ALIBABA-C49","358","0.195","0.195","0.195","-","0.195","0.195","0.215","0.195","50","","100","-","0%","","","","Active"
="05821F","ALIBABA-H1F","358","","","0.020","","-","-","0.080","0.015","0","","-","1009965","50%","","","","Active"
="1163","ALLIANZ","110","17.900","17.960","18.000","-0.040","18.000","17.820","21.060","16.500","350","1.48%","26","113300","36%","-0.086","401.46","4.29","Active"
="1163PA","ALLIANZ-PA","110","18.000","18.000","18.020","-0.020","18.000","17.980","22.600","16.680","127","","32","28310","52%","0.024","","","Active"
="0303","ALPHA","462","0.330","0.330","0.330","-","0.335","0.320","0.355","0.265","56050","2.88%","61","6477080","44%","0.004","1.18","27.39","Active"
="0079","ALRICH","405","0.015","0.020","0.020","-","0.020","0.015","0.035","0.015","238","","42","910265","50%","","0.11","14.23","Active"
="5269","ALSREIT","150","0.470","0.470","0.465","+0.005","0.470","0.470","0.500","0.330","9","1.49%","100","31750","33%","0.005","0.91","51.59","Active"
="1015","AMBANK","110","5.740","5.700","5.780","-0.080","5.790","5.690","5.940","4.930","76887","5.30%","60","6708295","40%","0.028","60.56","9.44","Active"
="101553","AMBANK-C53","310","","","0.025","","-","-","0.065","0.025","0","","-","293005","30%","","","","Active"
="101554","AMBANK-C54","310","","","0.100","","-","-","0.110","0.075","0","","-","-","57%","","","","Active"
="101555","AMBANK-C55","310","0.215","0.215","0.220","-0.005","0.220","0.215","0.250","0.125","2500","","-","104385","48%","0.018","","","Active"
="101556","AMBANK-C56","310","","","0.050","","-","-","0.050","0.050","0","","-","-","0%","","","","Active"
="101557","AMBANK-C57","310","","","0.210","","-","-","0.235","0.190","0","","-","-","0%","","","","Active"
="0744C1","AMD-C1","358","","","0.155","","-","-","0.160","0.040","0","","-","-","70%","","","","Active"
="5293","AME","103","1.550","1.550","1.550","-","1.570","1.540","1.840","1.460","10132","3.87%","39","301050","50%","0.001","14.41","8.10","Active"
="5293WA","AME-WA","103","0.055","0.055","0.060","-0.005","0.055","0.055","0.190","0.035","16","","-","117620","47%","","","","Active"
