Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
"=""03041""",1TECH,1TECH,,,0.200,,-,-,,,0,,-,-,0%,,,,Active
"=""0012""",3A,3A,0.735,0.74,0.735,+0.005,0.740,0.735,0.98,0.705,392,3.78%,52,37015,25%,-0.003,8.89,8.38,Active
"=""0328""",3REN,3REN,0.225,0.225,0.225,-,0.225,0.225,0.49,0.2,5788,2.22%,9,1214235,20%,-0.008,1.54,16.43,Active
"=""5326""",99SMART,99SMART,2.09,2.1,2.090,+0.010,2.120,2.070,2.63,1.85,21937,0.60%,48,5616055,36%,-0.021,5.84,35.98,Active
"=""5326C1""",99SMART-C1,99SMART-C1,,,0.115,,-,-,0.2,0.1,0,,-,327390,23%,-0.017,,,Active
"=""5326C2""",99SMART-C2,99SMART-C2,,,0.020,,-,-,0.025,0.02,0,,-,-,0%,,,,Active
"=""5326C3""",99SMART-C3,99SMART-C3,,,0.100,,-,-,0.1,0.1,0,,-,-,0%,,,,Active
"=""5326CC""",99SMART-CC,99SMART-CC,,,0.180,,-,-,0.45,0.15,0,,-,12915,52%,-0.023,,,Active
"=""5326CD""",99SMART-CD,99SMART-CD,,,0.075,,-,-,0.355,0.075,0,,-,150825,14%,-0.042,,,Active
"=""5326CJ""",99SMART-CJ,99SMART-CJ,,,0.145,,-,-,0.23,0.1,0,,-,24990,36%,-0.008,,,Active
"=""5326CK""",99SMART-CK,99SMART-CK,0.025,0.025,0.025,-,0.025,0.025,0.14,0.025,120,,100,249450,18%,-0.004,,,Active
"=""5326CM""",99SMART-CM,99SMART-CM,0.06,0.07,0.065,+0.005,0.070,0.060,0.24,0.04,13000,,78,907005,25%,-0.008,,,Active
"=""5326CO""",99SMART-CO,99SMART-CO,,,-,,-,-,0.055,0.005,0,,-,142175,50%,-0.002,,,Delisted
"=""5326CP""",99SMART-CP,99SMART-CP,0.005,0.01,0.010,-,0.010,0.005,0.11,0.01,6018,,50,3409315,20%,-0.004,,,Active
"=""5326CQ""",99SMART-CQ,99SMART-CQ,,,0.005,,-,-,0.075,0.005,0,,-,392270,33%,-0.003,,,Active
"=""5326CR""",99SMART-CR,99SMART-CR,,,0.020,,-,-,0.075,0.015,0,,-,545985,50%,-0.004,,,Active
"=""5326CS""",99SMART-CS,99SMART-CS,,,0.015,,-,-,0.115,0.015,0,,-,664005,31%,,,,Active
"=""5326CT""",99SMART-CT,99SMART-CT,,,0.020,,-,-,0.065,0.01,0,,-,224680,50%,-0.004,,,Active
"=""5326CU""",99SMART-CU,99SMART-CU,,,0.005,,-,-,0.09,0.005,0,,-,171855,100%,-0.012,,,Active
"=""5326CV""",99SMART-CV,99SMART-CV,,,0.010,,-,-,0.14,0.01,0,,-,398885,100%,-0.006,,,Active
"=""5326CW""",99SMART-CW,99SMART-CW,0.01,0.01,0.025,-0.015,0.010,0.010,0.135,0.025,4000,,75,-,25%,,,,Active
"=""5326CX""",99SMART-CX,99SMART-CX,0.03,0.03,0.035,-0.005,0.030,0.030,0.065,0.03,31000,,16,2218220,20%,-0.002,,,Active
"=""5326CY""",99SMART-CY,99SMART-CY,0.085,0.085,0.090,-0.005,0.085,0.085,0.155,0.07,300,,-,758720,29%,-0.009,,,Active
"=""5326CZ""",99SMART-CZ,99SMART-CZ,0.095,0.09,0.095,-0.005,0.095,0.065,0.15,0.085,600,,33,177865,28%,-0.007,,,Active
"=""0703CH""",A50CHIN-CH,A50CHIN-CH,,,0.005,,-,-,0.315,0.005,0,,-,854465,38%,-0.017,,,Active
"=""0703CI""",A50CHIN-CI,A50CHIN-CI,0.2,0.2,0.205,-0.005,0.200,0.200,0.35,0.155,270,,56,184740,40%,-0.011,,,Active
"=""0703CJ""",A50CHIN-CJ,A50CHIN-CJ,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""070393""",A50CHIN-H93,A50CHIN-H93,,,0.230,,-,-,0.48,0.23,0,,-,109175,29%,,,,Active
"=""070395""",A50CHIN-H95,A50CHIN-H95,,,0.030,,-,-,0.085,0.03,0,,-,-,0%,,,,Active
