"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="0300","SBH","401","0.200","0.205","0.200","+0.005","0.205","0.200","0.280","0.195","150","2.44%","100","426335","33%","-0.001","0.41","52.72","Active","Real Time"
="03001","CLOUD","705","","","0.050","","-","-","0.050","0.005","0","","-","64125","54%","-0.006","","","Active","Real Time"
="03002","JAGAAPP","705","","","0.050","","-","-","0.050","0.050","0","","-","158620","39%","-0.047","","","Active","Real Time"
="03006","NPS","762","","","0.215","","-","-","","","0","","-","61145","53%","","","","Active","Real Time"
="03008","SLIC","705","","","0.600","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03009","SEERS","701","","","0.100","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0301","ZANTAT","402","0.230","0.235","0.225","+0.010","0.235","0.225","0.385","0.220","289","6.38%","38","32775","50%","-0.005","0.17","147.39","Active","Real Time"
="03011","AMLEX","705","","","0.250","","-","-","0.450","0.200","0","","-","411665","45%","-0.032","","","Active","Real Time"
="03012","BABA","701","","","0.440","","-","-","0.440","0.440","0","","-","-","97%","","","","Active","Real Time"
="03015","MFGROUP","701","","","0.240","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03017","UNIWALL","703","","","0.490","","-","-","","","0","","-","116250","15%","-0.094","","","Active","Real Time"
="03019","MPSOL","701","","","0.020","","-","-","0.080","0.020","0","","-","366500","6%","","","","Active","Real Time"
="03019W","MPSOL-WA","701","","","0.015","","-","-","0.030","0.015","0","","-","-","0%","","","","Active","Real Time"
="0302","TOPMIX","402","0.465","0.465","0.465","-","0.465","0.460","0.530","0.330","3291","1.61%","58","448895","55%","0.009","2.94","15.84","Active","Real Time"
="03021","ETH","701","","","0.180","","-","-","0.180","0.170","0","","-","114780","50%","0.002","","","Active","Real Time"
="03022","MCOM","705","","","0.100","","-","-","0.160","0.100","0","","-","630800","58%","0.014","","","Active","Real Time"
="03023","SMILE","762","","","0.125","","-","-","0.160","0.100","0","","-","136055","36%","-0.006","","","Active","Real Time"
="03023W","SMILE-WA","762","","","0.005","","-","-","0.005","0.005","0","","-","209555","37%","-0.002","","","Active","Real Time"
="03024","CETECH","702","","","0.750","","-","-","0.750","0.750","0","","-","84610","42%","","","","Active","Real Time"
="03025","ENEST","701","","","0.140","","-","-","0.140","0.140","0","","-","236245","100%","-0.001","","","Active","Real Time"
="03027","MMIS","702","","","0.200","","-","-","0.300","0.200","0","","-","89540","23%","-0.031","","","Active","Real Time"
="03028","GOINNO","702","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active","Real Time"
="03029","GPP","702","","","0.280","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0303","ALPHA","462","0.315","0.335","0.315","+0.020","0.340","0.310","0.375","0.265","151104","2.84%","78","2251520","75%","0.004","1.18","27.80","Active","Real Time"
="03030","IDBTECH","705","","","0.130","","-","-","0.130","0.130","0","","-","-","0%","","","","Active","Real Time"
="03031","POLYDM","702","","","0.750","","-","-","0.750","0.750","0","","-","-","100%","","","","Active","Real Time"
="03032","ASTRA","701","","","0.500","","-","-","0.500","0.500","0","","-","-","0%","","","","Active","Real Time"
="03033","SGBHD","702","","","0.300","","-","-","0.600","0.150","0","","-","54295","53%","-0.007","","","Active","Real Time"
="03036","RPLANET","705","","","0.300","","-","-","0.305","0.215","0","","-","9675","58%","0.004","","","Active","Real Time"
="03037","AURORA","701","","","0.220","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03039","RTSTECH","705","","","0.165","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0304","FPHB","401","0.375","0.385","0.370","+0.015","0.385","0.375","0.620","0.350","2448","","73","357480","42%","-0.007","3.06","16.77","Active","Real Time"
="03040","JISHAN","702","","","0.690","","-","-","0.690","0.480","0","","-","64150","67%","0.049","","","Active","Real Time"
="03041","1TECH","705","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active","Real Time"
="03042","BVLH","703","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03043","UTAMA","702","","","0.270","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03045","NP","705","","","0.275","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03046","DYNAFNT","705","","","1.000","","-","-","1.000","0.980","0","","-","47125","63%","0.041","","","Active","Real Time"
="03048","CARZO","701","","","0.395","","-","-","0.400","0.395","0","","-","3835","27%","-0.481","","","Active","Real Time"
="0304WA","FPHB-WA","401","0.115","0.125","0.115","+0.010","0.130","0.115","0.195","0.100","10277","","69","150390","75%","0.001","","","Active","Real Time"
="0305","SINKUNG","464","0.115","0.115","0.115","-","0.115","0.115","0.220","0.105","2000","","83","173640","37%","-0.002","-0.06","","Active","Real Time"
="03050","SUNMOW","703","","","1.100","","-","-","2.030","1.000","0","","-","27750","35%","-0.059","","","Active","Real Time"
="030501","SUNMOW-PA","703","","","0.425","","-","-","0.500","0.425","0","","-","-","0%","","","","Active","Real Time"
="030502","SUNMOW-WA","703","","","0.765","","-","-","1.550","0.200","0","","-","-","0%","","","","Active","Real Time"
="03051","AORB","701","","","3.270","","-","-","3.420","3.270","0","","-","43155","55%","0.546","","","Active","Real Time"
="03052","RGS","702","","","0.160","","-","-","0.160","0.150","0","","-","37725","43%","0.006","","","Active","Real Time"
="03053","CCIB","701","","","0.320","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03054","SNOWFIT","701","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","Real Time"
="03055","DSR","725","","","1.180","","-","-","1.180","1.180","0","","-","22750","63%","0.039","","","Active","Real Time"
="03056","SAFETY","702","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03057","SANCY","705","","","0.350","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03058","DYNAMIC","705","","","0.275","","-","-","0.275","0.275","0","","-","-","0%","","","","Active","Real Time"
="03059","AUTORIS","710","","","0.495","","-","-","0.500","0.200","0","","-","-","0%","","","","Active","Real Time"
="0306","SMART","402","0.185","0.180","0.190","-0.010","0.185","0.180","0.325","0.170","100","","40","178655","46%","-0.005","2.02","10.11","Active","Real Time"
="03060","HPI","702","","","0.320","","-","-","0.320","0.260","0","","-","-","0%","","","","Active","Real Time"
="03061","TPTEC","702","","","0.290","","-","-","0.290","0.130","0","","-","-","100%","","","","Active","Real Time"
="03062","TSIC","702","","","0.100","","-","-","0.110","0.100","0","","-","-","0%","","","","Active","Real Time"
="03063","PING","701","","","0.350","","-","-","0.350","0.240","0","","-","-","0%","","","","Active","Real Time"
="03064","MYAXIS","701","","","0.250","","-","-","0.310","0.180","0","","-","-","36%","","","","Active","Real Time"
="0307","KENERGY","402","0.690","0.690","0.700","-0.010","0.700","0.685","0.965","0.465","10484","1.81%","42","775630","82%","","0.06","19.74","Active","Real Time"
="0308","KTI","420","0.410","0.405","0.410","-0.005","0.410","0.405","0.480","0.225","1128","0.74%","13","941875","58%","","1.29","37.98","Active","Real Time"
="0309","AGRICOR","401","0.475","0.470","0.470","-","0.475","0.470","0.575","0.335","170","","59","149895","22%","-0.004","-0.40","","Active","Real Time"
="0310","UUE","403","0.830","0.835","0.825","+0.010","0.840","0.815","0.930","0.475","23241","","64","1029050","42%","-0.001","4.50","22.11","Active","Real Time"
="0311","GOHUB","405","","","0.895","","-","-","1.440","0.740","0","","-","120235","42%","0.001","1.40","63.93","Active","Real Time"
="0312","OFB","401","0.225","0.225","0.225","-","0.225","0.225","0.475","0.220","105","","-","53155","17%","-0.002","1.04","24.64","Active","Real Time"
="0313","BWYS","402","0.200","0.200","0.205","-0.005","0.205","0.200","0.265","0.145","4209","","8","560185","31%","-0.001","0.84","27.06","Active","Real Time"
="0315","KUCINGKO","463","0.110","0.110","0.115","-0.005","0.110","0.110","0.360","0.100","1351","7.73%","-","1024370","56%","","1.01","10.90","Active","Real Time"
="0316","SCB","401","0.135","0.140","0.140","-","0.140","0.135","0.245","0.130","715","","1","81180","50%","-0.001","0.51","34.32","Active","Real Time"
="0317","EPB","402","0.400","0.440","0.400","+0.040","0.440","0.390","0.620","0.400","2230","","61","109540","23%","-0.018","3.00","16.72","Active","Real Time"
="0318","ELRIDGE","461","0.725","0.715","0.720","-0.005","0.725","0.710","0.725","0.375","26394","","50","2357565","56%","0.008","2.06","34.74","Active","Real Time"
="0319","VTC","405","0.270","0.270","0.270","-","0.275","0.265","0.555","0.210","8830","","35","5297410","38%","0.009","0.30","91.32","Active","Real Time"
="0320","HAWK","461","0.350","0.350","0.350","-","0.350","0.345","0.585","0.265","14607","","10","3144000","21%","-0.035","2.58","13.56","Active","Real Time"
="0321","SDCG","402","0.575","0.575","0.575","-","0.575","0.570","0.590","0.415","93783","","83","10638575","100%","0.012","2.44","56.86","Active","Real Time"
="0322","KHB","402","0.110","0.115","0.115","-","0.115","0.110","0.290","0.095","1350","","11","337590","50%","","0.83","17.48","Active","Real Time"
="0323","CREST","402","0.270","0.275","0.270","+0.005","0.275","0.265","0.400","0.145","29405","","55","2312415","74%","0.012","3.31","19.80","Active","Real Time"
="0325","NE","402","0.815","0.820","0.815","+0.005","0.840","0.810","0.830","0.275","48899","","41","5814520","75%","0.036","1.86","44.15","Active","Real Time"
="0326","SORENTO","401","0.385","0.385","0.385","-","0.385","0.380","0.485","0.360","912","2.60%","1","255270","50%","-0.002","3.67","12.62","Active","Real Time"
="0327","OBHB","401","0.170","0.165","0.175","-0.010","0.170","0.155","0.275","0.135","17467","1.45%","15","521235","78%","0.003","1.40","14.14","Active","Real Time"
="0328","3REN","405","0.410","0.410","0.415","-0.005","0.415","0.405","0.490","0.200","69922","1.22%","38","6988890","67%","0.027","1.54","29.94","Active","Real Time"
="0329","METRO","462","0.230","0.235","0.230","+0.005","0.235","0.225","0.275","0.170","15875","3.06%","72","414620","63%","0.004","0.67","50.49","Active","Real Time"
="0330","SUPREME","401","0.215","0.220","0.220","-","0.220","0.215","0.415","0.180","327","13.27%","-","70690","50%","-0.003","2.78","9.45","Active","Real Time"
="0331","CRPMATE","402","0.175","0.180","0.180","-","0.180","0.175","0.245","0.155","600","2.78%","3","446225","50%","-0.001","1.61","11.19","Active","Real Time"
="0332","TOPVISN","462","0.210","0.210","0.210","-","0.210","0.205","0.400","0.200","1001","4.76%","40","2074230","38%","-0.002","0.28","63.17","Active","Real Time"
="0333","VANZO","401","0.160","0.165","0.160","+0.005","0.165","0.155","0.225","0.135","24314","","84","1029405","43%","-0.001","1.06","15.63","Active","Real Time"
="0335","CARLORINO","401","0.125","0.120","0.125","-0.005","0.125","0.120","0.250","0.115","17383","8.33%","37","1287370","29%","-0.005","1.75","7.49","Active","Real Time"
="0336","WINSTAR","402","0.520","0.535","0.515","+0.020","0.540","0.520","0.745","0.350","18459","","52","1015940","10%","-0.017","2.55","20.95","Active","Real Time"
="0337","SET","402","0.250","0.245","0.250","-0.005","0.250","0.240","0.430","0.175","11840","","54","4481820","43%","-0.008","2.25","14.40","Active","Real Time"
="0338","KOPI","401","1.260","1.330","1.260","+0.070","1.340","1.260","1.290","0.625","98649","","66","8581685","75%","0.073","","","Active","Real Time"
="0339","CBHB","402","0.365","0.380","0.365","+0.015","0.380","0.360","0.380","0.200","152877","","77","7526930","65%","0.014","2.64","17.12","Active","Real Time"
="0340","NORTHERN","461","0.720","0.750","0.720","+0.030","0.755","0.720","0.955","0.460","18313","","71","1096690","50%","0.001","2.88","26.01","Active","Real Time"
="0341","COLFORM","402","","","0.325","","-","-","0.410","0.270","0","","-","92195","41%","","3.64","10.33","Active","Real Time"
="0342","RTECH","401","0.180","0.180","0.180","-","0.180","0.175","0.765","0.150","7958","","41","1298220","56%","-0.002","4.04","6.10","Active","Real Time"
="0343","TECHSTORE","405","0.300","0.315","0.300","+0.015","0.315","0.295","0.320","0.160","42907","","76","5517550","74%","0.020","1.70","24.86","Active","Real Time"
="0345","SUNLOGY","403","0.360","0.355","0.355","-","0.360","0.350","0.465","0.195","15040","","39","5124405","58%","-0.008","","","Active","Real Time"
="0346","SALIRAN","402","0.205","0.205","0.210","-0.005","0.205","0.205","0.275","0.175","4859","","13","424115","60%","","4.38","5.93","Active","Real Time"
="0347","DENGKIL","403","0.240","0.240","0.245","-0.005","0.250","0.240","0.270","0.200","19909","","66","3976875","42%","","1.95","12.33","Active","Real Time"
="0348","CLITE","402","0.260","0.280","0.260","+0.020","0.280","0.260","0.275","0.135","77439","","64","3751235","71%","0.009","","","Active","Real Time"
="0349","SUMI","402","0.135","0.130","0.135","-0.005","0.135","0.130","0.205","0.120","6391","","51","6185320","25%","-0.011","313.00","10.95","Active","Real Time"
="0350","MSB","402","0.150","0.155","0.155","-","0.155","0.150","0.180","0.130","61470","","99","6357545","50%","0.001","1.91","10.35","Active","Real Time"
="0351","LSH","403","1.520","1.540","1.530","+0.010","1.550","1.460","1.550","0.730","28999","","48","2531720","80%","0.137","","","Active","Real Time"
="0352","WTEC","402","0.175","0.175","0.175","-","0.175","0.175","0.265","0.160","406","","94","163890","37%","-0.002","","","Active","Real Time"
="0353","WESTRVR","402","0.260","0.255","0.260","-0.005","0.265","0.255","0.405","0.200","9351","","41","2260845","56%","","4.01","7.96","Active","Real Time"
="0355","FIBRO","402","0.665","0.670","0.665","+0.005","0.670","0.665","0.775","0.410","449","","34","677905","26%","0.001","","","Active","Real Time"
="0356","PEOPLE","401","0.225","0.220","0.220","-","0.225","0.220","0.280","0.215","750","","33","100950","30%","-0.006","","","Active","Real Time"
="0357","OHM","401","0.310","0.305","0.310","-0.005","0.310","0.305","0.330","0.240","5765","342.62%","6","1972165","60%","0.006","1.56","19.56","Active","Real Time"
="0358","ICTZONE","405","0.190","0.190","0.195","-0.005","0.195","0.185","0.210","0.165","38791","","7","3828810","62%","0.002","","","Active","Real Time"
="0359","HKB","403","0.150","0.145","0.150","-0.005","0.155","0.145","0.165","0.140","3173","","64","626385","100%","-0.001","","","Active","Real Time"
="0360","SAG","403","0.820","0.825","0.815","+0.010","0.830","0.810","0.925","0.670","4255","","63","814995","38%","-0.004","","","Active","Real Time"
="0361","PMIBHD","402","0.210","0.210","0.210","-","0.210","0.210","0.255","0.185","1100","","100","73535","37%","-0.002","","","Active","Real Time"
="0362","ASM","402","0.170","0.175","0.175","-","0.175","0.170","0.205","0.155","14890","","94","3550930","45%","","1.30","17.75","Active","Real Time"
="0363","PMCK","462","0.190","0.185","0.190","-0.005","0.190","0.180","0.240","0.175","16821","","60","2090765","36%","-0.006","1.39","18.03","Active","Real Time"
="0365","A1AKK","401","0.215","0.215","0.215","-","0.220","0.215","0.255","0.210","7542","","13","587735","38%","-0.002","0.82","30.02","Active","Real Time"
="0366","ICENTS","402","0.455","0.465","0.455","+0.010","0.470","0.445","0.490","0.275","47219","","49","6252355","52%","0.017","1.57","29.60","Active","Real Time"
="0367","ENPRO","461","0.240","0.245","0.240","+0.005","0.245","0.240","0.305","0.230","7229","","90","2924065","37%","","","","Active","Real Time"
="0368","OXB","402","0.360","0.380","0.360","+0.020","0.380","0.355","0.500","0.335","36283","","78","8457790","31%","-0.005","","","Active","Real Time"
="0369","JSSOLAR","461","0.395","0.395","0.400","-0.005","0.400","0.385","0.420","0.390","145720","","47","-","0%","","","","Active","Real Time"
="0370","XPB","402","0.215","0.225","-","+0.025","0.240","0.200","","","1709702","","60","-","0%","","","","New","Real Time"
="0400GB","DIN045801028","560","","","103.200","","-","-","103.900","101.300","0","","-","153","51%","-0.025","","","Active","Real Time"
="0505CS","HKEX-CS","358","","","0.515","","-","-","0.515","0.295","0","","-","22930","74%","","","","Active","Real Time"
="0505CT","HKEX-CT","358","0.170","0.165","0.210","-0.045","0.170","0.165","0.245","0.130","10","","50","-","53%","","","","Active","Real Time"
="052727","PINGAN-C27","358","0.080","0.085","0.085","-","0.085","0.080","0.180","0.080","20000","","50","367405","40%","0.002","","","Active","Real Time"
="052819","APPLE-C19","358","","","0.110","","-","-","0.110","0.110","0","","-","-","0%","","","","Active","Real Time"
="05461F","TENCENT-H1F","358","","","0.055","","-","-","0.235","0.055","0","","-","-","35%","","","","Active","Real Time"
="05461G","TENCENT-H1G","358","","","0.045","","-","-","0.125","0.045","0","","-","-","0%","","","","Active","Real Time"
="054643","TENCENT-C43","358","","","0.310","","-","-","0.385","0.125","0","","-","23700","50%","0.006","","","Active","Real Time"
="054644","TENCENT-C44","358","","","0.790","","-","-","0.610","0.235","0","","-","85550","63%","0.012","","","Active","Real Time"
="054645","TENCENT-C45","358","0.025","0.025","0.030","-0.005","0.025","0.025","0.215","0.030","2800","","100","465150","46%","-0.008","","","Active","Real Time"
="054646","TENCENT-C46","358","0.230","0.250","0.270","-0.020","0.250","0.230","0.270","0.125","325","","100","452295","83%","0.023","","","Active","Real Time"
="054647","TENCENT-C47","358","0.230","0.230","0.220","+0.010","0.230","0.230","0.220","0.220","1000","","100","-","0%","","","","Active","Real Time"
="05481E","BYD-H1E","358","","","0.060","","-","-","0.285","0.055","0","","-","54445","38%","-0.007","","","Active","Real Time"
="054832","BYD-C32","358","","","0.275","","-","-","0.520","0.015","0","","-","12695","44%","0.039","","","Active","Real Time"
="054834","BYD-C34","358","","","0.020","","-","-","0.235","0.020","0","","-","53210","29%","-0.024","","","Active","Real Time"
="054835","BYD-C35","358","","","0.010","","-","-","0.465","0.010","0","","-","80845","34%","-0.031","","","Active","Real Time"
="054836","BYD-C36","358","0.015","0.015","0.020","-0.005","0.015","0.015","0.385","0.020","3460","","71","1581295","24%","-0.018","","","Active","Real Time"
="054837","BYD-C37","358","","","0.030","","-","-","0.135","0.030","0","","-","423125","26%","-0.023","","","Active","Real Time"
="054838","BYD-C38","358","0.065","0.065","0.070","-0.005","0.065","0.065","0.150","0.070","2430","","84","-","28%","","","","Active","Real Time"
="056014","META-C14","358","","","0.160","","-","-","0.160","0.065","0","","-","-","0%","","","","Active","Real Time"
="0569C7","TESLA-C7","358","0.150","0.150","0.150","-","0.150","0.150","0.150","0.085","2","","-","-","0%","","","","Active","Real Time"
="0573C5","MSFT-C5","358","","","0.160","","-","-","0.210","0.160","0","","-","-","0%","","","","Active","Real Time"
="0574C2","CATHAY-C2","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="05811B","XIAOMI-H1B","358","","","0.005","","-","-","0.340","0.005","0","","-","155370","23%","-0.025","","","Active","Real Time"
="05811C","XIAOMI-H1C","358","","","0.020","","-","-","0.110","0.020","0","","-","-","0%","","","","Active","Real Time"
="05811D","XIAOMI-H1D","358","","","0.090","","-","-","0.105","0.090","0","","-","-","0%","","","","Active","Real Time"
="058133","XIAOMI-C33","358","","","1.180","","-","-","1.360","0.235","0","","-","4790","52%","0.128","","","Active","Real Time"
="058135","XIAOMI-C35","358","","","0.190","","-","-","0.710","0.115","0","","-","167230","53%","-0.027","","","Active","Real Time"
="058136","XIAOMI-C36","358","","","0.110","","-","-","0.275","0.070","0","","-","38855","51%","-0.010","","","Active","Real Time"
="058137","XIAOMI-C37","358","0.145","0.165","0.145","+0.020","0.165","0.145","0.255","0.115","33040","","16","470965","48%","-0.002","","","Active","Real Time"
="058138","XIAOMI-C38","358","0.085","0.095","0.085","+0.010","0.095","0.085","0.110","0.080","27000","","15","-","0%","","","","Active","Real Time"
="058139","XIAOMI-C39","358","0.210","0.210","0.200","+0.010","0.210","0.210","0.235","0.155","500","","100","-","0%","","","","Active","Real Time"
="05821E","ALIBABA-H1E","358","","","0.005","","-","-","0.180","0.005","0","","-","214510","27%","-0.021","","","Active","Real Time"
="05821F","ALIBABA-H1F","358","0.020","0.020","0.030","-0.010","0.020","0.020","0.080","0.025","3000","","-","-","0%","","","","Active","Real Time"
="058241","ALIBABA-C41","358","0.545","0.655","0.555","+0.100","0.655","0.545","0.640","0.085","41","","51","121370","66%","0.083","","","Active","Real Time"
="058243","ALIBABA-C43","358","0.005","0.005","0.010","-0.005","0.005","0.005","0.160","0.005","20000","","80","303070","36%","-0.014","","","Active","Real Time"
="058244","ALIBABA-C44","358","0.195","0.270","0.185","+0.085","0.270","0.195","0.250","0.050","90970","","71","1576435","73%","0.024","","","Active","Real Time"
="058245","ALIBABA-C45","358","0.260","0.385","0.250","+0.135","0.390","0.260","0.300","0.030","1635","","49","270195","80%","0.050","","","Active","Real Time"
="058246","ALIBABA-C46","358","0.200","0.300","0.195","+0.105","0.300","0.200","0.235","0.045","2814","","51","535165","75%","0.037","","","Active","Real Time"
="058247","ALIBABA-C47","358","0.315","0.435","0.320","+0.115","0.435","0.315","0.355","0.095","2632","","50","210680","84%","0.087","","","Active","Real Time"
="058248","ALIBABA-C48","358","0.590","0.680","0.540","+0.140","0.685","0.590","1.000","0.200","505","","74","-","0%","","","","Active","Real Time"
="05831D","MEITUAN-H1D","358","","","0.090","","-","-","0.165","0.070","0","","-","273920","43%","","","","Active","Real Time"
="058332","MEITUAN-C32","358","","","0.005","","-","-","0.280","0.005","0","","-","180920","30%","-0.026","","","Active","Real Time"
="058333","MEITUAN-C33","358","","","0.005","","-","-","0.180","0.005","0","","-","217995","21%","-0.025","","","Active","Real Time"
="058334","MEITUAN-C34","358","","","0.075","","-","-","0.095","0.075","0","","-","-","0%","","","","Active","Real Time"
="058335","MEITUAN-C35","358","","","0.005","","-","-","0.120","0.005","0","","-","262270","24%","-0.010","","","Active","Real Time"
="058336","MEITUAN-C36","358","","","0.035","","-","-","0.095","0.025","0","","-","-","31%","","","","Active","Real Time"
="058337","MEITUAN-C37","358","0.070","0.070","0.075","-0.005","0.075","0.070","0.095","0.055","2230","","100","-","0%","","","","Active","Real Time"
="058719","KUAISHO-C19","358","0.165","0.170","0.165","+0.005","0.170","0.165","0.180","0.160","3500","","57","-","0%","","","","Active","Real Time"
="058720","KUAISHO-C20","358","","","0.125","","-","-","0.155","0.125","0","","-","-","0%","","","","Active","Real Time"
="0587H7","KUAISHO-H7","358","","","0.100","","-","-","0.125","0.100","0","","-","-","0%","","","","Active","Real Time"
="058924","JDCOM-C24","358","","","0.020","","-","-","0.165","0.020","0","","-","145900","39%","-0.013","","","Active","Real Time"
="058925","JDCOM-C25","358","0.205","0.205","0.185","+0.020","0.205","0.205","0.250","0.185","150","","100","-","0%","","","","Active","Real Time"
="059712","NIO-C12","358","","","0.415","","-","-","0.155","0.080","0","","-","-","45%","","","","Active","Real Time"
="060007","FCPO-CW07","358","","","0.250","","-","-","0.275","0.190","0","","-","-","0%","","","","Active","Real Time"
="060008","FCPO-PW08","358","","","0.195","","-","-","0.195","0.185","0","","-","-","0%","","","","Active","Real Time"
="0650A5","FBMKLCI-HA5","358","","","0.345","","-","-","0.675","0.345","0","","-","21030","28%","-0.023","","","Active","Real Time"
="0650B4","FBMKLCI-HB4","358","","","0.005","","-","-","0.505","0.005","0","","-","440995","35%","-0.023","","","Active","Real Time"
="0650B5","FBMKLCI-HB5","358","","","0.005","","-","-","0.080","0.005","0","","-","167130","13%","-0.010","","","Active","Real Time"
="0650B6","FBMKLCI-HB6","358","","","0.005","","-","-","0.095","0.005","0","","-","232535","40%","-0.011","","","Active","Real Time"
="0650B7","FBMKLCI-HB7","358","","","0.010","","-","-","0.060","0.010","0","","-","438355","25%","-0.006","","","Active","Real Time"
="0650B8","FBMKLCI-HB8","358","0.010","0.015","0.010","+0.005","0.015","0.010","0.155","0.010","451","","-","495545","25%","-0.013","","","Active","Real Time"
="0650B9","FBMKLCI-HB9","358","","","0.025","","-","-","0.120","0.025","0","","-","287500","8%","-0.024","","","Active","Real Time"
="0650EA","FBMKLCI-HEA","358","","","0.010","","-","-","0.015","0.010","0","","-","-","0%","","","","Active","Real Time"
="0650EB","FBMKLCI-HEB","358","","","0.020","","-","-","0.140","0.020","0","","-","131090","30%","-0.024","","","Active","Real Time"
="0650EC","FBMKLCI-HEC","358","0.035","0.040","0.030","+0.010","0.040","0.030","0.125","0.030","5201","","74","640335","32%","-0.014","","","Active","Real Time"
="0650ED","FBMKLCI-HED","358","","","0.115","","-","-","0.130","0.085","0","","-","-","41%","","","","Active","Real Time"
="0650EE","FBMKLCI-HEE","358","0.040","0.040","0.030","+0.010","0.040","0.035","0.085","0.030","3486","","44","-","33%","","","","Active","Real Time"
="0650EF","FBMKLCI-HEF","358","0.110","0.110","0.100","+0.010","0.110","0.110","0.140","0.100","4000","","13","-","0%","","","","Active","Real Time"
="0650Q1","FBMKLCI-CQ1","358","0.235","0.235","0.195","+0.040","0.235","0.235","0.210","0.100","590","","15","58120","62%","0.016","","","Active","Real Time"
="0650Q2","FBMKLCI-CQ2","358","","","0.180","","-","-","0.210","0.105","0","","-","182425","63%","0.006","","","Active","Real Time"
="0650Q3","FBMKLCI-CQ3","358","","","0.200","","-","-","0.200","0.075","0","","-","91045","60%","0.019","","","Active","Real Time"
="0650Q4","FBMKLCI-CQ4","358","","","0.165","","-","-","0.185","0.140","0","","-","-","0%","","","","Active","Real Time"
="0650Q5","FBMKLCI-CQ5","358","","","0.105","","-","-","0.105","0.090","0","","-","-","0%","","","","Active","Real Time"
="0650Q6","FBMKLCI-CQ6","358","","","0.175","","-","-","0.175","0.060","0","","-","99715","72%","","","","Active","Real Time"
="0650Q7","FBMKLCI-CQ7","358","0.145","0.145","0.170","-0.025","0.155","0.145","0.195","0.060","1608","","95","168065","66%","","","","Active","Real Time"
="0650Q8","FBMKLCI-CQ8","358","","","0.235","","-","-","0.235","0.230","0","","-","-","0%","","","","Active","Real Time"
="0650Q9","FBMKLCI-CQ9","358","","","0.125","","-","-","0.150","0.120","0","","-","-","0%","","","","Active","Real Time"
="0650QP","FBMKLCI-CQP","358","","","0.005","","-","-","0.200","0.015","0","","-","-","35%","","","","Active","Real Time"
="0650QR","FBMKLCI-CQR","358","","","0.140","","-","-","0.555","0.130","0","","-","152020","31%","-0.026","","","Active","Real Time"
="0650QY","FBMKLCI-CQY","358","0.065","0.035","0.065","-0.030","0.065","0.035","0.065","0.005","6510","","29","669580","75%","0.008","","","Active","Real Time"
="0650QZ","FBMKLCI-CQZ","358","0.295","0.295","0.305","-0.010","0.295","0.295","0.305","0.115","210","","-","84965","57%","0.022","","","Active","Real Time"
="0650RA","FBMKLCI-CRA","358","0.090","0.090","0.105","-0.015","0.090","0.090","0.105","0.065","400","","50","-","0%","","","","Active","Real Time"
="0652E5","HSI-CWE5","358","","","0.725","","-","-","0.725","0.320","0","","-","10470","63%","0.047","","","Active","Real Time"
="0652EF","HSI-CWEF","358","0.305","0.330","0.295","+0.035","0.330","0.305","0.375","0.035","2000","","38","109020","65%","0.032","","","Active","Real Time"
="0652EN","HSI-CWEN","358","","","0.390","","-","-","0.480","0.035","0","","-","39130","60%","0.051","","","Active","Real Time"
="0652F6","HSI-PWF6","358","","","0.005","","-","-","0.150","0.005","0","","-","44645","16%","","","","Active","Real Time"
="0652FG","HSI-PWFG","358","","","0.005","","-","-","0.485","0.005","0","","-","81765","17%","-0.021","","","Active","Real Time"
="0652FL","HSI-PWFL","358","","","0.005","","-","-","0.430","0.005","0","","-","46070","25%","-0.036","","","Active","Real Time"
="0652G1","HSI-CWG1","358","0.375","0.405","0.365","+0.040","0.410","0.375","0.455","0.155","1035","","84","72725","59%","0.038","","","Active","Real Time"
="0652G2","HSI-CWG2","358","","","1.330","","-","-","1.030","0.945","0","","-","-","0%","","","","Active","Real Time"
="0652G3","HSI-CWG3","358","","","0.590","","-","-","0.710","0.475","0","","-","-","0%","","","","Active","Real Time"
="0652G4","HSI-CWG4","358","0.205","0.230","0.190","+0.040","0.240","0.205","0.495","0.185","1356","","36","528585","41%","-0.021","","","Active","Real Time"
="0652G5","HSI-CWG5","358","","","0.015","","-","-","0.155","0.005","0","","-","64490","15%","-0.030","","","Active","Real Time"
