"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="41971E","SIME-C1E","301","0.080","0.085","-","-0.065","0.085","0.080","","","3000","","50","-","0%","","","","New","Real Time"
="419791","SIME-C91","301","0.030","0.030","0.030","-","0.030","0.030","0.085","0.005","21266","","6","3374005","62%","0.003","","","Active","Real Time"
="419792","SIME-C92","301","0.010","0.010","0.010","-","0.010","0.010","0.040","0.005","550","","100","-","0%","","","","Active","Real Time"
="419793","SIME-C93","301","0.070","0.060","0.070","-0.010","0.075","0.060","0.105","0.005","6001","","17","1525825","65%","0.008","","","Active","Real Time"
="419794","SIME-C94","301","0.050","0.050","0.040","+0.010","0.050","0.050","0.045","0.005","10000","","-","384125","78%","0.002","","","Active","Real Time"
="419795","SIME-C95","301","0.110","0.115","0.115","-","0.115","0.110","0.115","0.030","1100","","91","652530","74%","0.016","","","Active","Real Time"
="419796","SIME-C96","301","0.235","0.240","0.215","+0.025","0.240","0.235","0.215","0.025","300","","100","1312845","77%","0.038","","","Active","Real Time"
="419797","SIME-C97","301","0.195","0.185","0.195","-0.010","0.205","0.185","0.195","0.055","13023","","53","1062330","65%","0.028","","","Active","Real Time"
="419798","SIME-C98","301","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="419799","SIME-C99","301","","","0.230","","-","-","0.240","0.105","0","","-","-","0%","","","","Active","Real Time"
="4219","BJLAND","101","0.260","0.260","0.260","-","0.265","0.255","0.375","0.260","5448","","45","538645","100%","-0.003","-2.10","1162.87","Active","Real Time"
="4235","LIONIND","102","0.190","0.190","0.190","-","0.190","0.190","0.260","0.145","2400","","-","414630","44%","-0.002","-13.02","","Active","Real Time"
="4235WA","LIONIND-WA","102","","","0.005","","-","-","0.035","0.005","0","","-","272040","50%","","","","Active","Real Time"
="4243","WTK","102","0.570","0.585","0.570","+0.015","0.590","0.570","0.580","0.380","25989","1.71%","40","1345555","94%","0.036","-9.24","","Active","Real Time"
="4251","IBHD","120","0.250","0.255","0.255","-","0.255","0.245","0.275","0.200","3313","","74","261010","57%","0.003","1.56","16.27","Active","Real Time"
="4286","SEAL","120","0.740","0.740","0.730","+0.010","0.745","0.730","0.865","0.635","594","","98","450975","63%","0.002","1.80","45.24","Active","Real Time"
="4316","SHCHAN","125","0.225","0.225","0.235","-0.010","0.225","0.225","0.340","0.200","200","","-","140800","64%","-0.002","2.95","7.83","Active","Real Time"
="4324","HENGYUAN","161","1.090","1.060","1.090","-0.030","1.090","1.030","3.150","1.090","13569","","39","453085","27%","-0.040","-119.19","","Active","Real Time"
="432461","HENGYUANC61","361","","","0.005","","-","-","0.130","0.005","0","","-","412310","33%","-0.006","","","Active","Real Time"
="4359","TURIYA","105","0.275","0.275","0.275","-","0.275","0.275","0.370","0.210","1000","","20","42040","40%","-0.003","1.44","19.08","Active","Real Time"
="4375","SMI","120","0.255","0.295","0.295","-","0.295","0.255","0.495","0.230","314","","52","10105","49%","-0.007","1.98","","Active","Real Time"
="4383","JTIASA","125","1.140","1.150","1.130","+0.020","1.170","1.130","1.530","0.995","20571","5.65%","52","2432815","28%","-0.022","18.17","6.36","Active","Real Time"
="4383C5","JTIASA-C5","325","","","0.030","","-","-","0.060","0.030","0","","-","-","0%","","","","Active","Real Time"
="4383C6","JTIASA-C6","325","","","0.070","","-","-","0.115","0.070","0","","-","111440","40%","","","","Active","Real Time"
="4383C7","JTIASA-C7","325","0.095","0.095","0.090","+0.005","0.095","0.095","0.160","0.090","1000","","100","258145","20%","-0.016","","","Active","Real Time"
="4383C8","JTIASA-C8","325","","","0.085","","-","-","0.085","0.085","0","","-","-","0%","","","","Active","Real Time"
="4405","TCHONG","101","0.575","0.585","0.575","+0.010","0.595","0.560","0.970","0.280","30824","1.71%","52","4089445","46%","-0.022","-32.86","","Active","Real Time"
="4456","DNEX","105","0.255","0.255","0.255","-","0.260","0.250","0.440","0.220","105166","","18","12935180","57%","-0.001","-1.44","","Active","Real Time"
="445637","DNEX-C37","305","","","0.005","","-","-","0.100","0.005","0","","-","249670","33%","-0.007","","","Active","Real Time"
="445640","DNEX-C40","305","0.025","0.025","0.025","-","0.025","0.025","0.060","0.020","75","","-","167625","33%","-0.005","","","Active","Real Time"
="445641","DNEX-C41","305","","","0.060","","-","-","0.065","0.050","0","","-","-","0%","","","","Active","Real Time"
="445642","DNEX-C42","305","","","0.030","","-","-","0.150","0.030","0","","-","-","0%","","","","Active","Real Time"
="445643","DNEX-C43","305","","","0.025","","-","-","0.025","0.025","0","","-","-","0%","","","","Active","Real Time"
="4456WE","DNEX-WE","105","0.085","0.080","0.085","-0.005","0.085","0.080","0.115","0.060","36890","","15","6518710","86%","0.002","","","Active","Real Time"
="4464","PHB","120","0.005","0.005","0.005","-","0.005","0.005","0.010","0.005","21969","","-","928605","50%","","-0.04","","Active","Real Time"
="4502","MEDIA","163","0.360","0.365","0.365","-","0.365","0.360","0.495","0.355","147","4.11%","2","105165","56%","","1.89","19.57","Active","Real Time"
="4596","SAPRES","120","0.200","0.200","0.220","-0.020","0.200","0.200","0.300","0.165","10","","-","68520","55%","-0.001","-27.22","","Active","Real Time"
="4634","POS","164","0.255","0.255","0.255","-","0.260","0.250","0.345","0.165","10803","","63","3576230","56%","-0.001","-25.89","","Active","Real Time"
="4677","YTL","165","2.730","2.720","2.740","-0.020","2.760","2.700","2.790","1.680","186817","1.84%","52","15652930","72%","0.045","16.99","9.13","Active","Real Time"
="46771F","YTL-C1F","365","0.020","0.025","0.025","-","0.025","0.020","0.075","0.010","2127","","-","6444795","44%","-0.002","","","Active","Real Time"
="46771G","YTL-C1G","365","0.035","0.035","0.035","-","0.035","0.035","0.060","0.015","10000","","50","784300","37%","-0.002","","","Active","Real Time"
="46771H","YTL-C1H","365","","","0.015","","-","-","0.025","0.005","0","","-","-","0%","","","","Active","Real Time"
="46771J","YTL-C1J","365","","","0.045","","-","-","0.055","0.015","0","","-","1323420","42%","0.003","","","Active","Real Time"
="46771L","YTL-C1L","365","0.135","0.125","0.125","-","0.135","0.125","0.140","0.040","952","","42","536300","56%","0.002","","","Active","Real Time"
="46771M","YTL-C1M","365","","","0.150","","-","-","0.160","0.080","0","","-","84405","54%","","","","Active","Real Time"
="46771N","YTL-C1N","365","0.215","0.215","0.220","-0.005","0.215","0.215","0.220","0.030","30","","100","38060","63%","0.013","","","Active","Real Time"
="46771O","YTL-C1O","365","0.485","0.490","0.480","+0.010","0.490","0.485","0.490","0.120","270","","74","92025","61%","0.019","","","Active","Real Time"
="46771P","YTL-C1P","365","0.335","0.335","0.315","+0.020","0.335","0.335","0.315","0.140","70","","100","944955","83%","0.047","","","Active","Real Time"
="46771Q","YTL-C1Q","365","0.150","0.145","0.145","-","0.150","0.145","0.165","0.055","300","","50","1179970","41%","0.001","","","Active","Real Time"
="46771R","YTL-C1R","365","0.155","0.155","0.155","-","0.155","0.155","0.165","0.090","100","","-","1322810","53%","0.002","","","Active","Real Time"
="46771S","YTL-C1S","365","0.170","0.170","0.170","-","0.170","0.170","0.200","0.090","400","","50","257555","48%","0.002","","","Active","Real Time"
="46771T","YTL-C1T","365","0.195","0.190","0.190","-","0.195","0.190","0.205","0.130","1100","","91","53445","50%","0.005","","","Active","Real Time"
="46771U","YTL-C1U","365","0.290","0.280","0.285","-0.005","0.290","0.280","0.300","0.190","1170","","90","635975","65%","0.009","","","Active","Real Time"
="46771V","YTL-C1V","365","0.090","0.090","0.090","-","0.090","0.090","0.095","0.070","1","","100","1732875","50%","0.001","","","Active","Real Time"
="46771W","YTL-C1W","365","","","0.105","","-","-","0.140","0.075","0","","-","169030","46%","-0.002","","","Active","Real Time"
="46771X","YTL-C1X","365","","","0.150","","-","-","0.180","0.145","0","","-","-","0%","","","","Active","Real Time"
="46771Y","YTL-C1Y","365","0.150","0.150","0.150","-","0.150","0.145","0.160","0.110","1157","","85","577060","53%","0.006","","","Active","Real Time"
="46771Z","YTL-C1Z","365","","","0.135","","-","-","0.140","0.115","0","","-","-","0%","","","","Active","Real Time"
="46772A","YTL-C2A","365","","","0.065","","-","-","0.075","0.065","0","","-","-","0%","","","","Active","Real Time"
="46772B","YTL-C2B","365","0.060","0.065","0.065","-","0.065","0.060","0.065","0.050","3","","33","-","0%","","","","Active","Real Time"
="46772C","YTL-C2C","365","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="4677HG","YTL-HG","365","0.025","0.025","0.025","-","0.025","0.025","0.115","0.025","200","","-","334845","33%","-0.007","","","Active","Real Time"
="4677HH","YTL-HH","365","","","0.090","","-","-","0.110","0.075","0","","-","-","0%","","","","Active","Real Time"
="4707","NESTLE","101","96.880","96.600","96.600","-","96.880","95.680","106.000","61.800","702","1.85%","54","117385","52%","2.253","177.24","54.50","Active","Real Time"
="4715","GENM","101","2.190","2.160","2.180","-0.020","2.190","2.150","2.480","1.460","33418","4.63%","38","7141175","81%","0.050","4.43","79.10","Active","Real Time"
="47153E","GENM-C3E","301","0.030","0.035","0.040","-0.005","0.035","0.030","0.155","0.015","1501","","-","1150500","80%","0.001","","","Active","Real Time"
="47153F","GENM-C3F","301","","","0.005","","-","-","0.105","0.005","0","","-","1249015","50%","-0.001","","","Suspended","Real Time"
="47153G","GENM-C3G","301","","","0.035","","-","-","0.035","0.035","0","","-","-","0%","","","","Active","Real Time"
="47153H","GENM-C3H","301","","","0.050","","-","-","0.060","0.030","0","","-","747600","56%","0.002","","","Active","Real Time"
="47153I","GENM-C3I","301","0.215","0.215","0.215","-","0.215","0.215","0.230","0.020","3800","","87","623335","83%","0.029","","","Active","Real Time"
="47153J","GENM-C3J","301","0.090","0.090","0.095","-0.005","0.090","0.090","0.100","0.030","3000","","-","465600","75%","0.006","","","Active","Real Time"
="47153K","GENM-C3K","301","0.235","0.235","0.255","-0.020","0.235","0.235","0.265","0.065","1700","","42","152995","77%","0.022","","","Active","Real Time"
="47153L","GENM-C3L","301","","","0.165","","-","-","0.170","0.070","0","","-","-","79%","","","","Active","Real Time"
="47153M","GENM-C3M","301","","","0.085","","-","-","0.090","0.050","0","","-","1356325","50%","0.009","","","Active","Real Time"
="47153N","GENM-C3N","301","0.095","0.095","0.110","-0.015","0.095","0.095","0.120","0.075","500","","-","112585","67%","","","","Active","Real Time"
="47153O","GENM-C3O","301","","","0.130","","-","-","0.140","0.095","0","","-","-","67%","","","","Active","Real Time"
="47153P","GENM-C3P","301","0.080","0.075","0.085","-0.010","0.080","0.075","0.095","0.030","14765","","34","765685","72%","","","","Active","Real Time"
="47153Q","GENM-C3Q","301","0.115","0.115","0.120","-0.005","0.115","0.115","0.130","0.120","400","","75","-","0%","","","","Active","Real Time"
="4723","JAKS","103","0.110","0.110","0.110","-","0.115","0.110","0.145","0.080","118611","4.55%","47","8186510","67%","0.003","2.25","7.81","Active","Real Time"
="4723WC","JAKS-WC","103","","","0.005","","-","-","0.025","0.005","0","","-","569680","100%","-0.001","","","Active","Real Time"
="4731","SCIENTX","102","3.670","3.700","3.690","+0.010","3.700","3.650","4.680","3.060","14265","3.24%","84","1432290","82%","0.073","34.13","10.19","Active","Real Time"
="4731WC","SCIENTX-WC","102","0.025","0.025","0.025","-","0.030","0.020","0.550","0.005","5376","","53","2926460","40%","-0.001","","","Active","Real Time"
="4758","ANCOMNY","102","0.900","0.910","0.905","+0.005","0.910","0.900","1.100","0.875","13447","0.05%","41","1444200","53%","-0.002","6.09","16.59","Active","Real Time"
="4758CT","ANCOMNY-CT","302","","","0.020","","-","-","0.020","0.015","0","","-","-","0%","","","","Active","Real Time"
="4758CU","ANCOMNY-CU","302","","","0.045","","-","-","0.110","0.045","0","","-","-","0%","","","","Active","Real Time"
="4847","EPICON","103","0.140","0.140","0.150","-0.010","0.140","0.135","0.325","0.120","7313","","80","260430","63%","-0.001","1.58","9.36","Active","Real Time"
="4863","TM","163","7.060","7.050","7.050","-","7.110","7.030","7.730","6.190","33063","4.40%","63","7959990","50%","0.037","52.56","13.27","Active","Real Time"
="48631T","TM-C1T","363","","","0.095","","-","-","0.130","0.055","0","","-","81500","60%","","","","Active","Real Time"
="48631U","TM-C1U","363","","","0.130","","-","-","0.190","0.110","0","","-","53870","52%","-0.002","","","Active","Real Time"
="48631V","TM-C1V","363","","","0.060","","-","-","0.075","0.060","0","","-","-","0%","","","","Active","Real Time"
="48631W","TM-C1W","363","0.055","0.055","0.050","+0.005","0.055","0.055","0.095","0.030","6000","","100","562140","45%","","","","Active","Real Time"
="48631X","TM-C1X","363","0.065","0.065","0.065","-","0.065","0.060","0.085","0.060","10024","","50","-","0%","","","","Active","Real Time"
="48631Y","TM-C1Y","363","0.100","0.095","0.095","-","0.100","0.095","0.130","0.075","1200","","100","260965","44%","","","","Active","Real Time"
="48631Z","TM-C1Z","363","","","0.115","","-","-","0.130","0.105","0","","-","-","0%","","","","Active","Real Time"
="48632A","TM-C2A","363","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","Real Time"
="48632B","TM-C2B","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="48632C","TM-C2C","363","","","0.040","","-","-","0.040","0.040","0","","-","-","0%","","","","Active","Real Time"
="4936","MALPAC","125","","","0.840","","-","-","1.100","0.650","0","","-","2295","66%","0.007","-3.01","","Active","Real Time"
="4995","VERSATL","101","0.800","0.830","0.800","+0.030","0.835","0.800","0.840","0.635","2208","","77","217620","52%","0.014","2.71","17.08","Active","Real Time"
="4995WA","VERSATL-WA","101","","","0.345","","-","-","0.425","0.245","0","","-","57495","62%","0.014","","","Active","Real Time"
="5000","HUMEIND","102","3.500","3.550","3.500","+0.050","3.550","3.490","3.610","2.400","2449","2.82%","94","267305","86%","0.093","30.84","11.54","Active","Real Time"
="5001","MIECO","102","0.640","0.655","0.655","-","0.655","0.640","0.750","0.545","710","","40","71805","33%","-0.001","0.15","426.43","Active","Real Time"
="5005","UNISEM","105","2.720","2.840","2.720","+0.120","2.850","2.710","3.220","1.810","10371","2.82%","72","1492665","52%","0.062","3.76","75.51","Active","Real Time"
="500542","UNISEM-C42","305","","","0.040","","-","-","0.040","0.025","0","","-","-","0%","","","","Active","Real Time"
="500543","UNISEM-C43","305","","","0.265","","-","-","0.265","0.075","0","","-","333145","68%","0.029","","","Active","Real Time"
="500544","UNISEM-C44","305","","","0.230","","-","-","0.255","0.125","0","","-","25895","66%","","","","Active","Real Time"
="500545","UNISEM-C45","305","0.095","0.095","0.095","-","0.095","0.095","0.100","0.055","50","","-","67400","67%","0.012","","","Active","Real Time"
="500546","UNISEM-C46","305","","","0.215","","-","-","0.240","0.125","0","","-","147360","61%","0.018","","","Active","Real Time"
="500547","UNISEM-C47","305","","","0.175","","-","-","0.180","0.145","0","","-","-","0%","","","","Active","Real Time"
="500548","UNISEM-C48","305","","","0.150","","-","-","0.160","0.140","0","","-","-","0%","","","","Active","Real Time"
="500549","UNISEM-C49","305","0.060","0.065","-","-0.085","0.065","0.060","","","1000","","50","-","0%","","","","New","Real Time"
="5006","VARIA","103","0.665","0.665","0.665","-","0.665","0.665","0.920","0.600","1","","-","21700","41%","-0.021","0.47","143.38","Active","Real Time"
="5007","CHINWEL","102","0.745","0.745","0.755","-0.010","0.755","0.740","1.080","0.700","3532","1.41%","1","138475","61%","-0.016","-1.62","","Active","Real Time"
="5008","HARISON","101","1.290","1.290","1.270","+0.020","1.290","1.270","8.700","1.250","725","","5","71645","42%","-0.012","12.58","10.05","Active","Real Time"
="5009","WTHORSE","102","","","0.860","","-","-","0.910","0.660","0","","-","11565","21%","0.004","-5.10","","Active","Real Time"
="5010","TONGHER","102","","","1.480","","-","-","1.960","1.320","0","5.07%","-","11190","60%","-0.025","1.15","29.93","Active","Real Time"
="5011","MSNIAGA","105","1.300","1.300","1.300","-","1.300","1.300","1.650","1.210","54","","-","5220","47%","-0.024","-5.59","","Active","Real Time"
="5012","TAANN","125","4.150","4.150","4.140","+0.010","4.160","4.130","4.670","3.650","13140","8.43%","73","356620","60%","0.053","41.69","7.97","Active","Real Time"
="5012C1","TAANN-C1","325","","","0.075","","-","-","0.130","0.075","0","","-","-","0%","","","","Active","Real Time"
="5015","APM","102","3.140","3.120","3.120","-","3.140","3.080","3.580","2.700","352","8.97%","36","43785","46%","-0.055","43.79","5.42","Active","Real Time"
="5016","WARISAN","101","0.955","0.955","0.960","-0.005","0.955","0.955","1.670","0.930","7","","-","7440","32%","-0.036","-21.27","","Active","Real Time"
="5020","GLOMAC","120","0.310","0.305","0.310","-0.005","0.310","0.305","0.450","0.300","2080","7.38%","26","182970","50%","","2.03","16.04","Active","Real Time"
="5021","AYS","102","0.255","0.260","0.270","-0.010","0.260","0.255","0.355","0.220","536","","67","45655","40%","0.001","-1.08","","Active","Real Time"
="5022","PAOS","101","","","0.310","","-","-","0.355","0.220","0","","-","59365","48%","0.004","-1.89","","Active","Real Time"
="5024","HUPSENG","101","0.985","0.980","0.980","-","0.990","0.975","1.290","0.910","9277","7.14%","40","677385","64%","0.009","7.20","13.61","Active","Real Time"
="5025","AURO","102","0.150","0.150","0.150","-","0.155","0.150","0.185","0.125","46938","","95","3501015","50%","-0.001","-1.26","","Active","Real Time"
="5026","MHC","125","1.150","1.180","1.150","+0.030","1.180","1.150","1.180","0.930","1610","5.08%","90","135175","64%","0.023","14.61","5.65","Active","Real Time"
="5027","KMLOONG","125","2.310","2.320","2.310","+0.010","2.320","2.300","2.700","2.120","553","6.47%","37","75690","57%","-0.003","16.59","11.69","Active","Real Time"
="5028","HTPADU","105","1.780","1.770","1.770","-","1.830","1.770","4.430","1.470","3294","","59","272660","64%","0.014","6.01","39.37","Active","Real Time"
="5029","FAREAST","125","4.150","4.150","4.150","-","4.150","4.150","4.300","3.350","10","4.34%","-","4200","42%","0.072","32.02","12.18","Active","Real Time"
="5031","TIMECOM","163","5.130","5.140","5.130","+0.010","5.150","5.110","5.360","4.510","10885","11.05%","59","1662975","44%","-0.009","20.71","24.65","Active","Real Time"
="5031C6","TIMECOM-C6","363","","","0.110","","-","-","0.135","0.110","0","","-","-","0%","","","","Active","Real Time"
="5031C7","TIMECOM-C7","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5032","BIPORT","164","","","5.620","","-","-","6.500","5.010","0","2.67%","-","12345","67%","0.039","33.37","16.84","Active","Real Time"
="5035","KNUSFOR","102","","","0.460","","-","-","0.785","0.460","0","","-","54495","43%","-0.026","10.56","4.36","Active","Real Time"
="5036","EDARAN","105","1.140","1.210","1.210","-","1.210","1.130","1.940","1.040","187","3.93%","80","39110","50%","0.004","7.03","17.85","Active","Real Time"
="5037","COMPUGT","102","","","0.015","","-","-","0.020","0.010","0","","-","2240755","67%","","-0.18","","Active","Real Time"
="5038","KSL","120","2.960","3.310","2.940","+0.370","3.320","2.950","2.940","1.250","136124","","60","3137330","93%","0.286","46.24","7.70","Active","Real Time"
="5038CN","KSL-CN","320","0.660","0.850","0.660","+0.190","0.850","0.650","0.660","0.090","8617","","55","445600","92%","0.118","","","Active","Real Time"
="5038CO","KSL-CO","320","0.655","0.835","0.655","+0.180","0.835","0.640","0.655","0.110","14675","","65","-","0%","","","","Active","Real Time"
="5038CP","KSL-CP","320","0.490","0.610","0.490","+0.120","0.610","0.455","0.490","0.350","13977","","57","-","0%","","","","Active","Real Time"
="5040","MERIDIAN","120","0.040","0.050","0.040","+0.010","0.050","0.040","0.095","0.010","1914","","95","114245","56%","0.001","-23.64","","Active, Alert","Real Time"
="5041","PBA","165","1.990","2.020","1.990","+0.030","2.020","1.990","2.630","1.810","1134","2.23%","87","180330","52%","-0.003","43.56","4.64","Active","Real Time"
="5042","TSRCAP","103","0.300","0.285","0.290","-0.005","0.300","0.285","0.300","0.200","320","","17","108225","55%","0.012","1.70","16.87","Active","Real Time"
="5048","YB","102","0.100","0.100","0.095","+0.005","0.100","0.100","0.170","0.065","200","","100","695300","47%","-0.001","-22.38","","Active","Real Time"
="5048LA","YB-LA","502","0.010","0.010","0.015","-0.005","0.010","0.010","0.015","0.005","2250","","-","563860","50%","","","","Active","Real Time"
="5048WA","YB-WA","102","","","0.005","","-","-","0.015","0.005","0","","-","115090","50%","-0.001","","","Suspended","Real Time"
="5049","CVIEW","120","2.430","2.450","2.420","+0.030","2.500","2.430","2.660","1.550","765","7.14%","78","15185","88%","0.027","25.55","9.59","Active","Real Time"
="5053","OSK","120","1.320","1.330","1.310","+0.020","1.330","1.310","1.900","1.090","34164","6.02%","45","1576160","56%","0.005","26.02","7.76","Active","Real Time"
="5054","TRC","103","0.345","0.345","0.345","-","0.355","0.340","0.420","0.250","9336","","24","247325","56%","0.002","2.69","12.85","Active","Real Time"
="5056","ENGTEX","102","0.605","0.620","0.605","+0.015","0.620","0.605","0.675","0.430","7708","0.81%","79","873450","59%","0.016","1.38","46.51","Active","Real Time"
="5056WB","ENGTEX-WB","102","0.200","0.210","0.205","+0.005","0.210","0.200","0.275","0.085","36030","","75","660235","73%","0.014","","","Active","Real Time"
="5062","HUAYANG","120","0.215","0.225","0.220","+0.005","0.225","0.215","0.330","0.150","1219","","48","147140","50%","-0.002","1.49","15.65","Active","Real Time"
="5062WA","HUAYANG-WA","120","","","0.075","","-","-","0.130","0.030","0","","-","96135","60%","-0.003","","","Active","Real Time"
="5065","ORNA","102","0.800","0.875","0.795","+0.080","0.880","0.800","1.030","0.680","14","2.29%","100","8865","33%","-0.008","7.52","11.66","Active","Real Time"
="5066","NTPM","101","0.210","0.210","0.210","-","0.210","0.205","0.380","0.205","496","1.90%","9","92770","14%","-0.005","-3.17","","Active","Real Time"
="5068","LUSTER","102","0.045","0.045","0.045","-","0.045","0.045","0.070","0.040","10790","","-","714180","100%","-0.001","0.20","24.24","Active","Real Time"
="5069","BLDPLNT","125","","","10.860","","-","-","12.000","9.900","0","","-","11540","65%","0.010","67.36","15.81","Active","Real Time"
="5070","PRTASCO","103","0.270","0.270","0.270","-","0.275","0.265","0.400","0.190","8770","","51","1435030","81%","0.016","5.42","2.39","Active","Real Time"
="5071","COASTAL","161","1.180","1.200","1.200","-","1.210","1.180","1.690","1.130","4002","4.17%","51","60160","40%","-0.018","30.48","4.06","Active","Real Time"
="5072","HIAPTEK","102","0.280","0.285","0.280","+0.005","0.290","0.280","0.370","0.245","29942","1.75%","78","2551435","43%","","6.10","4.64","Active","Real Time"
="5073","NAIM","120","0.840","0.855","0.845","+0.010","0.865","0.840","1.260","0.655","4017","","57","333835","36%","-0.014","45.58","1.92","Active","Real Time"
="5075","PLENITU","120","1.910","1.960","1.920","+0.040","1.980","1.860","1.940","1.200","8497","","64","200870","87%","0.092","30.50","6.25","Active","Real Time"
="5077","MAYBULK","164","0.330","0.330","0.325","+0.005","0.335","0.325","0.385","0.285","12594","4.85%","54","366130","50%","0.002","0.41","104.91","Active","Real Time"
="5078","M&G","164","0.175","0.175","0.175","-","0.175","0.175","0.370","0.150","4985","","80","878955","75%","","1.98","2.07","Active","Real Time"
="5079","ONEGLOVE","101","0.185","0.185","0.185","-","0.185","0.185","0.255","0.165","2","","-","277230","37%","","-5.79","","Active","Real Time"
="5079WA","ONEGLOVE-WA","101","","","0.060","","-","-","0.100","0.035","0","","-","50345","53%","","","","Active","Real Time"
="5080","POHKONG","101","1.120","1.110","1.110","-","1.120","1.090","1.220","0.930","4549","2.70%","36","444620","79%","0.022","28.49","3.90","Active","Real Time"
="5081","EIG","101","","","0.225","","-","-","0.325","0.210","0","","-","18435","56%","0.001","-3.76","","Active","Real Time"
="5084","IBRACO","120","1.140","1.190","1.160","+0.030","1.190","1.140","1.330","0.850","485","3.36%","80","45340","47%","-0.011","8.84","12.96","Active","Real Time"
="5085","MUDAJYA","103","0.090","0.090","0.090","-","0.090","0.085","0.130","0.075","3395","","97","372670","75%","","3.88","2.52","Active","Real Time"
="5085WB","MUDAJYA-WB","103","","","0.035","","-","-","0.055","0.015","0","","-","80320","47%","-0.002","","","Active","Real Time"
="5087","MYCRON","102","0.255","0.250","0.265","-0.015","0.255","0.250","0.400","0.240","1180","","-","24545","52%","","-0.40","","Active","Real Time"
="5088","APEX","110","0.835","0.910","0.880","+0.030","0.910","0.835","1.040","0.820","651","","67","192990","41%","-0.003","3.61","26.56","Active","Real Time"
="5090","MEDIAC","163","0.095","0.095","0.100","-0.005","0.095","0.095","0.140","0.090","802","4.74%","-","209820","60%","","-2.04","","Active","Real Time"
="5094","CSCSTEL","102","1.150","1.150","1.150","-","1.150","1.140","1.250","1.000","918","","7","143970","72%","0.019","9.25","12.79","Active","Real Time"
="5095","HEVEA","102","0.180","0.185","0.190","-0.005","0.185","0.180","0.305","0.170","1760","","65","262565","20%","-0.006","-0.89","","Active","Real Time"
="5098","MASTEEL","102","0.250","0.250","0.255","-0.005","0.255","0.250","0.335","0.200","10814","","25","1058450","42%","-0.001","2.49","10.99","Active","Real Time"
="5098WB","MASTEEL-WB","102","0.025","0.025","0.030","-0.005","0.025","0.025","0.095","0.010","246","","-","397480","100%","0.001","","","Active","Real Time"
="5099","CAPITALA","101","0.805","0.825","0.805","+0.020","0.830","0.805","1.090","0.640","168333","","62","6528680","33%","-0.004","-11.10","","Active, Alert","Real Time"
="5099LA","CAPITALA-LA","501","0.800","0.800","0.800","-","0.800","0.800","1.080","0.710","343","","-","29655","41%","-0.006","","","Active, Alert","Real Time"
="5099WA","CAPITALA-WA","101","0.185","0.195","0.185","+0.010","0.195","0.185","0.315","0.160","22387","","78","569215","20%","-0.002","","","Active, Alert","Real Time"
="5100","BPPLAS","102","0.710","0.705","0.700","+0.005","0.710","0.700","1.310","0.680","3900","8.51%","77","320205","11%","-0.040","7.67","9.19","Active","Real Time"
="5100WA","BPPLAS-WA","102","0.015","0.015","0.015","-","0.015","0.015","0.105","0.015","3","","-","21530","44%","-0.004","","","Active","Real Time"
="5101","EVERGRN","102","0.190","0.180","0.195","-0.015","0.190","0.180","0.340","0.170","4689","","61","437990","70%","","0.22","80.87","Active","Real Time"
="5102","GCB","101","0.930","0.930","0.930","-","0.935","0.915","4.480","0.885","122815","4.30%","46","6784410","55%","-0.054","36.53","5.94","Active","Real Time"
="510218","GCB-C18","301","","","0.015","","-","-","0.105","0.015","0","","-","-","0%","","","","Suspended","Real Time"
="510219","GCB-C19","301","","","0.070","","-","-","0.105","0.015","0","","-","-","0%","","","","Active","Real Time"
="510220","GCB-C20","301","","","0.050","","-","-","0.090","0.025","0","","-","32505","33%","","","","Active","Real Time"
="510221","GCB-C21","301","","","0.010","","-","-","0.160","0.010","0","","-","920020","100%","-0.015","","","Active","Real Time"
="510222","GCB-C22","301","","","0.015","","-","-","0.045","0.010","0","","-","-","0%","","","","Active","Real Time"
="510223","GCB-C23","301","","","0.010","","-","-","0.085","0.010","0","","-","-","18%","","","","Active","Real Time"
="510224","GCB-C24","301","","","0.020","","-","-","0.100","0.020","0","","-","732300","22%","-0.016","","","Active","Real Time"
="510225","GCB-C25","301","","","0.015","","-","-","0.035","0.005","0","","-","317025","50%","-0.003","","","Active","Real Time"
="510226","GCB-C26","301","","","0.020","","-","-","0.065","0.020","0","","-","-","0%","","","","Active","Real Time"
="510227","GCB-C27","301","","","0.020","","-","-","0.050","0.015","0","","-","353420","22%","","","","Active","Real Time"
="510228","GCB-C28","301","","","0.030","","-","-","0.040","0.015","0","","-","-","47%","","","","Active","Real Time"
="510229","GCB-C29","301","","","0.050","","-","-","0.055","0.035","0","","-","-","0%","","","","Active","Real Time"
="510230","GCB-C30","301","0.025","0.025","0.025","-","0.025","0.025","0.045","0.025","8000","","-","-","0%","","","","Active","Real Time"
