Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status,
,TENAGA-C3G,TENAGA-C3G,,,,,,,,,,,,,,,,,,
5337CM,ECOSHOP-CM,ECOSHOP-CM,,,0.035,,-,-,0.05,0.035,0,,-,2661975,40%,-0.001,,,Active,
,ECOSHOP-CM,ECOSHOP-CM,,,,,,,,,,,,,,,,,,
5983C8,MBMR-C8,MBMR-C8,0.055,0.055,0.05,+0.005,0.055,0.055,0.155,0.035,454,,100,-,0%,,,,Active,
,MBMR-C8,MBMR-C8,,,,,,,,,,,,,,,,,,
601253,MAXIS-C53,MAXIS-C53,,,0.055,,-,-,0.14,0.035,0,,-,78765,43%,-0.008,,,Active,
,MAXIS-C53,MAXIS-C53,,,,,,,,,,,,,,,,,,
663329,LHI-C29,LHI-C29,,,0.035,,-,-,0.085,0.035,0,,-,213700,33%,-0.006,,,Active,
,LHI-C29,LHI-C29,,,,,,,,,,,,,,,,,,
663331,LHI-C31,LHI-C31,,,0.04,,-,-,0.07,0.035,0,,-,103300,40%,-0.003,,,Active,
,LHI-C31,LHI-C31,,,,,,,,,,,,,,,,,,
674283,YTLPOWR-C83,YTLPOWR-C83,,,0.095,,-,-,0.12,0.035,0,,-,568355,45%,-0.002,,,Active,
,YTLPOWR-C83,YTLPOWR-C83,,,,,,,,,,,,,,,,,,
7013,HUBLINE,HUBLINE,0.035,0.04,0.04,-,0.045,0.035,0.085,0.035,204033,,45,396800,50%,,0.07,45.99,Active,
,HUBLINE,HUBLINE,,,,,,,,,,,,,,,,,,
7154,CLASSITA,CLASSITA,0.09,0.085,0.09,-0.005,0.09,0.085,0.105,0.035,34491,,52,11647710,56%,0.003,0.09,103.44,Active,
,CLASSITA,CLASSITA,,,,,,,,,,,,,,,,,,
715528,SKPRES-C28,SKPRES-C28,0.035,0.035,0.035,-,0.035,0.035,0.08,0.035,430,,-,-,0%,,,,Active,
,SKPRES-C28,SKPRES-C28,,,,,,,,,,,,,,,,,,
7146,AEM,AEM,,,0.045,,-,-,0.115,0.035,0,,-,1025415,50%,,-6.84,,Active,
,AEM,AEM,,,,,,,,,,,,,,,,,,
7165,VELOCITY,VELOCITY,0.065,0.065,0.06,+0.005,0.065,0.065,0.105,0.035,500,,100,473245,50%,,1.95,3.35,Active,
,VELOCITY,VELOCITY,,,,,,,,,,,,,,,,,,
7253,HANDAL,HANDAL,,,0.035,,-,-,0.075,0.035,0,,-,1140600,33%,-0.002,0.48,,Active,
,HANDAL,HANDAL,,,,,,,,,,,,,,,,,,
858383,MAHSING-C83,MAHSING-C83,0.04,0.04,0.045,-0.005,0.04,0.04,0.08,0.035,500,,-,158435,42%,-0.006,,,Active,
,MAHSING-C83,MAHSING-C83,,,,,,,,,,,,,,,,,,
866497,SPSETIA-C97,SPSETIA-C97,0.045,0.04,0.045,-0.005,0.045,0.04,0.135,0.035,4750,,25,549655,39%,-0.015,,,Active,
,SPSETIA-C97,SPSETIA-C97,,,,,,,,,,,,,,,,,,
866498,SPSETIA-C98,SPSETIA-C98,0.04,0.04,0.045,-0.005,0.04,0.04,0.095,0.035,3020,,74,126325,20%,-0.014,,,Active,
,SPSETIA-C98,SPSETIA-C98,,,,,,,,,,,,,,,,,,
858379,MAHSING-C79,MAHSING-C79,0.04,0.04,0.04,-,0.04,0.04,0.08,0.035,2000,,-,368920,36%,-0.006,,,Active,
,MAHSING-C79,MAHSING-C79,,,,,,,,,,,,,,,,,,
887769,EKOVEST-C69,EKOVEST-C69,0.11,0.11,0.11,-,0.11,0.085,0.16,0.035,52610,,100,2453750,40%,-0.005,,,Active,
,EKOVEST-C69,EKOVEST-C69,,,,,,,,,,,,,,,,,,
887771,EKOVEST-C71,EKOVEST-C71,,,0.065,,-,-,0.115,0.035,0,,-,3046770,50%,-0.004,,,Active,
,EKOVEST-C71,EKOVEST-C71,,,,,,,,,,,,,,,,,,
887774,EKOVEST-C74,EKOVEST-C74,,,0.05,,-,-,0.085,0.035,0,,-,3002545,47%,,,,Active,
,EKOVEST-C74,EKOVEST-C74,,,,,,,,,,,,,,,,,,
9776,SMCAP,SMCAP,0.065,0.065,0.06,+0.005,0.065,0.065,0.085,0.035,20710,,99,218820,67%,0.001,-3.11,,Active,
,SMCAP,SMCAP,,,,,,,,,,,,,,,,,,
26,NOVAMSC,NOVAMSC,0.045,0.05,0.05,-,0.05,0.045,0.18,0.04,1910,,1,373455,56%,,-0.57,,Active,
,NOVAMSC,NOVAMSC,,,,,,,,,,,,,,,,,,
102,WAJA,WAJA,0.05,0.05,0.055,-0.005,0.055,0.05,0.085,0.04,24694,,1,1141760,100%,,0.08,12.93,"Active, Alert",
,WAJA,WAJA,,,,,,,,,,,,,,,,,,
0060WD,HM-WD,HM-WD,,,0.065,,-,-,0.1,0.04,0,,-,344435,50%,-0.003,,,Active,
,HM-WD,HM-WD,,,,,,,,,,,,,,,,,,
01388T,ZETRIX-C8T,ZETRIX-C8T,,,0.04,,-,-,0.08,0.04,0,,-,-,0%,,,,Active,
,ZETRIX-C8T,ZETRIX-C8T,,,,,,,,,,,,,,,,,,
0215CU,SLVEST-CU,SLVEST-CU,0.095,0.1,0.095,+0.005,0.1,0.09,0.1,0.04,27900,,77,-,77%,,,,Active,
,SLVEST-CU,SLVEST-CU,,,,,,,,,,,,,,,,,,
0222WA,OPTIMAX-WA,OPTIMAX-WA,0.11,0.115,0.115,-,0.115,0.11,0.21,0.04,1820,,62,235025,65%,0.01,,,Active,
,OPTIMAX-WA,OPTIMAX-WA,,,,,,,,,,,,,,,,,,
0270CV,NATGATE-CV,NATGATE-CV,0.05,0.055,0.045,+0.010,0.055,0.05,0.17,0.04,6250,,52,342340,43%,-0.022,,,Active,
,NATGATE-CV,NATGATE-CV,,,,,,,,,,,,,,,,,,
0270CY,NATGATE-CY,NATGATE-CY,0.055,0.055,0.045,+0.010,0.055,0.055,0.07,0.04,5000,,66,-,0%,,,,Active,
,NATGATE-CY,NATGATE-CY,,,,,,,,,,,,,,,,,,
0259CH,SNS-CH,SNS-CH,0.075,0.08,0.075,+0.005,0.085,0.075,0.075,0.04,10462,,37,319650,56%,,,,Active,
,SNS-CH,SNS-CH,,,,,,,,,,,,,,,,,,
0652IW,HSI-CWIW,HSI-CWIW,,,0.045,,-,-,0.085,0.04,0,,-,-,0%,,,,Active,
,HSI-CWIW,HSI-CWIW,,,,,,,,,,,,,,,,,,
0652HW,HSI-PWHW,HSI-PWHW,,,0.045,,-,-,0.205,0.04,0,,-,-,24%,,,,Active,
,HSI-PWHW,HSI-PWHW,,,,,,,,,,,,,,,,,,
0652JL,HSI-PWJL,HSI-PWJL,,,0.04,,-,-,0.315,0.04,0,,-,508835,19%,-0.052,,,Active,
,HSI-PWJL,HSI-PWJL,,,,,,,,,,,,,,,,,,
65731,HSTECH-H31,HSTECH-H31,,,0.04,,-,-,0.115,0.04,0,,-,-,0%,,,,Active,
,HSTECH-H31,HSTECH-H31,,,,,,,,,,,,,,,,,,
0744C1,AMD-C1,AMD-C1,,,0.04,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,
,AMD-C1,AMD-C1,,,,,,,,,,,,,,,,,,
117183,MBSB-C83,MBSB-C83,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,
,MBSB-C83,MBSB-C83,,,,,,,,,,,,,,,,,,
117185,MBSB-C85,MBSB-C85,,,0.045,,-,-,0.045,0.04,0,,-,-,0%,,,,Active,
,MBSB-C85,MBSB-C85,,,,,,,,,,,,,,,,,,
117187,MBSB-C87,MBSB-C87,,,0.05,,-,-,0.05,0.04,0,,-,-,0%,,,,Active,
,MBSB-C87,MBSB-C87,,,,,,,,,,,,,,,,,,
12951V,PBBANK-C1V,PBBANK-C1V,0.04,0.045,0.045,-,0.045,0.04,0.075,0.04,8000,,50,629315,20%,-0.002,,,Active,
,PBBANK-C1V,PBBANK-C1V,,,,,,,,,,,,,,,,,,
181895,BURSA-C95,BURSA-C95,,,0.05,,-,-,0.125,0.04,0,,-,128345,47%,-0.006,,,Active,
,BURSA-C95,BURSA-C95,,,,,,,,,,,,,,,,,,
285267,CMSB-C67,CMSB-C67,0.06,0.06,0.075,-0.015,0.06,0.06,0.09,0.04,50000,,100,894395,43%,,,,Active,
,CMSB-C67,CMSB-C67,,,,,,,,,,,,,,,,,,
285268,CMSB-C68,CMSB-C68,,,0.055,,-,-,0.065,0.04,0,,-,-,0%,,,,Active,
,CMSB-C68,CMSB-C68,,,,,,,,,,,,,,,,,,
285270,CMSB-C70,CMSB-C70,0.07,0.065,0.07,-0.005,0.07,0.065,0.11,0.04,3363,,60,-,0%,,,,Active,
,CMSB-C70,CMSB-C70,,,,,,,,,,,,,,,,,,
33361G,IJM-C1G,IJM-C1G,0.045,0.045,0.045,-,0.045,0.045,0.09,0.04,10500,,5,1709810,41%,-0.003,,,Active,
,IJM-C1G,IJM-C1G,,,,,,,,,,,,,,,,,,
46771L,YTL-C1L,YTL-C1L,0.125,0.125,0.125,-,0.13,0.125,0.14,0.04,3081,,32,603960,47%,0.001,,,Active,
,YTL-C1L,YTL-C1L,,,,,,,,,,,,,,,,,,
48632C,TM-C2C,TM-C2C,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,
,TM-C2C,TM-C2C,,,,,,,,,,,,,,,,,,
5068,LUSTER,LUSTER,0.045,0.045,0.045,-,0.045,0.045,0.07,0.04,2461,,14,682840,100%,-0.001,0.2,24.24,Active,
,LUSTER,LUSTER,,,,,,,,,,,,,,,,,,
5115WB,ALAM-WB,ALAM-WB,0.06,0.065,0.06,+0.005,0.065,0.06,0.075,0.04,43151,,95,-,0%,,,,"Active, Alert",
,ALAM-WB,ALAM-WB,,,,,,,,,,,,,,,,,,
5151CO,HEXTAR-CO,HEXTAR-CO,,,0.045,,-,-,0.05,0.04,0,,-,-,0%,,,,Active,
,HEXTAR-CO,HEXTAR-CO,,,,,,,,,,,,,,,,,,
51481U,UEMS-C1U,UEMS-C1U,0.045,0.045,0.05,-0.005,0.045,0.045,0.075,0.04,500,,-,-,0%,,,,Active,
,UEMS-C1U,UEMS-C1U,,,,,,,,,,,,,,,,,,
51831L,PCHEM-C1L,PCHEM-C1L,,,0.28,,-,-,0.28,0.04,0,,-,975430,80%,0.017,,,Active,
,PCHEM-C1L,PCHEM-C1L,,,,,,,,,,,,,,,,,,
5187,HBGLOB,HBGLOB,0.04,0.045,0.045,-,0.05,0.04,0.125,0.04,311,,1,332565,33%,,-0.28,,Active,
,HBGLOB,HBGLOB,,,,,,,,,,,,,,,,,,
519977,HIBISCS-C77,HIBISCS-C77,,,0.04,,-,-,0.115,0.04,0,,-,-,0%,,,,Active,
,HIBISCS-C77,HIBISCS-C77,,,,,,,,,,,,,,,,,,
5236CQ,MATRIX-CQ,MATRIX-CQ,,,0.05,,-,-,0.07,0.04,0,,-,131985,40%,-0.002,,,Active,
,MATRIX-CQ,MATRIX-CQ,,,,,,,,,,,,,,,,,,
526341,SUNCON-C41,SUNCON-C41,,,0.075,,-,-,0.09,0.04,0,,-,407215,71%,0.006,,,Active,
,SUNCON-C41,SUNCON-C41,,,,,,,,,,,,,,,,,,
5284CW,LCTITAN-CW,LCTITAN-CW,0.07,0.075,0.07,+0.005,0.075,0.065,0.22,0.04,20435,,36,2837425,23%,-0.007,,,Active,
,LCTITAN-CW,LCTITAN-CW,,,,,,,,,,,,,,,,,,
5284CY,LCTITAN-CY,LCTITAN-CY,,,0.045,,-,-,0.045,0.04,0,,-,-,0%,,,,Active,
,LCTITAN-CY,LCTITAN-CY,,,,,,,,,,,,,,,,,,
526463,MALAKOFC63,MALAKOFC63,,,0.055,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,
,MALAKOFC63,MALAKOFC63,,,,,,,,,,,,,,,,,,
5302CN,ATECH-CN,ATECH-CN,0.045,0.065,0.04,+0.025,0.065,0.045,0.055,0.04,16000,,97,-,0%,,,,Active,
,ATECH-CN,ATECH-CN,,,,,,,,,,,,,,,,,,
530123,CTOS-C23,CTOS-C23,,,0.04,,-,-,0.045,0.04,0,,-,-,0%,,,,Active,
,CTOS-C23,CTOS-C23,,,,,,,,,,,,,,,,,,
529212,UWC-C12,UWC-C12,0.21,0.215,0.18,+0.035,0.22,0.2,0.18,0.04,2922,,74,130865,85%,0.053,,,Active,
,UWC-C12,UWC-C12,,,,,,,,,,,,,,,,,,
5309CQ,ITMAX-CQ,ITMAX-CQ,,,0.14,,-,-,0.18,0.04,0,,-,123500,50%,0.009,,,Active,
,ITMAX-CQ,ITMAX-CQ,,,,,,,,,,,,,,,,,,
530618,FFB-C18,FFB-C18,,,0.11,,-,-,0.11,0.04,0,,-,-,71%,,,,Active,
,FFB-C18,FFB-C18,,,,,,,,,,,,,,,,,,
530620,FFB-C20,FFB-C20,,,0.105,,-,-,0.11,0.04,0,,-,-,80%,,,,Active,
,FFB-C20,FFB-C20,,,,,,,,,,,,,,,,,,
587825,KPJ-C25,KPJ-C25,,,0.04,,-,-,0.07,0.04,0,,-,-,0%,,,,Active,
,KPJ-C25,KPJ-C25,,,,,,,,,,,,,,,,,,
659941,AEON-C41,AEON-C41,0.035,0.04,0.04,-,0.04,0.035,0.105,0.04,4140,,54,207925,35%,,,,Active,
,AEON-C41,AEON-C41,,,,,,,,,,,,,,,,,,
601256,MAXIS-C56,MAXIS-C56,,,0.04,,-,-,0.075,0.04,0,,-,-,0%,,,,Active,
,MAXIS-C56,MAXIS-C56,,,,,,,,,,,,,,,,,,
663326,LHI-C26,LHI-C26,,,0.05,,-,-,0.085,0.04,0,,-,-,43%,,,,Active,
,LHI-C26,LHI-C26,,,,,,,,,,,,,,,,,,
7017,KOMARK,KOMARK,,,0.045,,-,-,0.125,0.04,0,,-,81340,50%,-0.001,-10.54,,Active,
,KOMARK,KOMARK,,,,,,,,,,,,,,,,,,
694763,CDB-C63,CDB-C63,,,0.055,,-,-,0.11,0.04,0,,-,370200,40%,-0.014,,,Active,
,CDB-C63,CDB-C63,,,,,,,,,,,,,,,,,,
7096,JOE,JOE,,,0.045,,-,-,0.17,0.04,0,,-,497680,54%,,-3.24,,Active,
,JOE,JOE,,,,,,,,,,,,,,,,,,
716051,PENTA-C51,PENTA-C51,,,0.11,,-,-,0.14,0.04,0,,-,59105,62%,,,,Active,
,PENTA-C51,PENTA-C51,,,,,,,,,,,,,,,,,,
7211WA,TAFI-WA,TAFI-WA,,,0.04,,-,-,0.105,0.04,0,,-,28710,50%,-0.003,,,Active,
,TAFI-WA,TAFI-WA,,,,,,,,,,,,,,,,,,
820639,ECOWLD-C39,ECOWLD-C39,,,0.065,,-,-,0.08,0.04,0,,-,213480,50%,0.001,,,Active,
,ECOWLD-C39,ECOWLD-C39,,,,,,,,,,,,,,,,,,
8664HE,SPSETIA-HE,SPSETIA-HE,0.055,0.055,0.065,-0.01,0.055,0.055,0.08,0.04,50,,100,164445,55%,0.009,,,Active,
,SPSETIA-HE,SPSETIA-HE,,,,,,,,,,,,,,,,,,
858382,MAHSING-C82,MAHSING-C82,0.04,0.04,0.04,-,0.04,0.04,0.095,0.04,500,,-,102700,15%,-0.009,,,Active,
,MAHSING-C82,MAHSING-C82,,,,,,,,,,,,,,,,,,
9954WC,RGTBHD-WC,RGTBHD-WC,0.065,0.065,0.065,-,0.065,0.065,0.23,0.04,84,,83,184225,33%,-0.003,,,Active,
,RGTBHD-WC,RGTBHD-WC,,,,,,,,,,,,,,,,,,
967938,WCT-C38,WCT-C38,,,0.11,,-,-,0.12,0.04,0,,-,357410,59%,0.008,,,Active,
,WCT-C38,WCT-C38,,,,,,,,,,,,,,,,,,
0039WD,GFM-WD,GFM-WD,0.05,0.055,0.05,+0.005,0.06,0.05,0.14,0.045,28336,,64,186380,100%,-0.001,,,Active,
,GFM-WD,GFM-WD,,,,,,,,,,,,,,,,,,
0120WC,VIS-WC,VIS-WC,0.07,0.075,0.065,+0.010,0.075,0.07,0.145,0.045,1023,,80,112905,64%,0.001,,,Active,
,VIS-WC,VIS-WC,,,,,,,,,,,,,,,,,,
01388Z,ZETRIX-C8Z,ZETRIX-C8Z,,,0.045,,-,-,0.115,0.045,0,,-,-,0%,,,,Active,
,ZETRIX-C8Z,ZETRIX-C8Z,,,,,,,,,,,,,,,,,,
01388O,ZETRIX-C8O,ZETRIX-C8O,,,0.045,,-,-,0.12,0.045,0,,-,-,0%,,,,Active,
,ZETRIX-C8O,ZETRIX-C8O,,,,,,,,,,,,,,,,,,
01388V,ZETRIX-C8V,ZETRIX-C8V,,,0.055,,-,-,0.06,0.045,0,,-,-,0%,,,,Active,
,ZETRIX-C8V,ZETRIX-C8V,,,,,,,,,,,,,,,,,,
01663K,INARI-C3K,INARI-C3K,0.08,0.085,0.075,+0.010,0.085,0.08,0.16,0.045,366,,100,710525,61%,,,,Active,
,INARI-C3K,INARI-C3K,,,,,,,,,,,,,,,,,,
01663M,INARI-C3M,INARI-C3M,0.085,0.085,0.08,+0.005,0.085,0.085,0.155,0.045,410,,100,1065115,55%,-0.004,,,Active,
,INARI-C3M,INARI-C3M,,,,,,,,,,,,,,,,,,
01663O,INARI-C3O,INARI-C3O,0.07,0.08,0.07,+0.010,0.08,0.065,0.135,0.045,5300,,54,1295995,67%,,,,Active,
,INARI-C3O,INARI-C3O,,,,,,,,,,,,,,,,,,
0192WA,INTA-WA,INTA-WA,0.06,0.065,0.065,-,0.065,0.06,0.195,0.045,1298,,1,666405,25%,-0.011,,,Active,
,INTA-WA,INTA-WA,,,,,,,,,,,,,,,,,,
01663T,INARI-C3T,INARI-C3T,,,0.075,,-,-,0.1,0.045,0,,-,-,0%,,,,Active,
,INARI-C3T,INARI-C3T,,,,,,,,,,,,,,,,,,
0225CB,SCGBHD-CB,SCGBHD-CB,,,0.405,,-,-,0.405,0.045,0,,-,242120,87%,0.047,,,Active,
,SCGBHD-CB,SCGBHD-CB,,,,,,,,,,,,,,,,,,
0270CX,NATGATE-CX,NATGATE-CX,,,0.05,,-,-,0.075,0.045,0,,-,-,0%,,,,Active,
,NATGATE-CX,NATGATE-CX,,,,,,,,,,,,,,,,,,
0259CI,SNS-CI,SNS-CI,0.075,0.075,0.07,+0.005,0.075,0.075,0.07,0.045,3000,,100,-,0%,,,,Active,
,SNS-CI,SNS-CI,,,,,,,,,,,,,,,,,,
05461G,TENCENT-H1G,TENCENT-H1G,,,0.045,,-,-,0.125,0.045,0,,-,-,0%,,,,Active,
,TENCENT-H1G,TENCENT-H1G,,,,,,,,,,,,,,,,,,
58246,ALIBABA-C46,ALIBABA-C46,0.205,0.21,0.2,+0.010,0.22,0.205,0.235,0.045,1102,,73,592165,77%,0.032,,,Active,
,ALIBABA-C46,ALIBABA-C46,,,,,,,,,,,,,,,,,,
65733,HSTECH-H33,HSTECH-H33,,,0.055,,-,-,0.22,0.045,0,,-,-,24%,,,,Active,
,HSTECH-H33,HSTECH-H33,,,,,,,,,,,,,,,,,,
10232A,CIMB-C2A,CIMB-C2A,,,0.065,,-,-,0.115,0.045,0,,-,1153870,63%,-0.001,,,Active,
,CIMB-C2A,CIMB-C2A,,,,,,,,,,,,,,,,,,
10232B,CIMB-C2B,CIMB-C2B,0.07,0.07,0.075,-0.005,0.07,0.07,0.09,0.045,500,,-,213830,62%,0.007,,,Active,
,CIMB-C2B,CIMB-C2B,,,,,,,,,,,,,,,,,,
18181B,BURSA-C1B,BURSA-C1B,0.075,0.075,0.085,-0.01,0.075,0.075,0.095,0.045,1000,,-,-,0%,,,,Active,
,BURSA-C1B,BURSA-C1B,,,,,,,,,,,,,,,,,,
16193P,DRBHCOMC3P,DRBHCOMC3P,0.165,0.185,0.175,+0.010,0.19,0.16,0.19,0.045,6090,,41,885270,71%,0.021,,,Active,
,DRBHCOMC3P,DRBHCOMC3P,,,,,,,,,,,,,,,,,,
12951U,PBBANK-C1U,PBBANK-C1U,0.045,0.045,0.045,-,0.045,0.045,0.095,0.045,40000,,25,822550,33%,-0.007,,,Active,
,PBBANK-C1U,PBBANK-C1U,,,,,,,,,,,,,,,,,,
12952A,PBBANK-C2A,PBBANK-C2A,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,
,PBBANK-C2A,PBBANK-C2A,,,,,,,,,,,,,,,,,,
1538WC,SYMLIFE-WC,SYMLIFE-WC,,,0.05,,-,-,0.085,0.045,0,,-,89460,50%,-0.003,,,Active,
,SYMLIFE-WC,SYMLIFE-WC,,,,,,,,,,,,,,,,,,
196167,IOICORP-C67,IOICORP-C67,0.06,0.065,0.065,-,0.07,0.06,0.08,0.045,202,,50,356180,54%,0.003,,,Active,
,IOICORP-C67,IOICORP-C67,,,,,,,,,,,,,,,,,,
285265,CMSB-C65,CMSB-C65,0.07,0.07,0.07,-,0.07,0.07,0.19,0.045,2220,,55,1063400,53%,-0.005,,,Active,
,CMSB-C65,CMSB-C65,,,,,,,,,,,,,,,,,,
3662CK,MFLOUR-CK,MFLOUR-CK,0.055,0.055,0.055,-,0.055,0.055,0.06,0.045,200,,-,-,0%,,,,Active,
,MFLOUR-CK,MFLOUR-CK,,,,,,,,,,,,,,,,,,
3247WA,GUH-WA,GUH-WA,0.05,0.06,0.06,-,0.06,0.05,0.105,0.045,2146,,52,111195,50%,-0.001,,,Active,
,GUH-WA,GUH-WA,,,,,,,,,,,,,,,,,,
416240,BAT-C40,BAT-C40,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,
,BAT-C40,BAT-C40,,,,,,,,,,,,,,,,,,
381656,MISC-C56,MISC-C56,,,0.05,,-,-,0.08,0.045,0,,-,-,0%,,,,Active,
,MISC-C56,MISC-C56,,,,,,,,,,,,,,,,,,
4758CU,ANCOMNY-CU,ANCOMNY-CU,,,0.045,,-,-,0.11,0.045,0,,-,-,0%,,,,Active,
,ANCOMNY-CU,ANCOMNY-CU,,,,,,,,,,,,,,,,,,
514153,DAYANG-C53,DAYANG-C53,,,0.045,,-,-,0.105,0.045,0,,-,-,0%,,,,Active,
,DAYANG-C53,DAYANG-C53,,,,,,,,,,,,,,,,,,
514156,DAYANG-C56,DAYANG-C56,0.04,0.04,0.045,-0.005,0.04,0.04,0.045,0.045,8000,,-,-,0%,,,,Active,
,DAYANG-C56,DAYANG-C56,,,,,,,,,,,,,,,,,,
51481Q,UEMS-C1Q,UEMS-C1Q,,,0.045,,-,-,0.085,0.045,0,,-,-,25%,,,,Active,
,UEMS-C1Q,UEMS-C1Q,,,,,,,,,,,,,,,,,,
51831O,PCHEM-C1O,PCHEM-C1O,,,0.13,,-,-,0.2,0.045,0,,-,40950,63%,,,,Active,
,PCHEM-C1O,PCHEM-C1O,,,,,,,,,,,,,,,,,,
519978,HIBISCS-C78,HIBISCS-C78,0.065,0.065,0.07,-0.005,0.065,0.065,0.17,0.045,100,,-,479220,71%,,,,Active,
,HIBISCS-C78,HIBISCS-C78,,,,,,,,,,,,,,,,,,
519983,HIBISCS-C83,HIBISCS-C83,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,
,HIBISCS-C83,HIBISCS-C83,,,,,,,,,,,,,,,,,,
5184CN,CYPARK-CN,CYPARK-CN,,,0.045,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,
,CYPARK-CN,CYPARK-CN,,,,,,,,,,,,,,,,,,
521669,NEXG-C69,NEXG-C69,,,0.13,,-,-,0.3,0.045,0,,-,545835,38%,0.006,,,Active,
,NEXG-C69,NEXG-C69,,,,,,,,,,,,,,,,,,
523828,AAX-C28,AAX-C28,,,0.045,,-,-,0.17,0.045,0,,-,319375,33%,-0.01,,,Active,
,AAX-C28,AAX-C28,,,,,,,,,,,,,,,,,,
522555,IHH-C55,IHH-C55,,,0.09,,-,-,0.09,0.045,0,,-,-,0%,,,,Active,
,IHH-C55,IHH-C55,,,,,,,,,,,,,,,,,,
5284CU,LCTITAN-CU,LCTITAN-CU,0.105,0.105,0.105,-,0.105,0.105,0.205,0.045,400,,100,443550,56%,-0.003,,,Active,
,LCTITAN-CU,LCTITAN-CU,,,,,,,,,,,,,,,,,,
528630,MI-C30,MI-C30,,,0.1,,-,-,0.105,0.045,0,,-,79805,71%,,,,Active,
,MI-C30,MI-C30,,,,,,,,,,,,,,,,,,
526468,MALAKOFC68,MALAKOFC68,,,0.065,,-,-,0.065,0.045,0,,-,-,0%,,,,Active,
,MALAKOFC68,MALAKOFC68,,,,,,,,,,,,,,,,,,
529648,MRDIY-C48,MRDIY-C48,,,0.045,,-,-,0.085,0.045,0,,-,-,0%,,,,Active,
,MRDIY-C48,MRDIY-C48,,,,,,,,,,,,,,,,,,
5308CE,SENFONG-CE,SENFONG-CE,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,
,SENFONG-CE,SENFONG-CE,,,,,,,,,,,,,,,,,,
530614,FFB-C14,FFB-C14,0.15,0.15,0.145,+0.005,0.15,0.15,0.145,0.045,300,,-,124235,85%,0.015,,,Active,
,FFB-C14,FFB-C14,,,,,,,,,,,,,,,,,,
5330CB,TMK-CB,TMK-CB,0.095,0.095,0.08,+0.015,0.095,0.095,0.145,0.045,500,,20,199205,63%,,,,Active,
,TMK-CB,TMK-CB,,,,,,,,,,,,,,,,,,
5337CL,ECOSHOP-CL,ECOSHOP-CL,,,0.055,,-,-,0.065,0.045,0,,-,-,0%,,,,Active,
,ECOSHOP-CL,ECOSHOP-CL,,,,,,,,,,,,,,,,,,
659939,AEON-C39,AEON-C39,,,0.045,,-,-,0.115,0.045,0,,-,-,0%,,,,Active,
,AEON-C39,AEON-C39,,,,,,,,,,,,,,,,,,
659943,AEON-C43,AEON-C43,0.045,0.045,0.045,-,0.045,0.045,0.06,0.045,2000,,100,-,0%,,,,Active,
,AEON-C43,AEON-C43,,,,,,,,,,,,,,,,,,
659944,AEON-C44,AEON-C44,0.045,0.045,0.045,-,0.045,0.045,0.06,0.045,2150,,53,-,0%,,,,Active,
,AEON-C44,AEON-C44,,,,,,,,,,,,,,,,,,
6033C8,PETGAS-C8,PETGAS-C8,,,0.045,,-,-,0.045,0.045,0,,-,-,0%,,,,Active,
,PETGAS-C8,PETGAS-C8,,,,,,,,,,,,,,,,,,
674297,YTLPOWR-C97,YTLPOWR-C97,,,0.065,,-,-,0.1,0.045,0,,-,-,41%,,,,Active,
,YTLPOWR-C97,YTLPOWR-C97,,,,,,,,,,,,,,,,,,
67421C,YTLPOWR-C1C,YTLPOWR-C1C,,,0.045,,-,-,0.045,0.045,0,,-,-,0%,,,,Active,
,YTLPOWR-C1C,YTLPOWR-C1C,,,,,,,,,,,,,,,,,,
694768,CDB-C68,CDB-C68,,,0.05,,-,-,0.085,0.045,0,,-,-,31%,,,,Active,
,CDB-C68,CDB-C68,,,,,,,,,,,,,,,,,,
71065C,SUPERMX-C5C,SUPERMX-C5C,,,0.045,,-,-,0.095,0.045,0,,-,-,0%,,,,Active,
,SUPERMX-C5C,SUPERMX-C5C,,,,,,,,,,,,,,,,,,
7103CA,SPRITZER-CA,SPRITZER-CA,,,0.13,,-,-,0.135,0.045,0,,-,99595,80%,0.012,,,Active,
,SPRITZER-CA,SPRITZER-CA,,,,,,,,,,,,,,,,,,
715383,KOSSAN-C83,KOSSAN-C83,,,0.045,,-,-,0.05,0.045,0,,-,-,0%,,,,Active,
,KOSSAN-C83,KOSSAN-C83,,,,,,,,,,,,,,,,,,
7208,EURO,EURO,0.045,0.045,0.05,-0.005,0.045,0.045,0.07,0.045,14636,,1,221360,50%,,-0.52,,Active,
,EURO,EURO,,,,,,,,,,,,,,,,,,
7986,CNASIA,CNASIA,0.055,0.06,0.055,+0.005,0.065,0.055,0.09,0.045,972,,44,132605,36%,-0.002,-4.16,,Active,
