Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status,
,HSTECH-H35,HSTECH-H35,,,,,,,,,,,,,,,,,,
0742C2,POPMART-C2,POPMART-C2,,,0.28,,-,-,0.415,0.28,0,,-,-,0%,,,,Active,
,POPMART-C2,POPMART-C2,,,,,,,,,,,,,,,,,,
3395LE,BJCORP-LE,BJCORP-LE,,,0.27,,-,-,0.34,0.28,0,,-,7260,42%,-0.006,,,Active,
,BJCORP-LE,BJCORP-LE,,,,,,,,,,,,,,,,,,
3611,PGLOBE,PGLOBE,0.68,0.75,0.675,+0.075,0.75,0.68,0.81,0.28,22643,,58,212675,73%,0.014,14.15,5.3,Active,
,PGLOBE,PGLOBE,,,,,,,,,,,,,,,,,,
3913,MUIPROP,MUIPROP,0.29,0.285,0.295,-0.01,0.295,0.285,0.51,0.28,7706,28.07%,35,3033965,15%,-0.017,0.27,11.18,Active,
,MUIPROP,MUIPROP,,,,,,,,,,,,,,,,,,
4405,TCHONG,TCHONG,0.57,0.575,0.57,+0.005,0.605,0.565,0.97,0.28,55360,1.74%,47,4512430,46%,-0.034,-32.86,,Active,
,TCHONG,TCHONG,,,,,,,,,,,,,,,,,,
5592,GCE,GCE,0.395,0.39,0.395,-0.005,0.395,0.39,0.48,0.28,30,,50,21100,70%,0.011,-11.73,,Active,
,GCE,GCE,,,,,,,,,,,,,,,,,,
5673,JSB,JSB,0.355,0.38,0.345,+0.035,0.39,0.355,0.77,0.28,40208,,85,3809280,33%,-0.018,-6.77,,Active,
,JSB,JSB,,,,,,,,,,,,,,,,,,
3158,YNHPROP,YNHPROP,0.3,0.305,0.3,+0.005,0.31,0.3,0.79,0.285,13774,,67,1949535,50%,-0.003,-21.51,,Active,
,YNHPROP,YNHPROP,,,,,,,,,,,,,,,,,,
5077,MAYBULK,MAYBULK,0.33,0.33,0.325,+0.005,0.33,0.325,0.385,0.285,900,4.85%,16,354585,50%,0.002,0.41,104.91,Active,
,MAYBULK,MAYBULK,,,,,,,,,,,,,,,,,,
7077,KPPROP,KPPROP,0.315,0.3,0.31,-0.01,0.315,0.3,0.78,0.285,9136,3.33%,17,671630,28%,,1.35,35.69,Active,
,KPPROP,KPPROP,,,,,,,,,,,,,,,,,,
9385,LAYHONG,LAYHONG,0.3,0.3,0.3,-,0.3,0.295,0.425,0.285,976,,19,486195,50%,-0.001,12.11,2.48,Active,
,LAYHONG,LAYHONG,,,,,,,,,,,,,,,,,,
40,OPENSYS,OPENSYS,0.32,0.32,0.32,-,0.32,0.32,0.38,0.29,150,5.63%,100,151835,50%,-0.001,2.67,11.94,Active,
,OPENSYS,OPENSYS,,,,,,,,,,,,,,,,,,
0654CP,NIKKEI-CP,NIKKEI-CP,,,-,,-,-,0.87,0.29,0,,-,55085,70%,0.063,,,Delisted,
,NIKKEI-CP,NIKKEI-CP,,,,,,,,,,,,,,,,,,
5322,FEYTECH,FEYTECH,0.36,0.35,0.36,-0.01,0.36,0.35,0.935,0.29,11616,7.71%,24,2173665,65%,0.004,7.53,6.21,Active,
,FEYTECH,FEYTECH,,,,,,,,,,,,,,,,,,
5665,SSTEEL,SSTEEL,0.395,0.395,0.395,-,0.395,0.395,0.595,0.29,500,,-,115440,50%,0.003,-9.37,,Active,
,SSTEEL,SSTEEL,,,,,,,,,,,,,,,,,,
7157,CYL,CYL,0.31,0.31,0.295,+0.015,0.31,0.31,0.52,0.29,50,1.61%,100,29550,41%,-0.005,-0.4,,Active,
,CYL,CYL,,,,,,,,,,,,,,,,,,
7234,LOTUSCIR,LOTUSCIR,,,0.31,,-,-,0.52,0.29,0,,-,135185,45%,-0.011,3.23,7.07,Active,
,LOTUSCIR,LOTUSCIR,,,,,,,,,,,,,,,,,,
193,KAB,KAB,0.365,0.36,0.365,-0.005,0.365,0.36,0.37,0.295,62559,,99,8185475,75%,0.006,1.08,35.82,Active,
,KAB,KAB,,,,,,,,,,,,,,,,,,
0505CS,HKEX-CS,HKEX-CS,,,0.515,,-,-,0.515,0.295,0,,-,22930,74%,,,,Active,
,HKEX-CS,HKEX-CS,,,,,,,,,,,,,,,,,,
0659CK,NDX-CK,NDX-CK,,,1.09,,-,-,1.09,0.295,0,,-,79990,89%,,,,"Suspended, Forbid",
,NDX-CK,NDX-CK,,,,,,,,,,,,,,,,,,
7022,GTRONIC,GTRONIC,0.325,0.325,0.325,-,0.335,0.32,0.8,0.295,38059,10.77%,36,3554615,54%,-0.012,3.94,8.31,Active,
,GTRONIC,GTRONIC,,,,,,,,,,,,,,,,,,
238,CEKD,CEKD,0.37,0.365,0.37,-0.005,0.37,0.36,0.49,0.3,560,5.48%,2,179235,67%,0.001,3.51,9.84,Active,
,CEKD,CEKD,,,,,,,,,,,,,,,,,,
235,NESTCON,NESTCON,0.315,0.32,0.315,+0.005,0.32,0.315,0.435,0.3,2420,,100,124940,50%,-0.005,1.1,37.42,Active,
,NESTCON,NESTCON,,,,,,,,,,,,,,,,,,
248,YEWLEE,YEWLEE,0.415,0.42,0.415,+0.005,0.43,0.415,0.69,0.3,36062,,98,5365100,21%,-0.009,0.05,875.42,Active,
,YEWLEE,YEWLEE,,,,,,,,,,,,,,,,,,
2607,INCKEN,INCKEN,0.405,0.405,0.405,-,0.405,0.405,0.44,0.3,20,,100,72210,70%,0.013,-1.87,,Active,
,INCKEN,INCKEN,,,,,,,,,,,,,,,,,,
3204,GKENT,GKENT,0.315,0.32,0.32,-,0.32,0.315,0.435,0.3,460,4.69%,13,102845,40%,-0.007,0.9,41.69,Active,
,GKENT,GKENT,,,,,,,,,,,,,,,,,,
5020,GLOMAC,GLOMAC,0.305,0.31,0.305,+0.005,0.31,0.305,0.45,0.3,1425,7.26%,78,258245,44%,-0.001,2.03,16.3,Active,
,GLOMAC,GLOMAC,,,,,,,,,,,,,,,,,,
7935,MILUX,MILUX,0.4,0.4,0.4,-,0.4,0.4,0.58,0.3,510,,100,53555,50%,-0.008,-0.96,,Active,
,MILUX,MILUX,,,,,,,,,,,,,,,,,,
149,FIBON,FIBON,0.39,0.405,0.38,+0.025,0.405,0.385,0.475,0.305,101,,1,26695,43%,,4.53,8.97,Active,
,FIBON,FIBON,,,,,,,,,,,,,,,,,,
0652IA,HSI-CWIA,HSI-CWIA,0.6,0.6,0.69,-0.09,0.615,0.57,0.755,0.305,10660,,50,2321340,60%,0.053,,,Active,
,HSI-CWIA,HSI-CWIA,,,,,,,,,,,,,,,,,,
5127,ARREIT,ARREIT,0.37,0.365,0.37,-0.005,0.37,0.365,0.425,0.305,94,,79,126035,36%,-0.002,0.87,42.03,Active,
,ARREIT,ARREIT,,,,,,,,,,,,,,,,,,
5186,MHB,MHB,0.335,0.38,0.33,+0.050,0.4,0.335,0.46,0.305,102560,,62,669685,42%,-0.009,7.6,5.02,Active,
,MHB,MHB,,,,,,,,,,,,,,,,,,
9873,PRESTAR,PRESTAR,0.32,0.32,0.335,-0.015,0.33,0.32,0.43,0.305,235,4.69%,-,100015,53%,-0.004,3.41,9.42,Active,
,PRESTAR,PRESTAR,,,,,,,,,,,,,,,,,,
257,UNIQUE,UNIQUE,0.425,0.415,0.425,-0.01,0.425,0.41,0.44,0.31,15986,5.06%,37,1409285,69%,0.009,2.59,16.06,Active,
,UNIQUE,UNIQUE,,,,,,,,,,,,,,,,,,
9997,PENSONI,PENSONI,,,0.38,,-,-,0.62,0.31,0,,-,43970,50%,,-2.35,,Active,
,PENSONI,PENSONI,,,,,,,,,,,,,,,,,,
287,SSF,SSF,0.405,0.395,0.405,-0.01,0.405,0.395,0.42,0.315,4408,1.27%,28,443400,59%,0.005,0.74,53.55,Active,
,SSF,SSF,,,,,,,,,,,,,,,,,,
1287,EXSIMHB,EXSIMHB,0.355,0.365,0.36,+0.005,0.37,0.355,0.39,0.315,19672,,97,345005,50%,,1.94,18.79,Active,
,EXSIMHB,EXSIMHB,,,,,,,,,,,,,,,,,,
3557,ECOFIRS,ECOFIRS,0.39,0.385,0.385,-,0.39,0.38,0.41,0.315,3287,,46,244845,42%,-0.001,2.08,18.49,Active,
,ECOFIRS,ECOFIRS,,,,,,,,,,,,,,,,,,
7031,AMTEL,AMTEL,0.375,0.38,0.4,-0.02,0.38,0.375,0.575,0.315,20,,95,33585,55%,-0.003,5.69,6.89,Active,
,AMTEL,AMTEL,,,,,,,,,,,,,,,,,,
7250,UZMA,UZMA,0.52,0.505,0.52,-0.015,0.52,0.505,1.06,0.315,24511,3.96%,49,2848805,87%,0.032,12.21,5.32,Active,
,UZMA,UZMA,,,,,,,,,,,,,,,,,,
9695,PLS,PLS,,,0.365,,-,-,0.69,0.315,0,,-,13480,49%,-0.007,0.32,230.22,Active,
,PLS,PLS,,,,,,,,,,,,,,,,,,
6.52E+07,HSI-CWE5,HSI-CWE5,,,0.725,,-,-,0.725,0.32,0,,-,10470,63%,0.047,,,Active,
,HSI-CWE5,HSI-CWE5,,,,,,,,,,,,,,,,,,
5147,SAMCHEM,SAMCHEM,0.355,0.37,0.355,+0.015,0.37,0.355,0.535,0.32,1031,4.86%,93,109190,40%,0.001,3.32,9.88,Active,
,SAMCHEM,SAMCHEM,,,,,,,,,,,,,,,,,,
6211,KIALIM,KIALIM,,,0.37,,-,-,0.63,0.32,0,,-,55640,54%,,9.2,4.02,Active,
,KIALIM,KIALIM,,,,,,,,,,,,,,,,,,
9881,LSTEEL,LSTEEL,0.385,0.4,0.37,+0.030,0.4,0.385,0.48,0.32,414,5.00%,100,29145,50%,-0.001,1.46,28.6,Active,
,LSTEEL,LSTEEL,,,,,,,,,,,,,,,,,,
258,AGMO,AGMO,0.45,0.45,0.45,-,0.46,0.44,0.61,0.325,11224,3.33%,55,2186285,33%,-0.021,2.5,15.89,Active,
,AGMO,AGMO,,,,,,,,,,,,,,,,,,
256,UMC,UMC,0.375,0.405,0.375,+0.030,0.41,0.375,0.675,0.325,12929,,75,402500,33%,,2.18,18.32,Active,
,UMC,UMC,,,,,,,,,,,,,,,,,,
0652GR,HSI-CWGR,HSI-CWGR,0.835,0.815,0.945,-0.13,0.85,0.815,1.05,0.325,276,,25,754970,61%,0.086,,,Active,
,HSI-CWGR,HSI-CWGR,,,,,,,,,,,,,,,,,,
65654,SP500-C54,SP500-C54,,,0.45,,-,-,0.6,0.325,0,,-,168650,46%,-0.001,,,"Suspended, Forbid",
,SP500-C54,SP500-C54,,,,,,,,,,,,,,,,,,
7773,EPMB,EPMB,0.385,0.385,0.385,-,0.385,0.38,0.66,0.325,4990,,35,405285,58%,0.008,8.38,6.15,Active,
,EPMB,EPMB,,,,,,,,,,,,,,,,,,
161,HEXIND,HEXIND,0.34,0.34,0.34,-,0.345,0.335,0.52,0.33,43909,,88,3671735,33%,-0.005,1.01,32.89,Active,
,HEXIND,HEXIND,,,,,,,,,,,,,,,,,,
302,TOPMIX,TOPMIX,0.465,0.48,0.48,-,0.48,0.465,0.53,0.33,1510,1.56%,63,409510,66%,0.011,2.94,16.35,Active,
,TOPMIX,TOPMIX,,,,,,,,,,,,,,,,,,
279,SYNERGY,SYNERGY,0.38,0.375,0.37,+0.005,0.38,0.365,1.36,0.33,3860,4.37%,41,1162045,43%,-0.014,5.57,6.74,Active,
,SYNERGY,SYNERGY,,,,,,,,,,,,,,,,,,
0652IO,HSI-CWIO,HSI-CWIO,0.51,0.515,0.52,-0.005,0.525,0.48,0.63,0.33,52367,,44,2019820,51%,0.017,,,Active,
,HSI-CWIO,HSI-CWIO,,,,,,,,,,,,,,,,,,
0652IT,HSI-CWIT,HSI-CWIT,0.485,0.485,0.485,-,0.495,0.475,0.56,0.33,12980,,76,337880,59%,,,,Active,
,HSI-CWIT,HSI-CWIT,,,,,,,,,,,,,,,,,,
0652I5,HSI-CWI5,HSI-CWI5,,,0.5,,-,-,0.6,0.33,0,,-,-,0%,,,,Active,
,HSI-CWI5,HSI-CWI5,,,,,,,,,,,,,,,,,,
65738,HSTECH-C38,HSTECH-C38,,,0.33,,-,-,0.375,0.33,0,,-,-,0%,,,,Active,
,HSTECH-C38,HSTECH-C38,,,,,,,,,,,,,,,,,,
5269,ALSREIT,ALSREIT,0.44,0.44,0.44,-,0.44,0.44,0.45,0.33,95,1.59%,100,30470,58%,0.005,0.91,48.3,Active,
,ALSREIT,ALSREIT,,,,,,,,,,,,,,,,,,
240,CORAZA,CORAZA,0.615,0.61,0.615,-0.005,0.625,0.61,0.675,0.335,19906,,52,3161345,69%,0.022,0.89,68.62,Active,
,CORAZA,CORAZA,,,,,,,,,,,,,,,,,,
262,SUNVIEW,SUNVIEW,0.375,0.385,0.375,+0.010,0.385,0.37,0.515,0.335,21027,,69,1763945,40%,-0.008,1.17,34.48,Active,
,SUNVIEW,SUNVIEW,,,,,,,,,,,,,,,,,,
309,AGRICOR,AGRICOR,0.46,0.46,0.46,-,0.46,0.46,0.575,0.335,500,,22,296655,13%,-0.004,-0.4,,Active,
,AGRICOR,AGRICOR,,,,,,,,,,,,,,,,,,
368,OXB,OXB,0.385,0.38,0.385,-0.005,0.39,0.37,0.5,0.335,43724,,39,9149420,35%,-0.004,,,Active,
,OXB,OXB,,,,,,,,,,,,,,,,,,
5152,MBL,MBL,0.34,0.34,0.35,-0.01,0.34,0.335,0.455,0.335,437,,54,53390,40%,-0.005,15.86,2.35,Active,
,MBL,MBL,,,,,,,,,,,,,,,,,,
5210,ARMADA,ARMADA,0.34,0.345,0.34,+0.005,0.345,0.335,0.695,0.335,272728,2.90%,59,17225600,24%,-0.017,10.7,3.12,Active,
,ARMADA,ARMADA,,,,,,,,,,,,,,,,,,
5205,SENDAI,SENDAI,0.41,0.415,0.41,+0.005,0.42,0.41,0.73,0.335,19340,,49,2719885,39%,-0.008,1.81,19.08,Active,
,SENDAI,SENDAI,,,,,,,,,,,,,,,,,,
9539,MUH,MUH,0.36,0.36,0.365,-0.005,0.36,0.36,0.45,0.335,20,,-,29920,50%,0.006,3.69,9.79,Active,
,MUH,MUH,,,,,,,,,,,,,,,,,,
108,N2N,N2N,0.37,0.37,0.375,-0.005,0.37,0.37,0.515,0.34,240,5.41%,-,147850,27%,-0.008,-4.69,,Active,
,N2N,N2N,,,,,,,,,,,,,,,,,,
196,QES,QES,0.39,0.385,0.39,-0.005,0.39,0.38,0.62,0.34,11772,1.43%,70,1088260,53%,-0.003,2.08,18.78,Active,
,QES,QES,,,,,,,,,,,,,,,,,,
259,SNS,SNS,0.63,0.645,0.625,+0.020,0.66,0.625,0.715,0.34,342099,1.35%,49,8739095,78%,0.014,1.87,35.67,Active,
,SNS,SNS,,,,,,,,,,,,,,,,,,
5232,LEONFB,LEONFB,0.37,0.37,0.365,+0.005,0.375,0.37,0.535,0.34,1250,,20,82515,46%,,2.21,16.84,Active,
,LEONFB,LEONFB,,,,,,,,,,,,,,,,,,
192,INTA,INTA,0.425,0.43,0.425,+0.005,0.435,0.425,0.545,0.345,19024,4.65%,62,1524870,37%,-0.004,6.08,7.99,Active,
,INTA,INTA,,,,,,,,,,,,,,,,,,
272,TTVHB,TTVHB,0.395,0.4,0.395,+0.005,0.405,0.39,0.865,0.345,22614,,37,3238820,26%,-0.041,0.8,50.43,Active,
,TTVHB,TTVHB,,,,,,,,,,,,,,,,,,
0650A5,FBMKLCI-HA5,FBMKLCI-HA5,,,0.345,,-,-,0.675,0.345,0,,-,21030,28%,-0.023,,,Active,
,FBMKLCI-HA5,FBMKLCI-HA5,,,,,,,,,,,,,,,,,,
3565WF,WCEHB-WF,WCEHB-WF,0.385,0.385,0.395,-0.01,0.39,0.385,0.6,0.345,2380,,21,196310,44%,-0.003,,,Active,
,WCEHB-WF,WCEHB-WF,,,,,,,,,,,,,,,,,,
5303,SWIFT,SWIFT,0.4,0.4,0.4,-,0.4,0.4,0.49,0.345,105,4.00%,100,213935,40%,-0.003,4.57,8.45,Active,
,SWIFT,SWIFT,,,,,,,,,,,,,,,,,,
7203,WANGZNG,WANGZNG,,,0.4,,-,-,0.64,0.345,0,,-,15500,25%,-0.005,0.7,57.42,Active,
,WANGZNG,WANGZNG,,,,,,,,,,,,,,,,,,
217,PWRWELL,PWRWELL,0.565,0.57,0.565,+0.005,0.575,0.56,0.61,0.35,17251,1.75%,43,2656005,57%,0.001,3.28,17.38,Active,
,PWRWELL,PWRWELL,,,,,,,,,,,,,,,,,,
304,FPHB,FPHB,0.365,0.375,0.375,-,0.375,0.365,0.62,0.35,1104,,81,391525,33%,-0.008,3.06,16.34,Active,
,FPHB,FPHB,,,,,,,,,,,,,,,,,,
336,WINSTAR,WINSTAR,0.525,0.525,0.53,-0.005,0.525,0.515,0.745,0.35,10629,,69,976865,32%,-0.015,2.55,20.56,Active,
,WINSTAR,WINSTAR,,,,,,,,,,,,,,,,,,
0652LC,HSI-PWLC,HSI-PWLC,0.405,0.41,0.405,+0.005,0.41,0.395,0.68,0.35,5650,,1,-,0%,,,,Active,
,HSI-PWLC,HSI-PWLC,,,,,,,,,,,,,,,,,,
5284,LCTITAN,LCTITAN,0.545,0.56,0.545,+0.015,0.56,0.545,1.06,0.35,44148,,56,9509025,36%,-0.007,-51.96,,Active,
,LCTITAN,LCTITAN,,,,,,,,,,,,,,,,,,
7198,DPS,DPS,0.465,0.48,0.475,+0.005,0.48,0.465,0.6,0.35,704,,79,124435,43%,0.002,0.14,483.15,Active,
,DPS,DPS,,,,,,,,,,,,,,,,,,
7226,WATTA,WATTA,0.54,0.54,0.54,-,0.54,0.54,0.66,0.35,30,,100,71205,48%,0.009,-1.64,,Active,
,WATTA,WATTA,,,,,,,,,,,,,,,,,,
7501,HARNLEN,HARNLEN,0.615,0.6,0.585,+0.015,0.615,0.6,0.8,0.35,500,7.50%,23,584955,26%,-0.003,5.75,11.57,Active,
,HARNLEN,HARNLEN,,,,,,,,,,,,,,,,,,
146,JFTECH,JFTECH,0.45,0.455,0.45,+0.005,0.46,0.44,0.87,0.355,9698,0.55%,56,707900,59%,0.001,0.38,99.48,Active,
,JFTECH,JFTECH,,,,,,,,,,,,,,,,,,
172,OCK,OCK,0.41,0.415,0.41,+0.005,0.42,0.405,0.5,0.355,14918,2.41%,41,1414185,53%,0.002,3.09,10.71,Active,
,OCK,OCK,,,,,,,,,,,,,,,,,,
263,BETA,BETA,0.405,0.415,0.4,+0.015,0.415,0.405,0.49,0.355,2935,10.24%,91,309820,25%,-0.005,5.58,7.44,Active,
,BETA,BETA,,,,,,,,,,,,,,,,,,
3743,SUNSURIA,SUNSURIA,0.375,0.39,0.375,+0.015,0.395,0.375,0.605,0.355,1782,5.13%,8,112330,53%,-0.003,2.78,6.58,Active,
,SUNSURIA,SUNSURIA,,,,,,,,,,,,,,,,,,
4502,MEDIA,MEDIA,0.36,0.355,0.36,-0.005,0.365,0.355,0.505,0.355,2571,4.23%,2,75115,50%,-0.001,1.89,19.03,Active,
,MEDIA,MEDIA,,,,,,,,,,,,,,,,,,
326,SORENTO,SORENTO,0.375,0.375,0.38,-0.005,0.375,0.375,0.485,0.36,900,2.67%,44,280500,33%,-0.003,3.67,12.29,Active,
,SORENTO,SORENTO,,,,,,,,,,,,,,,,,,
101,TMCLIFE,TMCLIFE,0.415,0.43,0.42,+0.010,0.43,0.415,0.56,0.365,872,0.44%,37,80400,55%,0.003,0.21,207.71,Active,
,TMCLIFE,TMCLIFE,,,,,,,,,,,,,,,,,,
1651,MRCB,MRCB,0.525,0.525,0.525,-,0.53,0.515,0.655,0.365,64265,1.90%,60,6969590,55%,-0.003,1.43,36.91,Active,
,MRCB,MRCB,,,,,,,,,,,,,,,,,,
227,EFRAME,EFRAME,0.395,0.395,0.395,-,0.395,0.39,0.765,0.37,1344,5.06%,10,217970,50%,-0.004,3.23,13.14,Active,
,EFRAME,EFRAME,,,,,,,,,,,,,,,,,,
0230WA,TELADAN-WA,TELADAN-WA,,,0.41,,-,-,0.5,0.37,0,,-,125480,55%,0.005,,,Active,
,TELADAN-WA,TELADAN-WA,,,,,,,,,,,,,,,,,,
0652IP,HSI-CWIP,HSI-CWIP,,,0.535,,-,-,0.625,0.37,0,,-,201450,59%,0.026,,,Active,
,HSI-CWIP,HSI-CWIP,,,,,,,,,,,,,,,,,,
5371,KIMHIN,KIMHIN,0.76,0.8,0.765,+0.035,0.8,0.705,0.86,0.37,60,,-,51765,35%,-0.004,-22.93,,Active,
,KIMHIN,KIMHIN,,,,,,,,,,,,,,,,,,
5614,NHB,NHB,0.575,0.57,0.585,-0.015,0.575,0.57,0.6,0.37,1069,,10,295460,53%,0.017,-3.6,,Active,
,NHB,NHB,,,,,,,,,,,,,,,,,,
7089,LIIHEN,LIIHEN,0.375,0.38,0.375,+0.005,0.38,0.375,0.82,0.37,1429,7.11%,13,438555,50%,-0.01,3.28,11.5,Active,
,LIIHEN,LIIHEN,,,,,,,,,,,,,,,,,,
45,SSB8,SSB8,0.53,0.55,0.53,+0.020,0.555,0.525,0.67,0.375,37905,1.82%,51,1380835,29%,-0.007,1.77,28.6,Active,
,SSB8,SSB8,,,,,,,,,,,,,,,,,,
318,ELRIDGE,ELRIDGE,0.7,0.7,0.695,+0.005,0.705,0.695,0.725,0.375,26805,,52,2930820,43%,0.008,2.06,34.01,Active,
,ELRIDGE,ELRIDGE,,,,,,,,,,,,,,,,,,
0652JC,HSI-PWJC,HSI-PWJC,0.46,0.48,0.47,+0.010,0.48,0.45,1.04,0.375,2762,,69,-,0%,,,,Active,
,HSI-PWJC,HSI-PWJC,,,,,,,,,,,,,,,,,,
65740,HSTECH-C40,HSTECH-C40,,,0.44,,-,-,0.44,0.375,0,,-,-,0%,,,,Active,
,HSTECH-C40,HSTECH-C40,,,,,,,,,,,,,,,,,,
6297,BOXPAK,BOXPAK,,,0.45,,-,-,0.85,0.375,0,,-,16920,47%,-0.015,-9.42,,Active,
,BOXPAK,BOXPAK,,,,,,,,,,,,,,,,,,
6084,STAR,STAR,0.39,0.39,0.39,-,0.39,0.39,0.465,0.375,405,,74,263145,40%,,9.22,4.31,Active,
,STAR,STAR,,,,,,,,,,,,,,,,,,
7003,Y&G,Y&G,,,0.46,,-,-,0.65,0.375,0,,-,7715,56%,-0.002,0.14,321.09,Active,
,Y&G,Y&G,,,,,,,,,,,,,,,,,,
0652KD,HSI-CWKD,HSI-CWKD,,,0.38,,-,-,0.38,0.38,0,,-,-,0%,,,,Active,
,HSI-CWKD,HSI-CWKD,,,,,,,,,,,,,,,,,,
2135,GOPENG,GOPENG,0.68,0.68,0.68,-,0.68,0.68,0.81,0.38,45,,-,41985,47%,0.001,6.55,10.47,Active,
,GOPENG,GOPENG,,,,,,,,,,,,,,,,,,
4243,WTK,WTK,0.525,0.54,0.525,+0.015,0.54,0.52,0.535,0.38,31098,1.85%,64,880110,93%,0.026,-9.24,,Active,
,WTK,WTK,,,,,,,,,,,,,,,,,,
5315,SKYWLD,SKYWLD,0.53,0.535,0.53,+0.005,0.535,0.52,0.715,0.38,6265,2.06%,28,563495,79%,0.005,5.42,9.87,Active,
,SKYWLD,SKYWLD,,,,,,,,,,,,,,,,,,
5327,MEGAFB,MEGAFB,0.64,0.615,0.64,-0.025,0.645,0.605,0.685,0.38,106233,0.81%,52,7949420,82%,0.045,1.67,33.78,Active,
,MEGAFB,MEGAFB,,,,,,,,,,,,,,,,,,
8494,LBICAP,LBICAP,0.415,0.44,0.435,+0.005,0.44,0.41,0.52,0.38,301,5.68%,-,12360,54%,,3.6,15.34,Active,
,LBICAP,LBICAP,,,,,,,,,,,,,,,,,,
253,INFOTEC,INFOTEC,0.44,0.44,0.44,-,0.44,0.44,1.09,0.385,605,6.36%,100,158800,61%,-0.017,4.81,9.16,Active,
,INFOTEC,INFOTEC,,,,,,,,,,,,,,,,,,
5143,LUXCHEM,LUXCHEM,0.395,0.39,0.395,-0.005,0.395,0.39,0.545,0.385,420,4.62%,50,71475,36%,-0.002,4.51,7.05,Active,
,LUXCHEM,LUXCHEM,,,,,,,,,,,,,,,,,,
5276,DANCO,DANCO,0.4,0.4,0.4,-,0.4,0.395,0.46,0.385,1186,6.25%,80,111785,40%,-0.001,5.3,7.09,Active,
,DANCO,DANCO,,,,,,,,,,,,,,,,,,
275,OPPSTAR,OPPSTAR,0.56,0.545,0.56,-0.015,0.565,0.54,0.955,0.39,33330,,29,3245925,68%,0.016,-1.91,,Active,
,OPPSTAR,OPPSTAR,,,,,,,,,,,,,,,,,,
3048,CARZO,CARZO,,,0.395,,-,-,0.4,0.395,0,,-,3835,27%,-0.481,,,Active,
,CARZO,CARZO,,,,,,,,,,,,,,,,,,
7152,JAYCORP,JAYCORP,0.435,0.45,0.43,+0.020,0.45,0.43,0.725,0.395,162,8.89%,81,80595,65%,-0.003,5.44,8.79,Active,
,JAYCORP,JAYCORP,,,,,,,,,,,,,,,,,,
7202,HEXRTL,HEXRTL,,,0.46,,-,-,0.515,0.395,0,,-,600880,57%,0.003,0.36,215.89,Active,
,HEXRTL,HEXRTL,,,,,,,,,,,,,,,,,,
273,VLB,VLB,0.49,0.505,0.49,+0.015,0.505,0.49,0.615,0.4,1707,,79,77445,64%,0.005,4.08,12.39,Active,
,VLB,VLB,,,,,,,,,,,,,,,,,,
317,EPB,EPB,0.43,0.42,0.435,-0.015,0.43,0.405,0.62,0.4,667,,1,104505,37%,-0.015,3,15.96,Active,
,EPB,EPB,,,,,,,,,,,,,,,,,,
0652KE,HSI-CWKE,HSI-CWKE,,,0.595,,-,-,0.605,0.4,0,,-,-,0%,,,,Active,
,HSI-CWKE,HSI-CWKE,,,,,,,,,,,,,,,,,,
5167,TURBO,TURBO,0.43,0.43,0.42,+0.010,0.43,0.43,0.695,0.4,100,,100,17310,58%,-0.051,0.81,52.77,Active,
,TURBO,TURBO,,,,,,,,,,,,,,,,,,
5223,MENTIGA,MENTIGA,0.47,0.48,0.485,-0.005,0.48,0.47,0.51,0.4,500,,57,234055,50%,-0.001,-5.96,,Active,
,MENTIGA,MENTIGA,,,,,,,,,,,,,,,,,,
5331,PGLOBAL,PGLOBAL,0.52,0.52,0.52,-,0.52,0.515,0.63,0.4,2679,5.77%,50,223635,40%,-0.004,71.24,7.49,Active,
,PGLOBAL,PGLOBAL,,,,,,,,,,,,,,,,,,
7323,KEN,KEN,,,0.53,,-,-,0.64,0.4,0,,-,35365,54%,0.011,4.58,12.37,Active,
,KEN,KEN,,,,,,,,,,,,,,,,,,
9121,KPSCB,KPSCB,,,0.61,,-,-,0.695,0.4,0,,-,87185,43%,0.029,10.29,5.93,Active,
,KPSCB,KPSCB,,,,,,,,,,,,,,,,,,
5129,MELATI,MELATI,,,0.51,,-,-,0.6,0.405,0,1.96%,-,19230,55%,-0.006,7.08,7.47,Active,
,MELATI,MELATI,,,,,,,,,,,,,,,,,,
5789,LBS,LBS,0.455,0.445,0.45,-0.005,0.455,0.445,0.69,0.405,7635,,31,999290,41%,-0.004,14.31,2.67,Active,
,LBS,LBS,,,,,,,,,,,,,,,,,,
355,FIBRO,FIBRO,0.675,0.695,0.69,+0.005,0.695,0.67,0.775,0.41,3982,,31,639055,23%,0.006,,,Active,
,FIBRO,FIBRO,,,,,,,,,,,,,,,,,,
7214,ARANK,ARANK,,,0.47,,-,-,0.535,0.41,0,5.32%,-,12770,56%,,8.59,7.16,Active,
,ARANK,ARANK,,,,,,,,,,,,,,,,,,
8478,HWATAI,HWATAI,,,0.43,,-,-,0.56,0.41,0,,-,28070,42%,-0.009,1.73,24.85,Active,
,HWATAI,HWATAI,,,,,,,,,,,,,,,,,,
321,SDCG,SDCG,0.565,0.57,0.565,+0.005,0.575,0.565,0.59,0.415,92000,,92,10975305,100%,0.011,2.44,56.36,Active,
,SDCG,SDCG,,,,,,,,,,,,,,,,,,
