Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26,12)",EPS*,P/E,Status
"=""0203""",SMETRIC,Property,0.14,0.145,0.140,+0.005,0.150,0.140,0.195,0.1,24169,,49,1147320,73%,0.003,0.88,16.37,Active
"=""4375""",SMI,Industrial & Consumer Products,0.195,0.195,0.190,+0.005,0.195,0.195,0.42,0.18,20,,-,6940,39%,-0.009,1.98,,Active
"=""03023""",SMILE,Utilities,,,0.125,,-,-,0.13,0.1,0,,-,136055,36%,-0.006,,,Active
"=""03023W""",SMILE-WA,Utilities,,,0.005,,-,-,0.005,0.005,0,,-,209555,37%,-0.002,,,Active
"=""7132""",SMISCOR,Industrial & Consumer Products,0.55,0.55,0.595,-0.045,0.550,0.550,0.8,0.54,20,,-,18835,47%,-0.016,7.38,4.05,Active
"=""0117""",SMRT,Property,0.16,0.165,0.160,+0.005,0.175,0.155,1.16,0.14,237383,,58,32463675,38%,-0.082,6.23,2.66,Active
"=""0169""",SMTRACK,Property,0.005,0.005,0.005,-,0.005,0.005,0.015,0.005,100,,-,177855,50%,,-1.33,,Active
"=""03054""",SNOWFIT,Utilities,,,0.100,,-,-,0.13,0.1,0,,-,-,0%,,,,Active
"=""0259""",SNS,Industrial & Consumer Products,0.505,0.51,0.505,+0.005,0.510,0.500,0.775,0.34,35968,1.71%,58,9882415,23%,-0.019,1.87,28.2,Active
"=""0259CG""",SNS-CG,Technology,,,0.025,,-,-,0.145,0.025,0,,-,45980,36%,-0.011,,,Active
"=""0259CI""",SNS-CI,Technology,,,0.030,,-,-,0.1,0.03,0,,-,2195410,11%,-0.004,,,Active
"=""0259CJ""",SNS-CJ,Technology,,,0.005,,-,-,0.11,0.005,0,,-,978015,44%,-0.006,,,Active
"=""0259CK""",SNS-CK,Technology,,,0.055,,-,-,0.11,0.02,0,,-,2235870,53%,-0.005,,,Active
"=""0259CL""",SNS-CL,Technology,,,0.035,,-,-,0.18,0.035,0,,-,323265,23%,-0.009,,,Active
"=""0259CM""",SNS-CM,Technology,,,0.035,,-,-,0.085,0.035,0,,-,835755,25%,-0.009,,,Active
"=""0259CN""",SNS-CN,Technology,,,0.020,,-,-,0.075,0.02,0,,-,-,0%,,,,Active
"=""0259CO""",SNS-CO,Technology,,,0.025,,-,-,0.055,0.025,0,,-,-,0%,,,,Active
"=""0259CP""",SNS-CP,Technology,,,0.035,,-,-,0.04,0.035,0,,-,-,0%,,,,Active
"=""0259CQ""",SNS-CQ,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""5213""",SNTORIA,Industrial & Consumer Products,0.015,0.015,0.015,-,0.020,0.015,0.03,0.005,17167,,54,1333020,50%,,-14.52,,"Active, Alert"
"=""5242""",SOLID,Industrial & Consumer Products,0.13,0.13,0.130,-,0.130,0.130,0.19,0.125,500,,100,265945,33%,-0.001,1.29,10.11,Active
"=""0093""",SOLUTN,Property,0.065,0.065,0.065,-,0.065,0.065,0.14,0.06,50,,100,111180,43%,-0.002,-1.48,,Active
"=""5126""",SOP,Industrial & Consumer Products,3.93,3.87,3.920,-0.050,3.930,3.860,4.06,2.75,2005,2.84%,13,322915,57%,0.023,50.11,7.46,Active
"=""5126CU""",SOP-CU,Technology,0.07,0.07,0.075,-0.005,0.070,0.070,0.115,0.065,50,,-,72530,48%,-0.002,,,Active
"=""0326""",SORENTO,Property,0.685,0.715,0.695,+0.020,0.725,0.670,0.75,0.35,32570,1.40%,68,1930090,48%,0.045,3.67,23.44,Active
"=""065658""",SP500-C58,Technology,0.295,0.31,0.315,-0.005,0.310,0.295,0.67,0.205,200,,20,55800,48%,-0.045,,,Active
"=""065660""",SP500-C60,Technology,,,0.985,,-,-,1.23,0.77,0,,-,-,51%,,,,Active
"=""065662""",SP500-C62,Technology,,,0.380,,-,-,,,0,,-,-,0%,,,,Active
"=""065664""",SP500-C64,Technology,,,0.670,,-,-,,,0,,-,-,0%,,,,Active
"=""065659""",SP500-H59,Technology,,,0.060,,-,-,0.42,0.06,0,,-,259875,16%,-0.056,,,Active
"=""065661""",SP500-H61,Technology,0.12,0.12,0.130,-0.010,0.120,0.120,0.615,0.125,1830,,68,124590,31%,-0.042,,,Active
"=""065663""",SP500-H63,Technology,,,0.390,,-,-,,,0,,-,-,0%,,,,Active
"=""065665""",SP500-H65,Technology,,,0.560,,-,-,,,0,,-,-,0%,,,,Active
"=""0216""",SPRING,Property,,,0.110,,-,-,0.205,0.09,0,4.55%,-,68685,47%,-0.001,2.22,4.95,Active
"=""7103""",SPRITZER,Industrial & Consumer Products,2.84,2.88,2.840,+0.040,2.930,2.830,3.12,1.38,3479,1.39%,73,550350,36%,0.011,22.31,25.97,Active
"=""7103CB""",SPRITZER-CB,Technology,0.08,0.08,0.075,+0.005,0.080,0.080,0.105,0.075,1,,100,532370,45%,-0.002,,,Active
"=""8664""",SPSETIA,Industrial & Consumer Products,0.945,0.955,0.940,+0.015,0.960,0.920,1.42,0.72,110374,3.02%,52,19882305,67%,0.029,10.16,7.58,Active
"=""86641A""",SPSETIA-C1A,Technology,,,0.005,,-,-,0.05,0.005,0,,-,363200,46%,-0.005,,,Active
"=""86641B""",SPSETIA-C1B,Technology,0.02,0.02,0.020,-,0.020,0.020,0.03,0.005,200,,100,630945,71%,0.001,,,Active
"=""86641C""",SPSETIA-C1C,Technology,0.055,0.055,0.050,+0.005,0.060,0.050,0.085,0.005,12009,,48,3288725,64%,0.005,,,Active
"=""86641D""",SPSETIA-C1D,Technology,0.075,0.08,0.075,+0.005,0.080,0.070,0.105,0.025,540,,85,141190,63%,0.006,,,Active
"=""86641E""",SPSETIA-C1E,Technology,0.07,0.07,0.065,+0.005,0.070,0.070,0.09,0.045,20,,50,1387770,61%,0.007,,,Active
"=""86641F""",SPSETIA-C1F,Technology,0.14,0.15,0.145,+0.005,0.150,0.130,0.195,0.045,35462,,45,3292860,64%,0.016,,,Active
"=""86641G""",SPSETIA-C1G,Technology,0.09,0.09,0.090,-,0.090,0.085,0.115,0.055,13300,,47,-,67%,,,,Active
"=""86641H""",SPSETIA-C1H,Technology,0.11,0.115,0.110,+0.005,0.115,0.100,0.155,0.08,3692,,68,-,0%,,,,Active
"=""866499""",SPSETIA-C99,Technology,,,0.005,,-,-,0.06,0.005,0,,-,485650,100%,-0.007,,,Active
"=""8664PA""",SPSETIA-PA,Industrial & Consumer Products,,,0.960,,-,-,0.99,0.92,0,,-,138090,58%,,,,Active
"=""8664PC""",SPSETIA-PC,Industrial & Consumer Products,,,0.430,,-,-,0.65,0.38,0,,-,20370,64%,0.01,,,Active
"=""1562""",SPTOTO,Industrial & Consumer Products,1.34,1.33,1.340,-0.010,1.340,1.320,1.59,1.28,13753,6.02%,88,621950,53%,-0.005,17.66,7.57,Active
"=""0129""",SRIDGE,Property,0.31,0.31,0.310,-,0.315,0.305,0.585,0.165,87830,,59,8294070,56%,0.004,1.12,52.56,Active
"=""0045""",SSB8,Property,0.57,0.57,0.575,-0.005,0.570,0.565,0.645,0.375,3718,1.75%,29,1507115,42%,-0.01,1.77,29.64,Active
"=""0287""",SSF,Property,0.405,0.4,0.410,-0.010,0.405,0.400,0.42,0.335,5908,1.25%,57,1533115,44%,,0.74,54.23,Active
"=""5665""",SSTEEL,Industrial & Consumer Products,0.355,0.355,0.355,-,0.355,0.355,0.495,0.29,50,,-,96895,40%,-0.001,-9.37,,Active
"=""6084""",STAR,Industrial & Consumer Products,0.325,0.33,0.325,+0.005,0.330,0.325,0.45,0.325,840,,97,104355,33%,-0.004,9.22,3.65,Active
"=""0080""",STRAITS,Property,0.075,0.08,0.080,-,0.080,0.075,0.1,0.065,2430,,4,425155,50%,,0.84,11.71,Active
"=""6904""",SUBUR,Industrial & Consumer Products,,,0.720,,-,-,0.76,0.51,0,,-,28600,62%,0.011,1.7,55.22,Active
"=""7207""",SUCCESS,Industrial & Consumer Products,0.61,0.6,0.600,-,0.610,0.600,0.7,0.565,700,5.17%,29,90815,45%,-0.002,4.5,15.35,Active
"=""0349""",SUMI,Property,0.11,0.11,0.115,-0.005,0.115,0.110,0.205,0.08,1552,,-,1101305,50%,0.001,313.0,9.27,Active
"=""5263""",SUNCON,Industrial & Consumer Products,6.27,6.25,6.270,-0.020,6.320,6.180,6.58,3.72,26556,1.36%,47,2659025,70%,0.066,14.5,41.94,Active
"=""526334""",SUNCON-C34,Technology,,,0.240,,-,-,0.35,0.165,0,,-,83565,54%,-0.009,,,Active
"=""526340""",SUNCON-C40,Technology,,,0.110,,-,-,0.275,0.095,0,,-,7100,47%,-0.008,,,Active
"=""526343""",SUNCON-C43,Technology,0.05,0.05,0.055,-0.005,0.050,0.050,0.135,0.035,300,,43,336500,58%,-0.002,,,Active
"=""526345""",SUNCON-C45,Technology,0.045,0.04,0.045,-0.005,0.045,0.040,0.185,0.025,17345,,48,920920,53%,-0.005,,,Active
"=""526346""",SUNCON-C46,Technology,,,0.065,,-,-,0.18,0.055,0,,-,91000,36%,-0.019,,,Active
"=""526347""",SUNCON-C47,Technology,,,0.045,,-,-,0.2,0.04,0,,-,969250,23%,-0.012,,,Active
"=""526348""",SUNCON-C48,Technology,0.165,0.165,0.165,-,0.165,0.165,0.255,0.135,264,,-,1008305,44%,-0.001,,,Active
"=""526349""",SUNCON-C49,Technology,,,0.150,,-,-,0.18,0.075,0,,-,1229625,71%,0.005,,,Active
"=""526350""",SUNCON-C50,Technology,0.23,0.23,0.235,-0.005,0.235,0.225,0.26,0.17,300,,50,168300,70%,0.003,,,Active
"=""526351""",SUNCON-C51,Technology,,,0.045,,-,-,0.105,0.015,0,,-,214995,59%,,,,Active
"=""526352""",SUNCON-C52,Technology,0.1,0.095,0.100,-0.005,0.100,0.095,0.12,0.06,6450,,36,2185005,67%,0.001,,,Active
"=""526353""",SUNCON-C53,Technology,0.115,0.115,0.125,-0.010,0.115,0.115,0.135,0.07,10,,100,113655,61%,,,,Active
"=""526354""",SUNCON-C54,Technology,0.265,0.255,0.260,-0.005,0.265,0.250,0.285,0.185,12720,,63,2257780,69%,0.008,,,Active
"=""526355""",SUNCON-C55,Technology,,,0.130,,-,-,0.18,0.115,0,,-,429200,37%,,,,Active
"=""526356""",SUNCON-C56,Technology,0.095,0.095,0.105,-0.010,0.095,0.095,0.105,0.07,2000,,60,-,0%,,,,Active
"=""526357""",SUNCON-C57,Technology,0.19,0.19,0.195,-0.005,0.195,0.190,0.205,0.16,250,,44,-,0%,,,,Active
"=""526358""",SUNCON-C58,Technology,0.14,0.14,0.145,-0.005,0.145,0.140,0.155,0.125,45900,,72,-,0%,,,,Active
"=""526359""",SUNCON-C59,Technology,0.1,0.095,0.100,-0.005,0.100,0.095,0.1,0.1,15549,,61,-,0%,,,,Active
"=""526360""",SUNCON-C60,Technology,0.14,0.145,-,-0.005,0.145,0.140,,,1000,,50,-,0%,,,,New
"=""0345""",SUNLOGY,Property,0.265,0.27,0.265,+0.005,0.270,0.265,0.465,0.195,1052,,96,1365985,57%,-0.002,2.2,12.28,Active
"=""03050""",SUNMOW,Utilities,,,1.030,,-,-,1.25,1.0,0,,-,31450,48%,-0.05,,,Active
"=""030501""",SUNMOW-PA,Utilities,,,0.410,,-,-,0.425,0.425,0,,-,-,0%,,,,Active
"=""030502""",SUNMOW-WA,Utilities,,,0.400,,-,-,0.5,0.4,0,,-,-,0%,,,,Active
"=""5176""",SUNREIT,Industrial & Consumer Products,2.59,2.63,2.590,+0.040,2.650,2.590,2.61,1.65,68516,5.51%,51,7170765,68%,0.061,15.08,16.7,Active
"=""3743""",SUNSURIA,Industrial & Consumer Products,0.37,0.37,0.375,-0.005,0.370,0.370,0.455,0.355,1612,,-,141325,27%,-0.01,4.13,7.89,Active
"=""0262""",SUNVIEW,Property,0.355,0.355,0.360,-0.005,0.355,0.345,0.44,0.295,83981,,96,7125875,33%,-0.006,1.17,31.79,Active
"=""5211""",SUNWAY,Industrial & Consumer Products,5.74,5.7,5.730,-0.030,5.760,5.690,5.93,3.93,38472,1.05%,33,6301270,62%,0.038,16.74,30.25,Active
"=""521142""",SUNWAY-C42,Technology,,,0.140,,-,-,0.23,0.125,0,,-,6100,100%,-0.008,,,Active
"=""521143""",SUNWAY-C43,Technology,,,0.125,,-,-,0.215,0.1,0,,-,634875,45%,-0.004,,,Active
"=""521145""",SUNWAY-C45,Technology,,,0.310,,-,-,0.385,0.15,0,,-,799780,57%,0.01,,,Active
"=""521146""",SUNWAY-C46,Technology,,,0.170,,-,-,0.19,0.14,0,,-,54550,57%,,,,Active
"=""521147""",SUNWAY-C47,Technology,,,0.070,,-,-,0.215,0.07,0,,-,461705,33%,-0.009,,,Active
"=""521149""",SUNWAY-C49,Technology,,,0.020,,-,-,0.09,0.02,0,,-,224730,46%,-0.003,,,Active
"=""521150""",SUNWAY-C50,Technology,,,0.040,,-,-,0.09,0.035,0,,-,-,0%,,,,Active
"=""521151""",SUNWAY-C51,Technology,0.07,0.07,0.075,-0.005,0.070,0.070,0.14,0.06,568,,100,1358915,58%,,,,Active
"=""521152""",SUNWAY-C52,Technology,0.135,0.13,0.135,-0.005,0.135,0.125,0.165,0.09,14711,,25,2143390,60%,0.003,,,Active
"=""521153""",SUNWAY-C53,Technology,,,0.065,,-,-,0.12,0.06,0,,-,817520,45%,-0.002,,,Active
"=""521154""",SUNWAY-C54,Technology,,,0.085,,-,-,0.09,0.085,0,,-,-,0%,,,,Active
"=""521155""",SUNWAY-C55,Technology,,,0.080,,-,-,0.125,0.08,0,,-,-,0%,,,,Active
"=""0148""",SUNZEN,Property,,,0.255,,-,-,0.35,0.245,0,,-,735830,50%,-0.001,0.37,74.16,Active
"=""0148WC""",SUNZEN-WC,Property,,,0.060,,-,-,0.11,0.045,0,,-,524095,63%,,,,Active
"=""7235""",SUPERLN,Industrial & Consumer Products,0.7,0.69,0.695,-0.005,0.700,0.680,0.895,0.665,42,3.99%,5,35325,46%,-0.009,7.81,8.92,Active
"=""7106""",SUPERMX,Industrial & Consumer Products,0.295,0.295,0.295,-,0.295,0.285,1.23,0.275,58552,,39,7424370,33%,-0.013,-5.2,,Active
"=""71065A""",SUPERMX-C5A,Technology,,,0.005,,-,-,0.08,0.025,0,,-,-,0%,,,,Active
"=""71065C""",SUPERMX-C5C,Technology,,,0.005,,-,-,0.095,0.005,0,,-,1139490,31%,,,,Active
"=""71065D""",SUPERMX-C5D,Technology,,,0.005,,-,-,0.05,0.005,0,,-,186190,22%,-0.005,,,Active
"=""71065E""",SUPERMX-C5E,Technology,,,0.045,,-,-,0.045,0.03,0,,-,-,0%,,,,Active
"=""71065F""",SUPERMX-C5F,Technology,,,0.020,,-,-,0.04,0.015,0,,-,-,0%,,,,Active
"=""71065G""",SUPERMX-C5G,Technology,0.005,0.005,0.005,-,0.005,0.005,0.075,0.005,100,,100,362135,45%,-0.007,,,Active
"=""71065H""",SUPERMX-C5H,Technology,0.01,0.01,0.015,-0.005,0.010,0.010,0.06,0.01,420,,89,355740,50%,-0.005,,,Active
"=""71065I""",SUPERMX-C5I,Technology,,,0.030,,-,-,0.04,0.03,0,,-,-,0%,,,,Active
"=""71065J""",SUPERMX-C5J,Technology,,,0.035,,-,-,0.055,0.035,0,,-,-,0%,,,,Active
"=""7106WA""",SUPERMX-WA,Industrial & Consumer Products,0.08,0.08,0.085,-0.005,0.080,0.080,0.275,0.08,16,,-,155305,45%,-0.004,,,Active
"=""0330""",SUPREME,Property,0.2,0.21,0.205,+0.005,0.210,0.200,0.265,0.18,2101,4.05%,62,198535,47%,-0.004,2.2,9.68,Active
"=""6521""",SURIA,Industrial & Consumer Products,1.47,1.5,1.500,-,1.500,1.470,2.05,1.38,50,2.00%,88,21790,38%,-0.007,9.68,15.49,Active
"=""5303""",SWIFT,Industrial & Consumer Products,0.42,0.425,0.420,+0.005,0.425,0.415,0.455,0.345,4844,3.76%,77,529235,100%,0.011,4.57,8.98,Active
"=""5135""",SWKPLNT,Industrial & Consumer Products,3.47,3.49,3.470,+0.020,3.500,3.450,3.62,2.18,384,5.73%,49,114660,68%,0.096,32.98,10.52,Active
"=""7186""",SWSCAP,Industrial & Consumer Products,0.11,0.115,0.110,+0.005,0.115,0.110,0.195,0.1,131,,-,85835,25%,-0.007,-1.17,,Active
"=""9717""",SYCAL,Industrial & Consumer Products,0.17,0.17,0.165,+0.005,0.170,0.170,0.205,0.14,5,,-,51505,45%,,0.05,205.74,Active
"=""5173""",SYGROUP,Industrial & Consumer Products,0.815,0.815,0.815,-,0.820,0.815,0.935,0.65,186,,-,119120,48%,-0.003,14.59,5.3,Active
"=""5173CG""",SYGROUP-CG,Technology,,,0.060,,-,-,0.1,0.06,0,,-,154480,27%,-0.004,,,Active
"=""1538""",SYMLIFE,Industrial & Consumer Products,0.18,0.185,0.185,-,0.185,0.175,0.34,0.15,185,,69,499755,33%,-0.004,-1.22,,Active
"=""1538WC""",SYMLIFE-WC,Industrial & Consumer Products,,,0.040,,-,-,0.085,0.04,0,,-,116470,29%,-0.001,,,Active
"=""0279""",SYNERGY,Property,0.28,0.29,0.290,-,0.290,0.270,1.25,0.23,1084,5.66%,72,135800,33%,-0.004,5.57,5.21,Active
"=""0050""",SYSTECH,Property,0.16,0.175,0.160,+0.015,0.185,0.160,0.3,0.125,150737,,77,3029060,67%,0.002,-1.17,,Active
"=""0050WA""",SYSTECH-WA,Property,0.055,0.055,0.055,-,0.060,0.050,0.09,0.025,65360,,59,535295,75%,0.002,,,Active
"=""7228""",T7GLOBAL,Industrial & Consumer Products,0.28,0.28,0.280,-,0.280,0.275,0.5,0.225,874,,76,1037375,25%,-0.006,5.73,5.73,Active
"=""7228WC""",T7GLOBAL-WC,Industrial & Consumer Products,0.035,0.035,0.050,-0.015,0.035,0.035,0.14,0.03,20,,-,51870,55%,-0.002,,,Active
"=""7228WD""",T7GLOBAL-WD,Industrial & Consumer Products,0.04,0.04,0.045,-0.005,0.040,0.040,0.13,0.03,140,,-,219600,50%,,,,Active
"=""5012""",TAANN,Industrial & Consumer Products,4.52,4.52,4.520,-,4.560,4.520,4.77,3.65,6100,7.74%,94,478535,66%,0.096,41.69,8.68,Active
"=""7211""",TAFI,Industrial & Consumer Products,,,0.620,,-,-,0.65,0.49,0,,-,57200,33%,0.009,4.39,14.11,Active
"=""7211WA""",TAFI-WA,Industrial & Consumer Products,0.08,0.08,0.070,+0.010,0.080,0.080,0.1,0.03,75,,100,106440,48%,0.001,,,Active
"=""0241""",TAGHILL,Property,0.06,0.06,0.060,-,0.060,0.060,0.115,0.055,6103,,8,435080,50%,,-4.4,,Active
"=""0241WA""",TAGHILL-WA,Property,,,0.020,,-,-,0.04,0.01,0,,-,156530,50%,,,,Active
"=""6139""",TAKAFUL,Industrial & Consumer Products,3.46,3.41,3.460,-0.050,3.460,3.410,3.67,3.01,2003,4.99%,41,1333025,66%,0.054,45.16,7.87,Active
"=""6139C1""",TAKAFUL-C1,Technology,,,0.005,,-,-,0.08,0.005,0,,-,297625,33%,,,,Active
"=""6139C2""",TAKAFUL-C2,Technology,0.005,0.005,0.005,-,0.005,0.005,0.05,0.005,10,,-,256465,50%,,,,Active
"=""2259""",TALAMT,Industrial & Consumer Products,0.09,0.085,0.090,-0.005,0.090,0.085,0.16,0.08,2640,,19,431820,43%,-0.003,-0.3,,Active
"=""8524""",TALIWRK,Industrial & Consumer Products,0.455,0.46,0.450,+0.010,0.465,0.455,0.78,0.445,11240,4.89%,46,956570,20%,-0.012,4.14,8.63,Active
"=""5191""",TAMBUN,Industrial & Consumer Products,0.795,0.79,0.790,-,0.795,0.790,0.92,0.71,1738,8.73%,36,143895,43%,,11.27,7.01,Active
"=""2429""",TANCO,Industrial & Consumer Products,1.38,1.38,1.380,-,1.400,1.340,2.08,0.69,535624,,31,57186635,74%,0.045,0.27,708.01,Active
"=""2429CD""",TANCO-CD,Technology,,,0.190,,-,-,0.19,0.07,0,,-,81125,67%,0.034,,,Active
"=""2429CE""",TANCO-CE,Technology,0.28,0.285,0.280,+0.005,0.285,0.270,0.285,0.16,29354,,34,1785040,62%,0.013,,,Active
"=""5149""",TAS,Industrial & Consumer Products,0.54,0.53,0.555,-0.025,0.565,0.530,0.68,0.495,661,3.77%,3,215730,33%,-0.013,9.83,5.42,Active
"=""5140""",TASCO,Industrial & Consumer Products,0.455,0.455,0.455,-,0.460,0.450,0.7,0.455,2355,2.75%,1,303870,33%,-0.004,3.27,12.29,Active
"=""0211""",TASHIN,Property,0.205,0.21,0.205,+0.005,0.210,0.205,0.315,0.195,990,,10,70930,25%,-0.002,-0.31,,Active
"=""7097""",TAWIN,Industrial & Consumer Products,0.01,0.01,0.010,-,0.010,0.010,0.04,0.01,1720,,-,996910,43%,,-2.58,,Active
"=""4405""",TCHONG,Industrial & Consumer Products,0.63,0.615,0.635,-0.020,0.630,0.615,0.97,0.28,9585,1.63%,38,2014240,46%,-0.004,-32.86,,Active
"=""0221""",TCS,Property,,,0.100,,-,-,0.165,0.095,0,,-,246250,25%,-0.003,0.28,44.25,Active
"=""0221WB""",TCS-WB,Property,0.015,0.015,0.015,-,0.015,0.010,0.055,0.01,64,,-,242005,40%,-0.001,,,Active
"=""0132""",TDEX,Property,,,0.030,,-,-,0.05,0.03,0,,-,362850,43%,-0.001,-0.4,,Active
"=""2054""",TDM,Industrial & Consumer Products,0.18,0.18,0.175,+0.005,0.180,0.175,0.215,0.16,4326,1.39%,59,366135,60%,,0.65,89.35,Active
"=""7439""",TECGUAN,Industrial & Consumer Products,2.11,2.08,2.080,-,2.110,2.080,2.23,1.5,43,,87,7780,56%,0.018,52.85,3.94,Active
"=""8966""",TECHBASE,Industrial & Consumer Products,0.065,0.065,0.070,-0.005,0.070,0.065,0.145,0.06,2351,,62,550990,33%,-0.006,2.29,2.32,Active
"=""8966LA""",TECHBASE-LA,Telecommunications & Media,,,0.020,,-,-,0.04,0.015,0,,-,738270,33%,-0.002,,,Active
"=""8966WB""",TECHBASE-WB,Industrial & Consumer Products,,,0.005,,-,-,0.02,0.005,0,,-,174990,33%,,,,Active
"=""5289""",TECHBND,Industrial & Consumer Products,0.29,0.29,0.285,+0.005,0.290,0.285,0.405,0.265,6533,3.45%,48,324690,100%,-0.005,2.29,13.86,Active
"=""2739""",TECHNAX,Industrial & Consumer Products,0.025,0.025,0.025,-,0.025,0.025,0.09,0.02,155,,-,1285370,50%,-0.003,12.37,0.02,Active
"=""0343""",TECHSTORE,Property,0.27,0.27,0.270,-,0.270,0.265,0.345,0.16,12720,,54,3134025,56%,-0.007,1.7,21.31,Active
"=""7200""",TEKSENG,Industrial & Consumer Products,0.225,0.225,0.220,+0.005,0.225,0.225,0.29,0.22,642,2.22%,45,191965,25%,-0.001,2.34,8.34,Active
"=""0230""",TELADAN,Industrial & Consumer Products,0.83,0.83,0.830,-,0.830,0.830,1.03,0.81,390,0.60%,-,95970,25%,-0.004,3.53,24.74,Active
"=""0230WA""",TELADAN-WA,Industrial & Consumer Products,,,0.320,,-,-,0.485,0.3,0,,-,20870,60%,-0.006,,,Active
"=""5347""",TENAGA,Industrial & Consumer Products,14.0,14.04,14.000,+0.040,14.040,13.880,14.98,12.5,37437,3.63%,53,5971805,58%,0.116,81.0,17.3,Active
"=""53473A""",TENAGA-C3A,Technology,0.005,0.005,0.015,-0.010,0.005,0.005,0.16,0.01,1060,,53,105025,25%,-0.004,,,Active
"=""53473D""",TENAGA-C3D,Technology,,,0.005,,-,-,0.145,0.005,0,,-,1219515,26%,-0.018,,,Active
"=""53473G""",TENAGA-C3G,Technology,0.015,0.015,0.020,-0.005,0.015,0.015,0.085,0.01,19181,,58,907250,50%,,,,Active
"=""53473H""",TENAGA-C3H,Technology,,,0.025,,-,-,0.09,0.025,0,,-,-,0%,,,,Active
"=""53473I""",TENAGA-C3I,Technology,,,0.035,,-,-,0.1,0.02,0,,-,2881635,43%,-0.001,,,Active
"=""53473J""",TENAGA-C3J,Technology,0.04,0.04,0.040,-,0.040,0.040,0.095,0.01,5,,-,387080,45%,0.004,,,Active
"=""53473K""",TENAGA-C3K,Technology,0.06,0.06,0.065,-0.005,0.060,0.060,0.09,0.03,14700,,65,3964405,50%,,,,Active
"=""53473L""",TENAGA-C3L,Technology,,,0.110,,-,-,0.115,0.065,0,,-,933910,64%,0.004,,,Active
"=""53473M""",TENAGA-C3M,Technology,0.115,0.115,0.115,-,0.115,0.105,0.14,0.035,36132,,53,2778355,56%,0.006,,,Active
"=""53473N""",TENAGA-C3N,Technology,0.075,0.08,0.080,-,0.080,0.075,0.1,0.035,201,,-,887650,50%,0.005,,,Active
"=""53473O""",TENAGA-C3O,Technology,0.12,0.12,0.125,-0.005,0.120,0.120,0.145,0.085,9780,,50,1244120,44%,0.004,,,Active
"=""53473P""",TENAGA-C3P,Technology,0.1,0.1,0.105,-0.005,0.100,0.100,0.115,0.075,20,,50,647580,50%,,,,Active
"=""53473Q""",TENAGA-C3Q,Technology,0.105,0.105,0.110,-0.005,0.105,0.105,0.12,0.1,15303,,61,-,56%,,,,Active
"=""53473R""",TENAGA-C3R,Technology,0.075,0.075,0.075,-,0.075,0.070,0.095,0.07,25579,,41,-,0%,,,,Active
"=""53473S""",TENAGA-C3S,Technology,0.09,0.09,0.150,-0.060,0.090,0.090,,,1000,,-,-,0%,,,,Active
"=""53473T""",TENAGA-C3T,Technology,0.06,0.06,0.060,-,0.060,0.060,0.07,0.06,3000,,50,-,0%,,,,Active
"=""054647""",TENCENT-C47,Technology,,,0.020,,-,-,0.27,0.02,0,,-,3433705,27%,-0.03,,,Active
"=""054648""",TENCENT-C48,Technology,0.055,0.055,0.065,-0.010,0.055,0.055,0.17,0.065,60010,,33,10869685,17%,-0.016,,,Active
"=""054649""",TENCENT-C49,Technology,,,0.045,,-,-,0.095,0.045,0,,-,-,0%,,,,Active
"=""05461G""",TENCENT-H1G,Technology,0.015,0.015,0.020,-0.005,0.015,0.015,0.125,0.01,500,,-,454230,31%,-0.013,,,Active
"=""7252""",TEOSENG,Industrial & Consumer Products,1.04,1.04,1.040,-,1.050,1.030,1.24,0.825,5839,3.85%,39,550890,43%,0.011,24.09,4.39,Active
"=""7252CF""",TEOSENG-CF,Technology,,,0.040,,-,-,0.1,0.04,0,,-,102125,45%,-0.009,,,Active
"=""0569C7""",TESLA-C7,Technology,,,0.120,,-,-,0.18,0.085,0,,-,-,56%,,,,Active
"=""8702""",TEXCHEM,Industrial & Consumer Products,0.84,0.84,0.840,-,0.840,0.840,0.925,0.67,11,,9,90710,53%,0.014,5.75,20.01,Active
"=""0089""",TEXCYCL,Property,1.15,1.15,1.150,-,1.150,1.150,1.24,0.805,108,,-,439345,40%,0.025,5.35,21.69,Active
"=""0145""",TFP,Property,0.02,0.025,0.020,+0.005,0.025,0.020,0.045,0.015,46,,2,465685,40%,,-0.48,,Active
"=""9369""",TGL,Industrial & Consumer Products,0.9,0.9,0.850,+0.050,0.900,0.900,1.1,0.83,4,5.56%,100,17540,34%,-0.027,12.98,7.11,Active
"=""7034""",TGUAN,Industrial & Consumer Products,1.14,1.15,1.140,+0.010,1.160,1.140,1.48,0.97,1027,2.17%,81,207840,36%,-0.009,17.67,6.53,Active
"=""9075""",THETA,Industrial & Consumer Products,0.65,0.665,0.650,+0.015,0.670,0.645,1.48,0.53,1964,,60,481120,21%,-0.023,-15.1,,Active
"=""0375""",THMY,Property,1.01,1.06,1.010,+0.050,1.070,1.010,1.17,0.735,45080,,35,4171130,46%,0.005,,,Active
"=""5112""",THPLANT,Industrial & Consumer Products,0.58,0.575,0.580,-0.005,0.585,0.575,0.635,0.485,466,5.22%,11,592965,69%,0.005,6.47,5.22,Active
