Code,Stock,Prv Close,High,Low,Last,Vol,Status,P/E,EPS*,"MACD (26, 12)",Vol MA (20),DY*,Y-Low,Y-High,RSI (14),Open,Sector,Chg,B%,code_clean,name_clean,price_num,volume_num,instrument_type,sector_raw,sector_name,daily_change
"=""0129""",SRIDGE,0.310,0.320,0.310,0.32,93425,Active,54.26,1.12,0.004,8502460,,0.165,0.58,56%,0.31,463,+0.010,66,0129,SRIDGE,0.32,8502460.0,Stock,463,Property,0.0
"=""0045""",SSB8,0.570,0.575,0.570,0.57,1183,Active,29.64,1.77,-0.009,1460030,1.75%,0.375,0.645,38%,0.575,403,-,89,0045,SSB8,0.57,1460030.0,Stock,403,Property,0.0
"=""0287""",SSF,0.400,0.410,0.400,0.41,30495,Active,55.58,0.74,,1559830,1.22%,0.335,0.42,36%,0.4,401,+0.010,97,0287,SSF,0.41,1559830.0,Stock,401,Property,0.0
"=""6084""",STAR,0.330,0.340,0.330,0.33,1907,Active,3.65,9.22,-0.003,107550,,0.325,0.45,43%,0.33,163,-,58,6084,STAR,0.33,107550.0,Stock,163,Industrial & Consumer Products,0.0
"=""0080""",STRAITS,0.080,0.080,0.075,0.08,601,Active,11.71,0.84,,389115,,0.065,0.1,50%,0.075,464,-,-,0080,STRAITS,0.08,389115.0,Stock,464,Property,0.0
"=""7207""",SUCCESS,0.600,0.605,0.580,0.605,1622,Active,15.48,4.5,-0.003,93300,5.12%,0.565,0.7,43%,0.595,102,+0.005,-,7207,SUCCESS,0.605,93300.0,Stock,102,Industrial & Consumer Products,0.0
"=""0349""",SUMI,0.110,0.110,0.110,0.11,4466,Active,9.27,313.0,,937730,,0.08,0.205,45%,0.11,402,-,-,0349,SUMI,0.11,937730.0,Stock,402,Property,0.0
"=""5263""",SUNCON,6.250,6.240,6.130,6.2,19946,Active,41.6,14.5,0.079,2701570,1.37%,3.72,6.58,67%,6.23,103,-0.050,42,5263,SUNCON,6.2,2701570.0,Stock,103,Industrial & Consumer Products,0.0
"=""526343""",SUNCON-C43,0.050,0.045,0.045,0.045,100,Active,,,-0.002,298000,,0.035,0.135,64%,0.045,303,-0.005,40,526343,SUNCON-C43,0.045,298000.0,Warrant,303,Technology,0.0
"=""526345""",SUNCON-C45,0.040,0.035,0.030,0.035,3000,Active,,,-0.005,990045,,0.025,0.185,50%,0.03,303,-0.005,50,526345,SUNCON-C45,0.035,990045.0,Warrant,303,Technology,0.0
"=""526347""",SUNCON-C47,0.045,0.040,0.040,0.04,20,Active,,,-0.012,969250,,0.04,0.2,23%,0.04,303,-0.005,100,526347,SUNCON-C47,0.04,969250.0,Warrant,303,Technology,0.0
"=""526348""",SUNCON-C48,0.165,0.155,0.155,0.155,704,Active,,,,1000825,,0.135,0.255,46%,0.155,303,-0.010,50,526348,SUNCON-C48,0.155,1000825.0,Warrant,303,Technology,0.0
"=""526350""",SUNCON-C50,0.230,0.225,0.220,0.225,260,Active,,,0.004,169400,,0.17,0.26,67%,0.22,303,-0.005,50,526350,SUNCON-C50,0.225,169400.0,Warrant,303,Technology,0.0
"=""526351""",SUNCON-C51,0.045,0.030,0.030,0.03,2600,Active,,,,214995,,0.015,0.105,59%,0.03,303,-0.015,56,526351,SUNCON-C51,0.03,214995.0,Warrant,303,Technology,0.0
"=""526352""",SUNCON-C52,0.095,0.090,0.090,0.09,7000,Active,,,0.002,2045890,,0.06,0.12,64%,0.09,303,-0.005,44,526352,SUNCON-C52,0.09,2045890.0,Warrant,303,Technology,0.0
"=""526354""",SUNCON-C54,0.255,0.255,0.245,0.25,21892,Active,,,0.009,2228435,,0.185,0.285,66%,0.255,303,-0.005,26,526354,SUNCON-C54,0.25,2228435.0,Warrant,303,Technology,0.0
"=""526356""",SUNCON-C56,0.095,0.095,0.090,0.09,1100,Active,,,,-,,0.07,0.105,0%,0.095,303,-0.005,45,526356,SUNCON-C56,0.09,,Warrant,303,Technology,0.0
"=""526357""",SUNCON-C57,0.190,0.190,0.185,0.185,190,Active,,,,-,,0.16,0.205,0%,0.19,303,-0.005,53,526357,SUNCON-C57,0.185,,Warrant,303,Technology,0.0
"=""526358""",SUNCON-C58,0.140,0.140,0.135,0.135,28700,Active,,,,-,,0.125,0.155,0%,0.14,303,-0.005,48,526358,SUNCON-C58,0.135,,Warrant,303,Technology,0.0
"=""526359""",SUNCON-C59,0.095,0.100,0.090,0.09,16799,Active,,,,-,,0.095,0.1,0%,0.1,303,-0.005,70,526359,SUNCON-C59,0.09,,Warrant,303,Technology,0.0
"=""0345""",SUNLOGY,0.270,0.270,0.265,0.265,578,Active,12.05,2.2,-0.001,1262645,,0.195,0.465,57%,0.27,403,-0.005,4,0345,SUNLOGY,0.265,1262645.0,Stock,403,Property,0.0
"=""5176""",SUNREIT,2.630,2.670,2.610,2.66,72583,Active,16.89,15.08,0.063,6991475,5.44%,1.65,2.65,78%,2.63,150,+0.030,28,5176,SUNREIT,2.66,6991475.0,Stock,150,Industrial & Consumer Products,0.0
"=""3743""",SUNSURIA,0.370,0.370,0.370,0.37,942,Active,7.89,4.13,-0.011,148880,,0.355,0.455,25%,0.37,120,-,40,3743,SUNSURIA,0.37,148880.0,Stock,120,Industrial & Consumer Products,0.0
"=""0262""",SUNVIEW,0.355,0.355,0.350,0.35,97645,Active,31.35,1.17,-0.005,7196405,,0.295,0.44,33%,0.35,461,-0.005,88,0262,SUNVIEW,0.35,7196405.0,Stock,461,Property,0.0
"=""5211""",SUNWAY,5.700,5.710,5.680,5.7,58031,Active,30.25,16.74,0.032,6060835,1.05%,3.93,5.93,59%,5.7,102,-,77,5211,SUNWAY,5.7,6060835.0,Stock,102,Industrial & Consumer Products,0.0
"=""521149""",SUNWAY-C49,0.020,0.020,0.020,0.02,1300,Active,,,-0.003,224730,,0.02,0.09,46%,0.02,302,-,62,521149,SUNWAY-C49,0.02,224730.0,Warrant,302,Technology,0.0
"=""521152""",SUNWAY-C52,0.130,0.125,0.125,0.125,5475,Active,,,0.002,2109870,,0.09,0.165,57%,0.125,302,-0.005,-,521152,SUNWAY-C52,0.125,2109870.0,Warrant,302,Technology,0.0
"=""0148""",SUNZEN,0.255,0.250,0.250,0.25,6215,Active,72.7,0.37,-0.001,735830,,0.245,0.35,50%,0.25,401,-0.005,2,0148,SUNZEN,0.25,735830.0,Stock,401,Property,0.0
"=""7235""",SUPERLN,0.690,0.700,0.680,0.7,26,Active,9.04,7.81,-0.008,30840,3.93%,0.665,0.895,43%,0.68,102,+0.010,4,7235,SUPERLN,0.7,30840.0,Stock,102,Industrial & Consumer Products,0.0
"=""7106""",SUPERMX,0.295,0.300,0.290,0.295,13570,Active,,-5.2,-0.012,7407530,,0.275,1.21,37%,0.295,162,-,65,7106,SUPERMX,0.295,7407530.0,Stock,162,Industrial & Consumer Products,0.0
"=""71065H""",SUPERMX-C5H,0.010,0.010,0.010,0.01,200,Active,,,-0.005,276090,,0.01,0.06,33%,0.01,362,-,-,71065H,SUPERMX-C5H,0.01,276090.0,Stock,362,Technology,0.0
"=""7106WA""",SUPERMX-WA,0.080,0.085,0.080,0.085,95,Active,,,-0.004,149410,,0.08,0.275,42%,0.08,162,+0.005,13,7106WA,SUPERMX-WA,0.085,149410.0,Warrant,162,Industrial & Consumer Products,0.0
"=""0330""",SUPREME,0.210,0.215,0.200,0.21,1360,Active,9.68,2.2,-0.003,208140,4.05%,0.18,0.265,44%,0.2,401,-,81,0330,SUPREME,0.21,208140.0,Stock,401,Property,0.0
"=""5303""",SWIFT,0.425,0.425,0.420,0.425,7041,Active,8.98,4.57,0.011,546585,3.76%,0.345,0.455,100%,0.42,164,-,88,5303,SWIFT,0.425,546585.0,Stock,164,Industrial & Consumer Products,0.0
"=""5135""",SWKPLNT,3.490,3.480,3.460,3.46,73,Active,10.43,32.98,0.095,111420,5.78%,2.18,3.62,66%,3.46,125,-0.030,79,5135,SWKPLNT,3.46,111420.0,Stock,125,Industrial & Consumer Products,0.0
"=""7186""",SWSCAP,0.115,0.115,0.105,0.115,242,Active,,-1.17,-0.007,86145,,0.1,0.195,31%,0.105,101,-,79,7186,SWSCAP,0.115,86145.0,Stock,101,Industrial & Consumer Products,0.0
"=""5173""",SYGROUP,0.815,0.820,0.810,0.82,712,Active,5.33,14.59,-0.003,111220,,0.65,0.935,40%,0.815,164,+0.005,25,5173,SYGROUP,0.82,111220.0,Stock,164,Industrial & Consumer Products,0.0
"=""1538""",SYMLIFE,0.185,0.185,0.180,0.185,262,Active,,-1.22,-0.004,481465,,0.15,0.34,20%,0.18,120,-,32,1538,SYMLIFE,0.185,481465.0,Stock,120,Industrial & Consumer Products,0.0
"=""0050""",SYSTECH,0.175,0.175,0.155,0.165,35372,Active,,-1.17,0.003,3751020,,0.125,0.3,78%,0.17,405,-0.010,35,0050,SYSTECH,0.165,3751020.0,Stock,405,Property,0.0
"=""0050WA""",SYSTECH-WA,0.055,0.050,0.045,0.045,23404,Active,,,0.002,858710,,0.025,0.09,75%,0.05,405,-0.010,1,0050WA,SYSTECH-WA,0.045,858710.0,Warrant,405,Property,0.0
"=""7228""",T7GLOBAL,0.280,0.280,0.270,0.275,9639,Active,5.63,5.73,-0.006,959370,,0.225,0.5,18%,0.275,161,-0.005,63,7228,T7GLOBAL,0.275,959370.0,Stock,161,Industrial & Consumer Products,0.0
"=""7228WC""",T7GLOBAL-WC,0.035,0.040,0.040,0.04,411,Active,,,-0.003,48465,,0.03,0.14,38%,0.04,161,+0.005,-,7228WC,T7GLOBAL-WC,0.04,48465.0,Warrant,161,Industrial & Consumer Products,0.0
"=""7228WD""",T7GLOBAL-WD,0.040,0.050,0.040,0.05,783,Active,,,,171205,,0.03,0.13,50%,0.04,161,+0.010,-,7228WD,T7GLOBAL-WD,0.05,171205.0,Warrant,161,Industrial & Consumer Products,0.0
"=""5012""",TAANN,4.520,4.630,4.520,4.53,4018,Active,8.7,41.69,0.088,481580,7.73%,3.65,4.77,59%,4.63,125,+0.010,38,5012,TAANN,4.53,481580.0,Stock,125,Industrial & Consumer Products,0.0
"=""7211""",TAFI,0.620,0.620,0.600,0.62,944,Active,14.11,4.39,0.009,57200,,0.49,0.65,33%,0.61,101,-,35,7211,TAFI,0.62,57200.0,Stock,101,Industrial & Consumer Products,0.0
"=""0241""",TAGHILL,0.060,0.060,0.060,0.06,742,Active,,-4.4,,437995,,0.055,0.115,50%,0.06,403,-,67,0241,TAGHILL,0.06,437995.0,Stock,403,Property,0.0
"=""0241WA""",TAGHILL-WA,0.020,0.020,0.020,0.02,100,Active,,,,156530,,0.01,0.04,50%,0.02,403,-,100,0241WA,TAGHILL-WA,0.02,156530.0,Warrant,403,Property,0.0
"=""6139""",TAKAFUL,3.410,3.420,3.380,3.38,3695,Active,7.8,45.16,0.051,1310050,5.03%,3.01,3.67,52%,3.4,110,-0.030,46,6139,TAKAFUL,3.38,1310050.0,Stock,110,Industrial & Consumer Products,0.0
"=""2259""",TALAMT,0.085,0.090,0.090,0.09,240,Active,,-0.3,-0.003,431975,,0.08,0.16,29%,0.09,120,+0.005,100,2259,TALAMT,0.09,431975.0,Stock,120,Industrial & Consumer Products,0.0
"=""8524""",TALIWRK,0.460,0.470,0.460,0.46,4874,Active,8.63,4.14,-0.011,996210,4.89%,0.445,0.78,33%,0.46,165,-,65,8524,TALIWRK,0.46,996210.0,Stock,165,Industrial & Consumer Products,0.0
"=""2429""",TANCO,1.380,1.430,1.390,1.41,533934,Active,723.4,0.27,0.045,56824300,,0.69,2.08,71%,1.39,120,+0.030,20,2429,TANCO,1.41,56824300.0,Stock,120,Industrial & Consumer Products,0.0
"=""2429CE""",TANCO-CE,0.285,0.295,0.285,0.295,8185,Active,,,0.013,1842335,,0.16,0.285,60%,0.285,320,+0.010,62,2429CE,TANCO-CE,0.295,1842335.0,Warrant,320,Technology,0.0
"=""5149""",TAS,0.530,0.545,0.525,0.545,332,Active,5.58,9.83,-0.015,184790,3.67%,0.495,0.68,22%,0.53,164,+0.015,10,5149,TAS,0.545,184790.0,Stock,164,Industrial & Consumer Products,0.0
"=""5140""",TASCO,0.455,0.460,0.460,0.46,103,Active,12.42,3.27,-0.005,253220,2.72%,0.45,0.7,36%,0.46,164,+0.005,100,5140,TASCO,0.46,253220.0,Stock,164,Industrial & Consumer Products,0.0
"=""0211""",TASHIN,0.210,0.205,0.205,0.205,97,Active,,-0.31,-0.001,75380,,0.195,0.315,67%,0.205,402,-0.005,-,0211,TASHIN,0.205,75380.0,Stock,402,Property,0.0
"=""7097""",TAWIN,0.010,0.010,0.010,0.01,10,Active,,-2.58,,1000975,,0.01,0.04,50%,0.01,102,-,-,7097,TAWIN,0.01,1000975.0,Stock,102,Industrial & Consumer Products,0.0
"=""4405""",TCHONG,0.615,0.625,0.610,0.62,3194,Active,,-32.86,-0.005,1924735,1.61%,0.28,0.97,41%,0.615,101,+0.005,49,4405,TCHONG,0.62,1924735.0,Stock,101,Industrial & Consumer Products,0.0
"=""0221""",TCS,0.100,0.100,0.095,0.1,5533,Active,44.25,0.28,-0.003,246250,,0.095,0.165,25%,0.1,403,-,2,0221,TCS,0.1,246250.0,Stock,403,Property,0.0
"=""0221WB""",TCS-WB,0.015,0.015,0.010,0.015,6137,Active,,,-0.001,234595,,0.01,0.055,40%,0.01,403,-,21,0221WB,TCS-WB,0.015,234595.0,Warrant,403,Property,0.0
"=""0132""",TDEX,0.030,0.030,0.025,0.03,1701,Active,,-0.4,-0.001,362850,,0.03,0.05,43%,0.025,405,-,100,0132,TDEX,0.03,362850.0,Stock,405,Property,0.0
"=""2054""",TDM,0.180,0.175,0.175,0.175,500,Active,86.86,0.65,,372465,1.43%,0.16,0.215,60%,0.175,125,-0.005,-,2054,TDM,0.175,372465.0,Stock,125,Industrial & Consumer Products,0.0
"=""8966""",TECHBASE,0.065,0.070,0.065,0.065,3207,Active,2.32,2.29,-0.006,560315,,0.06,0.145,33%,0.07,101,-,-,8966,TECHBASE,0.065,560315.0,Stock,101,Industrial & Consumer Products,0.0
"=""5289""",TECHBND,0.290,0.290,0.285,0.285,1800,Active,13.62,2.29,-0.005,347840,3.51%,0.265,0.375,25%,0.29,102,-0.005,14,5289,TECHBND,0.285,347840.0,Stock,102,Industrial & Consumer Products,0.0
"=""2739""",TECHNAX,0.025,0.030,0.025,0.025,5783,Active,0.02,12.37,-0.003,1285635,,0.02,0.09,50%,0.03,161,-,-,2739,TECHNAX,0.025,1285635.0,Stock,161,Industrial & Consumer Products,0.0
"=""0343""",TECHSTORE,0.270,0.270,0.255,0.265,11215,Active,20.91,1.7,-0.006,3120370,,0.16,0.345,50%,0.265,405,-0.005,26,0343,TECHSTORE,0.265,3120370.0,Stock,405,Property,0.0
"=""7200""",TEKSENG,0.225,0.225,0.220,0.225,908,Active,8.34,2.34,-0.001,190525,2.22%,0.22,0.29,40%,0.225,101,-,45,7200,TEKSENG,0.225,190525.0,Stock,101,Industrial & Consumer Products,0.0
"=""0230""",TELADAN,0.830,0.830,0.820,0.82,715,Active,24.44,3.53,-0.003,94065,0.61%,0.81,1.03,25%,0.825,120,-0.010,93,0230,TELADAN,0.82,94065.0,Stock,120,Industrial & Consumer Products,0.0
"=""5347""",TENAGA,14.040,14.040,13.860,13.96,53684,Active,17.21,81.0,0.111,5920280,3.65%,12.5,14.98,57%,13.9,165,-0.080,40,5347,TENAGA,13.96,5920280.0,Stock,165,Industrial & Consumer Products,0.0
"=""53473G""",TENAGA-C3G,0.015,0.015,0.015,0.015,21800,Active,,,,953155,,0.01,0.085,43%,0.015,365,-,68,53473G,TENAGA-C3G,0.015,953155.0,Stock,365,Technology,0.0
"=""53473J""",TENAGA-C3J,0.040,0.045,0.030,0.04,1318,Active,,,0.002,386245,,0.01,0.095,50%,0.03,365,-,19,53473J,TENAGA-C3J,0.04,386245.0,Stock,365,Technology,0.0
"=""53473K""",TENAGA-C3K,0.060,0.065,0.060,0.06,23600,Active,,,,3719785,,0.03,0.09,45%,0.06,365,-,37,53473K,TENAGA-C3K,0.06,3719785.0,Stock,365,Technology,0.0
"=""53473L""",TENAGA-C3L,0.110,0.100,0.095,0.095,4,Active,,,0.004,933910,,0.065,0.115,64%,0.1,365,-0.015,50,53473L,TENAGA-C3L,0.095,933910.0,Stock,365,Technology,0.0
"=""53473M""",TENAGA-C3M,0.115,0.115,0.105,0.11,57803,Active,,,0.006,2792710,,0.035,0.14,56%,0.11,365,-0.005,49,53473M,TENAGA-C3M,0.11,2792710.0,Stock,365,Technology,0.0
"=""53473N""",TENAGA-C3N,0.080,0.080,0.070,0.08,2452,Active,,,0.004,886090,,0.035,0.1,53%,0.075,365,-,33,53473N,TENAGA-C3N,0.08,886090.0,Stock,365,Technology,0.0
"=""53473O""",TENAGA-C3O,0.120,0.120,0.120,0.12,7680,Active,,,0.003,1212450,,0.085,0.145,25%,0.12,365,-,30,53473O,TENAGA-C3O,0.12,1212450.0,Stock,365,Technology,0.0
"=""53473P""",TENAGA-C3P,0.100,0.100,0.100,0.1,30,Active,,,0.005,647280,,0.075,0.115,42%,0.1,365,-,100,53473P,TENAGA-C3P,0.1,647280.0,Stock,365,Technology,0.0
"=""53473Q""",TENAGA-C3Q,0.105,0.105,0.100,0.105,10600,Active,,,,-,,0.1,0.12,50%,0.105,365,-,49,53473Q,TENAGA-C3Q,0.105,,Stock,365,Technology,0.0
"=""53473R""",TENAGA-C3R,0.075,0.075,0.070,0.075,17573,Active,,,,-,,0.07,0.095,56%,0.075,365,-,46,53473R,TENAGA-C3R,0.075,,Stock,365,Technology,0.0
"=""53473T""",TENAGA-C3T,0.060,0.060,0.060,0.06,2000,Active,,,,-,,0.06,0.07,0%,0.06,365,-,50,53473T,TENAGA-C3T,0.06,,Stock,365,Technology,0.0
"=""054648""",TENCENT-C48,0.055,0.055,0.055,0.055,2,Active,,,-0.017,10508355,,0.055,0.17,16%,0.055,358,-,50,054648,TENCENT-C48,0.055,10508355.0,Warrant,358,Technology,0.0
"=""054649""",TENCENT-C49,0.045,0.035,0.035,0.035,200,Active,,,,-,,0.045,0.095,0%,0.035,358,-0.010,-,054649,TENCENT-C49,0.035,,Warrant,358,Technology,0.0
"=""7252""",TEOSENG,1.040,1.050,1.030,1.03,2168,Active,4.35,24.09,0.009,568605,3.88%,0.825,1.23,46%,1.04,101,-0.010,43,7252,TEOSENG,1.03,568605.0,Stock,101,Industrial & Consumer Products,0.0
"=""8702""",TEXCHEM,0.840,0.840,0.840,0.84,140,Active,20.01,5.75,0.011,82870,,0.67,0.925,53%,0.84,102,-,-,8702,TEXCHEM,0.84,82870.0,Stock,102,Industrial & Consumer Products,0.0
"=""0089""",TEXCYCL,1.150,1.160,1.150,1.15,22339,Active,21.69,5.35,0.023,439165,,0.805,1.24,40%,1.15,402,-,27,0089,TEXCYCL,1.15,439165.0,Stock,402,Property,0.0
"=""0145""",TFP,0.025,0.025,0.020,0.025,1106,Active,,-0.48,,456585,,0.015,0.045,50%,0.02,405,-,-,0145,TFP,0.025,456585.0,Stock,405,Property,0.0
"=""9369""",TGL,0.900,0.900,0.900,0.9,50,Active,7.11,12.98,-0.023,16265,5.56%,0.83,1.1,49%,0.9,101,-,100,9369,TGL,0.9,16265.0,Stock,101,Industrial & Consumer Products,0.0
"=""7034""",TGUAN,1.150,1.160,1.150,1.16,1453,Active,6.58,17.67,-0.009,208155,2.16%,0.97,1.46,36%,1.15,102,+0.010,15,7034,TGUAN,1.16,208155.0,Stock,102,Industrial & Consumer Products,0.0
"=""9075""",THETA,0.665,0.665,0.650,0.65,2459,Active,,-15.1,-0.021,446600,,0.53,1.48,32%,0.66,105,-0.015,32,9075,THETA,0.65,446600.0,Stock,105,Industrial & Consumer Products,0.0
"=""0375""",THMY,1.060,1.070,1.040,1.06,34345,Active,,,0.008,4186595,,0.735,1.17,41%,1.05,405,-,32,0375,THMY,1.06,4186595.0,Stock,405,Property,0.0
"=""5112""",THPLANT,0.575,0.590,0.575,0.58,3912,Active,5.27,6.47,0.004,563685,5.17%,0.485,0.635,58%,0.575,125,+0.005,70,5112,THPLANT,0.58,563685.0,Stock,125,Industrial & Consumer Products,0.0
"=""7374""",TIENWAH,0.795,0.800,0.795,0.795,200,Active,6.53,9.81,-0.003,19265,7.04%,0.735,0.87,37%,0.8,102,-,18,7374,TIENWAH,0.795,19265.0,Stock,102,Industrial & Consumer Products,0.0
"=""5031""",TIMECOM,5.970,6.030,5.920,5.96,23639,Active,28.59,20.71,0.115,2038210,9.53%,4.63,6.3,63%,5.97,163,-0.010,49,5031,TIMECOM,5.96,2038210.0,Stock,163,Industrial & Consumer Products,0.0
"=""5031C7""",TIMECOM-C7,0.150,0.155,0.155,0.155,30,Active,,,0.014,116955,,0.055,0.21,64%,0.155,363,+0.005,100,5031C7,TIMECOM-C7,0.155,116955.0,Warrant,363,Technology,0.0
"=""7854""",TIMWELL,0.860,0.860,0.860,0.86,767,Active,,-0.43,0.041,122850,,0.245,0.895,43%,0.86,102,-,10,7854,TIMWELL,0.86,122850.0,Stock,102,Industrial & Consumer Products,0.0
"=""4863""",TM,7.960,8.020,7.830,7.88,39448,Active,14.83,52.56,0.042,4889745,3.93%,6.19,8.14,60%,7.95,163,-0.080,49,4863,TM,7.88,4889745.0,Stock,163,Industrial & Consumer Products,0.0
"=""48631X""",TM-C1X,0.050,0.045,0.045,0.045,20,Active,,,-0.004,253560,,0.05,0.09,40%,0.045,363,-0.005,50,48631X,TM-C1X,0.045,253560.0,Stock,363,Technology,0.0
"=""48631Y""",TM-C1Y,0.200,0.205,0.180,0.185,20627,Active,,,0.005,1940415,,0.075,0.235,60%,0.205,363,-0.015,50,48631Y,TM-C1Y,0.185,1940415.0,Stock,363,Technology,0.0
"=""48632B""",TM-C2B,0.100,0.095,0.085,0.085,14250,Active,,,,1116390,,0.06,0.13,64%,0.095,363,-0.015,60,48632B,TM-C2B,0.085,1116390.0,Stock,363,Technology,0.0
"=""48632E""",TM-C2E,0.085,0.080,0.080,0.08,1000,Active,,,,-,,0.075,0.125,37%,0.08,363,-0.005,-,48632E,TM-C2E,0.08,,Stock,363,Technology,0.0
"=""48632G""",TM-C2G,0.100,0.095,0.085,0.085,14572,Active,,,,-,,0.08,0.115,60%,0.095,363,-0.015,55,48632G,TM-C2G,0.085,,Stock,363,Technology,0.0
"=""48632H""",TM-C2H,-,0.105,0.100,0.1,200,New,,,,-,,,,0%,0.105,363,-0.050,45,48632H,TM-C2H,0.1,,Stock,363,Technology,0.0
"=""0101""",TMCLIFE,0.485,0.490,0.480,0.49,1671,Active,236.7,0.21,0.006,197490,0.39%,0.365,0.495,58%,0.485,162,+0.005,93,0101,TMCLIFE,0.49,197490.0,Stock,162,Industrial & Consumer Products,0.0
"=""5330""",TMK,1.310,1.310,1.290,1.3,1606,Active,11.64,50.0,-0.015,424785,4.23%,0.995,1.68,27%,1.31,102,-0.010,47,5330,TMK,1.3,424785.0,Stock,102,Industrial & Consumer Products,0.0
"=""8397""",TNLOGIS,0.810,0.805,0.790,0.8,905,Active,9.95,7.88,0.005,76060,2.30%,0.61,0.895,57%,0.8,164,-0.010,62,8397,TNLOGIS,0.8,76060.0,Stock,164,Industrial & Consumer Products,0.0
"=""7230""",TOMEI,2.040,2.030,2.000,2.02,613,Active,2.51,77.07,0.006,231250,,1.46,2.13,50%,2.02,101,-0.020,52,7230,TOMEI,2.02,231250.0,Stock,101,Industrial & Consumer Products,0.0
"=""7285""",TOMYPAK,0.240,0.230,0.230,0.23,100,Active,,-4.47,-0.003,231155,,0.225,0.36,43%,0.23,102,-0.010,-,7285,TOMYPAK,0.23,231155.0,Stock,102,Industrial & Consumer Products,0.0
"=""5010""",TONGHER,1.400,1.380,1.380,1.38,16,Active,27.91,1.15,-0.009,22220,5.43%,1.32,1.68,43%,1.38,102,-0.020,100,5010,TONGHER,1.38,22220.0,Stock,102,Industrial & Consumer Products,0.0
"=""7113""",TOPGLOV,0.585,0.595,0.580,0.59,94008,Active,37.91,1.36,-0.009,17274180,0.81%,0.57,1.23,42%,0.585,162,+0.005,71,7113,TOPGLOV,0.59,17274180.0,Stock,162,Industrial & Consumer Products,0.0
"=""71135H""",TOPGLOV-C5H,0.030,0.015,0.010,0.01,790,Active,,,-0.005,365245,,0.03,0.09,33%,0.015,362,-0.020,-,71135H,TOPGLOV-C5H,0.01,365245.0,Stock,362,Technology,0.0
"=""71135J""",TOPGLOV-C5J,0.030,0.020,0.020,0.02,46,Active,,,-0.005,84210,,0.03,0.095,33%,0.02,362,-0.010,-,71135J,TOPGLOV-C5J,0.02,84210.0,Stock,362,Technology,0.0
"=""71135K""",TOPGLOV-C5K,0.040,0.035,0.035,0.035,3700,Active,,,-0.005,1711385,,0.03,0.115,44%,0.035,362,-0.005,32,71135K,TOPGLOV-C5K,0.035,1711385.0,Stock,362,Technology,0.0
"=""7113WA""",TOPGLOV-WA,0.145,0.150,0.140,0.145,1699,Active,,,-0.001,472150,,0.14,0.405,50%,0.14,162,-,56,7113WA,TOPGLOV-WA,0.145,472150.0,Warrant,162,Industrial & Consumer Products,0.0
"=""0302""",TOPMIX,0.490,0.500,0.470,0.48,34298,Active,10.5,4.55,0.009,722880,2.08%,0.33,0.52,76%,0.485,402,-0.010,91,0302,TOPMIX,0.48,722880.0,Stock,402,Property,0.0
"=""0332""",TOPVISN,0.170,0.170,0.170,0.17,1,Active,51.13,0.28,-0.003,156355,5.88%,0.16,0.27,43%,0.17,462,-,100,0332,TOPVISN,0.17,156355.0,Stock,462,Property,0.0
"=""7173""",TOYOVEN,0.215,0.215,0.205,0.205,877,Active,37.37,0.77,-0.011,1059330,7.32%,0.19,0.47,45%,0.205,102,-0.010,17,7173,TOYOVEN,0.205,1059330.0,Stock,102,Industrial & Consumer Products,0.0
"=""5054""",TRC,0.330,0.330,0.330,0.33,20,Active,12.29,2.69,-0.006,176540,,0.25,0.4,25%,0.33,103,-,-,5054,TRC,0.33,176540.0,Stock,103,Industrial & Consumer Products,0.0
"=""0199""",TRIMODE,0.170,0.175,0.170,0.175,545,Active,17.72,0.99,-0.005,274240,2.00%,0.15,0.3,33%,0.17,464,+0.005,-,0199,TRIMODE,0.175,274240.0,Stock,464,Property,0.0
"=""0118""",TRIVE,0.015,0.015,0.015,0.015,65,Active,,-0.4,,396680,,0.005,0.045,50%,0.015,161,-,-,0118,TRIVE,0.015,396680.0,Stock,161,Industrial & Consumer Products,0.0
"=""5401""",TROP,1.220,1.290,1.210,1.28,10255,Active,,-8.56,,255455,,1.03,1.3,60%,1.21,120,+0.060,41,5401,TROP,1.28,255455.0,Stock,120,Industrial & Consumer Products,0.0
"=""0297""",TSA,0.850,0.850,0.840,0.84,91,Active,14.05,6.0,0.021,160555,7.14%,0.655,0.85,59%,0.85,402,-0.010,36,0297,TSA,0.84,160555.0,Stock,402,Property,0.0
"=""9059""",TSH,1.230,1.240,1.210,1.21,21558,Active,10.2,10.19,-0.004,1328350,2.07%,1.0,1.4,33%,1.23,125,-0.020,26,9059,TSH,1.21,1328350.0,Stock,125,Industrial & Consumer Products,0.0
"=""905915""",TSH-C15,0.065,0.065,0.060,0.06,3506,Active,,,-0.004,391730,,0.055,0.18,36%,0.065,325,-0.005,50,905915,TSH-C15,0.06,391730.0,Warrant,325,Technology,0.0
"=""905917""",TSH-C17,0.075,0.075,0.075,0.075,200,Active,,,-0.006,49500,,0.07,0.165,43%,0.075,325,-,50,905917,TSH-C17,0.075,49500.0,Warrant,325,Technology,0.0
"=""5042""",TSRCAP,0.235,0.230,0.225,0.225,150,Active,13.32,1.7,-0.009,23645,,0.2,0.305,42%,0.23,103,-0.010,-,5042,TSRCAP,0.225,23645.0,Stock,103,Industrial & Consumer Products,0.0
