Code,Stock,Prv Close,High,Low,Last,Vol,Status,P/E,EPS*,"MACD (26, 12)",Vol MA (20),DY*,Y-Low,Y-High,RSI (14),Open,Sector,Chg,B%,code_clean,name_clean,price_num,volume_num,instrument_type,sector_raw,sector_name,daily_change
"=""0012""",3A,0.700,0.705,0.700,0.705,610,Active,7.98,8.89,-0.001,86330,3.97%,0.69,0.815,44%,0.7,101,+0.005,42,0012,3A,0.705,86330.0,Stock,101,Industrial & Consumer Products,0.0
"=""0328""",3REN,0.350,0.345,0.330,0.335,5896,Active,24.52,1.54,-0.013,2209100,1.49%,0.2,0.48,32%,0.34,405,-0.015,12,0328,3REN,0.335,2209100.0,Stock,405,Property,0.0
"=""5326""",99SMART,3.950,3.960,3.900,3.95,69874,Active,67.68,5.84,0.058,11337015,0.32%,1.92,4.15,57%,3.94,101,-,48,5326,99SMART,3.95,11337015.0,Stock,101,Industrial & Consumer Products,0.0
"=""532612""",99SMART-C12,0.320,0.315,0.315,0.315,596,Active,,,0.042,45785,,0.075,0.335,75%,0.315,301,-0.005,50,532612,99SMART-C12,0.315,45785.0,Warrant,301,Technology,0.0
"=""532614""",99SMART-C14,0.395,0.370,0.370,0.37,1,Active,,,0.074,71230,,0.085,0.415,71%,0.37,301,-0.025,100,532614,99SMART-C14,0.37,71230.0,Warrant,301,Technology,0.0
"=""532617""",99SMART-C17,0.160,0.150,0.145,0.15,560,Active,,,0.006,107070,,0.07,0.18,57%,0.145,301,-0.010,4,532617,99SMART-C17,0.15,107070.0,Warrant,301,Technology,0.0
"=""532618""",99SMART-C18,0.340,0.325,0.325,0.325,200,Active,,,0.025,232320,,0.065,0.38,55%,0.325,301,-0.015,100,532618,99SMART-C18,0.325,232320.0,Warrant,301,Technology,0.0
"=""532620""",99SMART-C20,0.100,0.095,0.095,0.095,8240,Active,,,0.002,1073385,,0.04,0.13,52%,0.095,301,-0.005,18,532620,99SMART-C20,0.095,1073385.0,Warrant,301,Technology,0.0
"=""532621""",99SMART-C21,0.175,0.170,0.170,0.17,230,Active,,,0.013,124950,,0.07,0.21,57%,0.17,301,-0.005,52,532621,99SMART-C21,0.17,124950.0,Warrant,301,Technology,0.0
"=""532622""",99SMART-C22,0.080,0.075,0.075,0.075,40,Active,,,0.002,1358770,,0.045,0.1,44%,0.075,301,-0.005,25,532622,99SMART-C22,0.075,1358770.0,Warrant,301,Technology,0.0
"=""532623""",99SMART-C23,0.230,0.240,0.215,0.24,1222,Active,,,0.011,3673825,,0.09,0.285,57%,0.225,301,+0.010,-,532623,99SMART-C23,0.24,3673825.0,Warrant,301,Technology,0.0
"=""532624""",99SMART-C24,0.375,0.380,0.360,0.375,13032,Active,,,0.02,2352745,,0.135,0.465,57%,0.365,301,-,56,532624,99SMART-C24,0.375,2352745.0,Warrant,301,Technology,0.0
"=""532625""",99SMART-C25,0.165,0.165,0.160,0.165,1800,Active,,,0.01,237170,,0.08,0.2,56%,0.16,301,-,67,532625,99SMART-C25,0.165,237170.0,Warrant,301,Technology,0.0
"=""532626""",99SMART-C26,0.155,0.155,0.155,0.155,862,Active,,,0.01,520475,,0.06,0.195,57%,0.155,301,-,71,532626,99SMART-C26,0.155,520475.0,Warrant,301,Technology,0.0
"=""532627""",99SMART-C27,0.105,0.110,0.100,0.105,22653,Active,,,,-,,0.095,0.135,0%,0.105,301,-,73,532627,99SMART-C27,0.105,,Warrant,301,Technology,0.0
"=""532628""",99SMART-C28,0.080,0.080,0.075,0.08,43471,Active,,,,-,,0.08,0.1,0%,0.08,301,-,49,532628,99SMART-C28,0.08,,Warrant,301,Technology,0.0
"=""532629""",99SMART-C29,0.090,0.085,0.085,0.085,90,Active,,,,-,,0.09,0.11,0%,0.085,301,-0.005,44,532629,99SMART-C29,0.085,,Warrant,301,Technology,0.0
"=""532631""",99SMART-C31,0.070,0.065,0.065,0.065,1742,Active,,,,-,,0.065,0.095,0%,0.065,301,-0.005,29,532631,99SMART-C31,0.065,,Warrant,301,Technology,0.0
"=""532632""",99SMART-C32,0.045,0.050,0.045,0.05,520,Active,,,,-,,0.045,0.045,0%,0.045,301,+0.005,96,532632,99SMART-C32,0.05,,Warrant,301,Technology,0.0
"=""0365""",A1AKK,0.215,0.215,0.205,0.215,3588,Active,30.02,0.82,-0.003,156590,,0.19,0.255,25%,0.215,401,-,24,0365,A1AKK,0.215,156590.0,Stock,401,Property,0.0
"=""0703CK""",A50CHIN-CK,0.085,0.065,0.065,0.065,1000,Active,,,-0.024,788600,,0.065,0.305,38%,0.065,358,-0.020,-,0703CK,A50CHIN-CK,0.065,788600.0,Warrant,358,Technology,0.0
"=""03067""",AAI,0.230,0.230,0.210,0.23,4500,Active,,,,-,,0.19,0.23,0%,0.21,702,-,100,03067,AAI,0.23,,Stock,702,Utilities,0.0
"=""7054""",AASIA,0.085,0.085,0.085,0.085,88,Active,,-0.5,-0.001,23835,,0.075,0.11,40%,0.085,125,-,-,7054,AASIA,0.085,23835.0,Stock,125,Industrial & Consumer Products,0.0
"=""5238""",AAX,1.950,1.960,1.890,1.9,102375,Active,27.87,51.3,0.055,23802860,,1.23,2.33,63%,1.95,101,-0.050,44,5238,AAX,1.9,23802860.0,Stock,101,Industrial & Consumer Products,0.0
"=""523829""",AAX-C29,0.105,0.085,0.085,0.085,100,Active,,,0.009,397365,,0.035,0.24,59%,0.085,301,-0.020,-,523829,AAX-C29,0.085,397365.0,Warrant,301,Technology,0.0
"=""523830""",AAX-C30,0.080,0.080,0.075,0.075,8760,Active,,,0.003,5594960,,0.05,0.15,59%,0.08,301,-0.005,22,523830,AAX-C30,0.075,5594960.0,Warrant,301,Technology,0.0
"=""523831""",AAX-C31,0.130,0.125,0.120,0.12,22629,Active,,,0.009,4135745,,0.075,0.22,60%,0.125,301,-0.010,53,523831,AAX-C31,0.12,4135745.0,Warrant,301,Technology,0.0
"=""523833""",AAX-C33,0.065,0.060,0.055,0.055,359,Active,,,,-,,0.06,0.07,0%,0.06,301,-0.010,97,523833,AAX-C33,0.055,,Warrant,301,Technology,0.0
"=""523834""",AAX-C34,0.085,0.080,0.080,0.08,1500,Active,,,,-,,0.08,0.09,0%,0.08,301,-0.005,33,523834,AAX-C34,0.08,,Warrant,301,Technology,0.0
"=""523835""",AAX-C35,0.115,0.110,0.105,0.105,23156,Active,,,,-,,0.11,0.115,0%,0.11,301,-0.010,54,523835,AAX-C35,0.105,,Warrant,301,Technology,0.0
"=""523836""",AAX-C36,-,0.070,0.065,0.065,150,New,,,,-,,,,0%,0.07,301,-0.085,67,523836,AAX-C36,0.065,,Warrant,301,Technology,0.0
"=""0800EA""",ABFMY1,1.234,1.234,1.230,1.234,12,Active,,,0.001,29840,,1.19,1.3,64%,1.23,657,-,100,0800EA,ABFMY1,1.234,29840.0,Warrant,657,Transportation & Logistics,0.0
"=""7167""",ABLEGLOB,1.650,1.650,1.650,1.65,11,Active,7.32,22.43,0.011,120275,4.55%,1.26,1.72,53%,1.65,101,-,88,7167,ABLEGLOB,1.65,120275.0,Stock,101,Industrial & Consumer Products,0.0
"=""7086""",ABLEGRP,0.070,0.070,0.065,0.065,770,Active,745.8,0.01,,62985,,0.065,0.095,50%,0.07,102,-0.005,52,7086,ABLEGRP,0.065,62985.0,Stock,102,Industrial & Consumer Products,0.0
"=""2488""",ABMB,5.300,5.300,5.270,5.29,10702,Active,12.19,48.49,0.069,3589700,3.67%,3.93,5.59,59%,5.3,110,-0.010,52,2488,ABMB,5.29,3589700.0,Stock,110,Industrial & Consumer Products,0.0
"=""248825""",ABMB-C25,0.115,0.115,0.115,0.115,10,Active,,,0.006,269840,,0.045,0.165,53%,0.115,310,-,-,248825,ABMB-C25,0.115,269840.0,Warrant,310,Technology,0.0
"=""248826""",ABMB-C26,0.145,0.145,0.140,0.14,5905,Active,,,0.007,894405,,0.06,0.2,55%,0.145,310,-0.005,38,248826,ABMB-C26,0.14,894405.0,Warrant,310,Technology,0.0
"=""248827""",ABMB-C27,0.050,0.045,0.045,0.045,600,Active,,,,-,,0.04,0.065,0%,0.045,310,-0.005,67,248827,ABMB-C27,0.045,,Warrant,310,Technology,0.0
"=""248829""",ABMB-C29,0.125,0.120,0.120,0.12,20535,Active,,,,-,,0.125,0.13,0%,0.12,310,-0.005,38,248829,ABMB-C29,0.12,,Warrant,310,Technology,0.0
"=""7131""",ACME,0.110,0.105,0.105,0.105,1088,Active,7.53,1.43,-0.001,132785,,0.1,0.17,50%,0.105,120,-0.005,77,7131,ACME,0.105,132785.0,Stock,120,Industrial & Consumer Products,0.0
"=""0218""",ACO,0.175,0.175,0.165,0.17,4786,Active,11.99,1.42,-0.002,109010,1.18%,0.175,0.235,29%,0.175,402,-0.005,15,0218,ACO,0.17,109010.0,Stock,402,Property,0.0
"=""0276""",ADB,0.680,0.710,0.680,0.71,12004,Active,19.96,3.56,-0.018,635235,5.63%,0.655,1.21,21%,0.68,405,+0.030,60,0276,ADB,0.71,635235.0,Stock,405,Property,0.0
"=""5281""",ADVCON,0.195,0.195,0.190,0.19,4190,Active,,-3.82,-0.001,198575,,0.19,0.25,44%,0.19,103,-0.005,69,5281,ADVCON,0.19,198575.0,Stock,103,Industrial & Consumer Products,0.0
"=""7191""",ADVENTA,0.145,0.150,0.145,0.15,205,Active,22.08,0.69,-0.003,246775,,0.145,0.285,33%,0.145,162,+0.005,4,7191,ADVENTA,0.15,246775.0,Stock,162,Industrial & Consumer Products,0.0
"=""7146""",AEM,0.065,0.060,0.050,0.06,146,Active,,-6.84,,469895,,0.035,0.07,67%,0.055,102,-0.005,52,7146,AEM,0.06,469895.0,Stock,102,Industrial & Consumer Products,0.0
"=""0181""",AEMULUS,0.150,0.155,0.150,0.155,8460,Active,25.83,0.6,-0.009,2237560,,0.15,0.315,21%,0.15,405,+0.005,97,0181,AEMULUS,0.155,2237560.0,Stock,405,Property,0.0
"=""6599""",AEON,1.260,1.270,1.250,1.26,25168,Active,13.82,9.12,0.037,5441410,3.57%,1.01,1.54,64%,1.26,101,-,49,6599,AEON,1.26,5441410.0,Stock,101,Industrial & Consumer Products,0.0
"=""659941""",AEON-C41,0.015,0.010,0.010,0.01,28951,Active,,,-0.002,1742985,,0.005,0.105,75%,0.01,301,-0.005,2,659941,AEON-C41,0.01,1742985.0,Warrant,301,Technology,0.0
"=""659945""",AEON-C45,0.055,0.050,0.050,0.05,1000,Active,,,0.006,1717090,,0.02,0.06,58%,0.05,301,-0.005,-,659945,AEON-C45,0.05,1717090.0,Warrant,301,Technology,0.0
"=""659947""",AEON-C47,0.075,0.065,0.065,0.065,1800,Active,,,0.009,1155360,,0.015,0.08,71%,0.065,301,-0.010,-,659947,AEON-C47,0.065,1155360.0,Warrant,301,Technology,0.0
"=""659949""",AEON-C49,0.075,0.075,0.075,0.075,500,Active,,,,-,,0.06,0.08,62%,0.075,301,-,100,659949,AEON-C49,0.075,,Warrant,301,Technology,0.0
"=""5139""",AEONCR,5.890,5.900,5.830,5.83,854,Active,8.03,72.58,0.035,213215,4.93%,4.85,6.36,44%,5.89,110,-0.060,34,5139,AEONCR,5.83,213215.0,Stock,110,Industrial & Consumer Products,0.0
"=""5185""",AFFIN,2.780,2.780,2.740,2.75,81145,Active,13.67,21.45,0.073,4677930,,2.21,2.9,60%,2.78,110,-0.030,42,5185,AFFIN,2.75,4677930.0,Stock,110,Industrial & Consumer Products,0.0
"=""518525""",AFFIN-C25,0.180,0.170,0.165,0.17,4488,Active,,,0.016,1734660,,0.06,0.185,62%,0.17,310,-0.010,47,518525,AFFIN-C25,0.17,1734660.0,Warrant,310,Technology,0.0
"=""518526""",AFFIN-C26,0.125,0.120,0.120,0.12,680,Active,,,,294400,,0.08,0.13,54%,0.12,310,-0.005,24,518526,AFFIN-C26,0.12,294400.0,Warrant,310,Technology,0.0
"=""518527""",AFFIN-C27,0.115,0.110,0.105,0.105,90,Active,,,,569695,,0.055,0.115,60%,0.11,310,-0.010,-,518527,AFFIN-C27,0.105,569695.0,Warrant,310,Technology,0.0
"=""518529""",AFFIN-C29,0.070,0.065,0.065,0.065,4,Active,,,,-,,0.07,0.07,0%,0.065,310,-0.005,50,518529,AFFIN-C29,0.065,,Warrant,310,Technology,0.0
"=""518530""",AFFIN-C30,0.120,0.115,0.110,0.11,13567,Active,,,,-,,0.115,0.125,0%,0.115,310,-0.010,53,518530,AFFIN-C30,0.11,,Warrant,310,Technology,0.0
"=""0258""",AGMO,0.305,0.310,0.305,0.31,370,Active,10.95,2.5,-0.011,353955,4.84%,0.3,0.56,11%,0.305,405,+0.005,3,0258,AGMO,0.31,353955.0,Stock,405,Property,0.0
"=""0309""",AGRICOR,0.445,0.445,0.445,0.445,100,Active,,-0.4,-0.002,46800,,0.335,0.575,51%,0.445,401,-,100,0309,AGRICOR,0.445,46800.0,Stock,401,Property,0.0
"=""0299""",AGX,0.525,0.525,0.520,0.52,553,Active,17.87,2.94,0.002,297305,1.73%,0.405,0.625,24%,0.525,464,-0.005,70,0299,AGX,0.52,297305.0,Stock,464,Property,0.0
"=""7315""",AHB,0.035,0.035,0.035,0.035,64,Active,,-0.8,,7155090,,0.02,0.04,50%,0.035,101,-,100,7315,AHB,0.035,7155090.0,Stock,101,Industrial & Consumer Products,0.0
"=""7315WC""",AHB-WC,0.015,0.015,0.010,0.015,817,Active,,,,174690,,0.005,0.015,50%,0.01,101,-,8,7315WC,AHB-WC,0.015,174690.0,Warrant,101,Industrial & Consumer Products,0.0
"=""0122""",AIM,0.065,0.070,0.050,0.05,111,Active,,-1.68,0.005,1404875,,0.015,0.075,70%,0.06,402,-0.015,67,0122,AIM,0.05,1404875.0,Stock,402,Property,0.0
"=""0122WA""",AIM-WA,0.025,0.020,0.020,0.02,550,Active,,,0.002,775015,,0.005,0.025,80%,0.02,402,-0.005,100,0122WA,AIM-WA,0.02,775015.0,Warrant,402,Property,0.0
"=""0209""",AIMFLEX,0.085,0.085,0.080,0.08,24073,Active,14.08,0.56,,2008815,,0.075,0.14,50%,0.085,405,-0.005,15,0209,AIMFLEX,0.08,2008815.0,Stock,405,Property,0.0
"=""7219""",AIZO,0.045,0.050,0.045,0.05,11342,Active,,-0.39,-0.001,2391255,,0.04,0.125,50%,0.045,102,+0.005,-,7219,AIZO,0.05,2391255.0,Stock,102,Industrial & Consumer Products,0.0
"=""7219PA""",AIZO-PA,0.010,0.010,0.010,0.01,1000,Active,,,,2392285,,0.005,0.04,50%,0.01,102,-,-,7219PA,AIZO-PA,0.01,2392285.0,Warrant,102,Industrial & Consumer Products,0.0
"=""2658""",AJI,13.620,13.700,13.640,13.64,91,Active,16.7,81.68,-0.013,14990,18.36%,12.36,15.46,33%,13.7,101,+0.020,29,2658,AJI,13.64,14990.0,Stock,101,Industrial & Consumer Products,0.0
"=""7609""",AJIYA,1.030,1.060,1.050,1.05,327,Active,11.55,18.97,-0.009,154630,,0.91,2.59,55%,1.06,102,+0.020,76,7609,AJIYA,1.05,154630.0,Stock,102,Industrial & Consumer Products,0.0
"=""5115""",ALAM,0.260,0.260,0.255,0.255,3446,"Active, Alert",2.49,2.22,-0.003,1250230,,0.025,0.34,37%,0.26,161,-0.005,68,5115,ALAM,0.255,1250230.0,Stock,161,Industrial & Consumer Products,0.0
"=""5115WB""",ALAM-WB,0.085,0.085,0.085,0.085,11102,"Active, Alert",,,-0.001,926405,,0.04,0.145,50%,0.085,161,-,99,5115WB,ALAM-WB,0.085,926405.0,Warrant,161,Industrial & Consumer Products,0.0
"=""5116""",ALAQAR,1.280,1.290,1.280,1.29,181,Active,18.59,6.94,-0.001,97900,5.64%,1.2,1.32,40%,1.29,150,+0.010,36,5116,ALAQAR,1.29,97900.0,Stock,150,Industrial & Consumer Products,0.0
"=""2674""",ALCOM,0.760,0.760,0.760,0.76,100,Active,,-2.91,-0.012,16585,3.95%,0.62,0.825,28%,0.76,102,-,-,2674,ALCOM,0.76,16585.0,Stock,102,Industrial & Consumer Products,0.0
"=""058249""",ALIBABA-C49,0.090,0.085,0.085,0.085,2001,Active,,,-0.005,18663275,,0.075,0.215,33%,0.085,358,-0.005,75,058249,ALIBABA-C49,0.085,18663275.0,Warrant,358,Technology,0.0
"=""058251""",ALIBABA-C51,0.080,0.065,0.065,0.065,1000,Active,,,-0.001,3175815,,0.055,0.125,40%,0.065,358,-0.015,50,058251,ALIBABA-C51,0.065,3175815.0,Warrant,358,Technology,0.0
"=""1163""",ALLIANZ,22.980,23.000,22.500,22.5,653,Active,5.38,401.46,0.612,193065,1.18%,16.5,23.3,55%,23.0,110,-0.480,36,1163,ALLIANZ,22.5,193065.0,Stock,110,Industrial & Consumer Products,0.0
"=""1163PA""",ALLIANZ-PA,22.800,22.500,22.500,22.5,11,Active,,,0.531,11360,,16.68,23.34,47%,22.5,110,-0.300,45,1163PA,ALLIANZ-PA,22.5,11360.0,Warrant,110,Industrial & Consumer Products,0.0
"=""0303""",ALPHA,0.270,0.280,0.270,0.28,20610,Active,23.24,1.18,-0.007,2410265,3.39%,0.26,0.345,14%,0.27,462,+0.010,65,0303,ALPHA,0.28,2410265.0,Stock,462,Property,0.0
"=""0079""",ALRICH,0.060,0.060,0.060,0.06,175,Active,13.19,0.11,0.008,744920,,0.01,0.075,50%,0.06,405,-,-,0079,ALRICH,0.06,744920.0,Stock,405,Property,0.0
"=""5269""",ALSREIT,0.455,0.485,0.470,0.485,202,Active,53.24,0.91,,74110,1.44%,0.33,0.5,40%,0.47,150,+0.030,89,5269,ALSREIT,0.485,74110.0,Stock,150,Industrial & Consumer Products,0.0
"=""1015""",AMBANK,6.490,6.570,6.420,6.49,67033,Active,10.75,60.56,0.038,7664030,4.65%,4.93,6.69,49%,6.47,110,-,41,1015,AMBANK,6.49,7664030.0,Stock,110,Industrial & Consumer Products,0.0
"=""101557""",AMBANK-C57,0.365,0.385,0.345,0.345,14912,Active,,,0.007,1143665,,0.19,0.425,48%,0.365,310,-0.020,55,101557,AMBANK-C57,0.345,1143665.0,Warrant,310,Technology,0.0
"=""101559""",AMBANK-C59,0.175,0.185,0.175,0.175,1042,Active,,,0.007,247365,,0.095,0.225,50%,0.18,310,-,52,101559,AMBANK-C59,0.175,247365.0,Warrant,310,Technology,0.0
"=""101561""",AMBANK-C61,0.095,0.100,0.090,0.09,8952,Active,,,,-,,0.095,0.1,0%,0.095,310,-0.005,72,101561,AMBANK-C61,0.09,,Warrant,310,Technology,0.0
"=""0391""",AMBEST,0.325,0.325,0.315,0.315,86277,Active,,,,-,,0.285,0.365,0%,0.315,402,-0.010,47,0391,AMBEST,0.315,,Stock,402,Property,0.0
"=""5293""",AME,1.580,1.580,1.550,1.57,4487,Active,8.2,14.41,0.007,565795,3.82%,1.46,1.73,65%,1.56,103,-0.010,25,5293,AME,1.57,565795.0,Stock,103,Industrial & Consumer Products,0.0
"=""5307""",AMEREIT,1.760,1.770,1.740,1.77,71,Active,19.56,9.12,0.023,238725,4.20%,1.4,1.77,65%,1.76,150,+0.010,72,5307,AMEREIT,1.77,238725.0,Stock,150,Industrial & Consumer Products,0.0
"=""5120""",AMFIRST,0.330,0.330,0.330,0.33,355,Active,9.19,3.59,0.003,342850,7.27%,0.27,0.335,57%,0.33,150,-,-,5120,AMFIRST,0.33,342850.0,Stock,150,Industrial & Consumer Products,0.0
"=""6351""",AMWAY,5.300,5.300,5.290,5.29,195,Active,9.03,58.58,0.06,16860,11.34%,4.52,6.98,65%,5.3,101,-0.010,91,6351,AMWAY,5.29,16860.0,Stock,101,Industrial & Consumer Products,0.0
"=""7083""",ANALABS,1.740,1.770,1.750,1.77,176,Active,5.22,33.88,-0.003,7340,2.26%,1.55,1.87,39%,1.75,102,+0.030,74,7083,ANALABS,1.77,7340.0,Stock,102,Industrial & Consumer Products,0.0
"=""0048""",ANCOMLB,0.080,0.075,0.075,0.075,19300,Active,50.21,-0.21,-0.003,536030,,0.075,0.12,17%,0.075,464,-0.005,43,0048,ANCOMLB,0.075,536030.0,Stock,464,Property,0.0
"=""4758""",ANCOMNY,0.900,0.905,0.895,0.905,3370,Active,16.33,6.09,-0.002,872090,0.06%,0.875,0.995,31%,0.9,102,+0.005,88,4758,ANCOMNY,0.905,872090.0,Stock,102,Industrial & Consumer Products,0.0
"=""0226""",ANEKA,0.125,0.130,0.125,0.13,2150,Active,15.44,0.65,-0.001,254275,,0.12,0.165,50%,0.125,403,+0.005,49,0226,ANEKA,0.13,254275.0,Stock,403,Property,0.0
"=""6556""",ANNJOO,0.540,0.540,0.530,0.54,191,Active,,-40.54,-0.012,159960,4.63%,0.525,0.82,29%,0.53,102,-,9,6556,ANNJOO,0.54,159960.0,Stock,102,Industrial & Consumer Products,0.0
"=""6556WC""",ANNJOO-WC,0.140,0.140,0.090,0.14,91,Active,,,-0.005,47435,,0.1,0.29,70%,0.14,102,-,99,6556WC,ANNJOO-WC,0.14,47435.0,Warrant,102,Industrial & Consumer Products,0.0
"=""5015""",APM,3.560,3.570,3.400,3.4,307,Active,5.91,43.79,0.039,27565,8.24%,2.7,3.58,75%,3.52,102,-0.160,13,5015,APM,3.4,27565.0,Stock,102,Industrial & Consumer Products,0.0
"=""6432""",APOLLO,6.110,6.110,6.060,6.1,483,Active,12.15,50.22,-0.052,12005,8.20%,5.7,6.82,42%,6.11,101,-0.010,96,6432,APOLLO,6.1,12005.0,Stock,101,Industrial & Consumer Products,0.0
"=""0119""",APPASIA,0.120,0.120,0.120,0.12,910,Active,61.63,0.24,,666635,,0.09,0.145,50%,0.12,405,-,-,0119,APPASIA,0.12,666635.0,Stock,405,Property,0.0
"=""0380""",AQUAWALK,0.400,0.400,0.390,0.395,38195,Active,,,0.003,8954120,,0.3,0.45,30%,0.395,401,-0.005,40,0380,AQUAWALK,0.395,8954120.0,Stock,401,Property,0.0
"=""7214""",ARANK,0.420,0.420,0.420,0.42,1233,Active,8.49,6.67,0.003,31340,5.36%,0.375,0.53,49%,0.42,102,-,-,7214,ARANK,0.42,31340.0,Stock,102,Industrial & Consumer Products,0.0
"=""7181""",ARBB,0.025,0.025,0.025,0.025,9271,Active,16.54,0.15,,714105,,0.02,0.04,33%,0.025,105,-,81,7181,ARBB,0.025,714105.0,Stock,105,Industrial & Consumer Products,0.0
"=""5210""",ARMADA,0.300,0.305,0.300,0.305,57845,Active,2.76,10.7,-0.004,10718565,3.28%,0.28,0.66,40%,0.3,161,+0.005,63,5210,ARMADA,0.305,10718565.0,Stock,161,Industrial & Consumer Products,0.0
"=""52101J""",ARMADA-C1J,0.015,0.010,0.010,0.01,1000,Active,,,-0.001,606710,,0.01,0.03,50%,0.01,361,-0.005,100,52101J,ARMADA-C1J,0.01,606710.0,Stock,361,Technology,0.0
"=""52101N""",ARMADA-C1N,0.040,0.040,0.040,0.04,2000,Active,,,,-,,0.04,0.04,0%,0.04,361,-,-,52101N,ARMADA-C1N,0.04,,Stock,361,Technology,0.0
"=""5127""",ARREIT,0.330,0.335,0.330,0.33,2027,Active,38.0,0.87,-0.002,114710,,0.325,0.425,43%,0.33,150,-,20,5127,ARREIT,0.33,114710.0,Stock,150,Industrial & Consumer Products,0.0
"=""0038""",ARTRONIQ,0.145,0.155,0.145,0.155,14561,Active,,-1.37,0.003,1742430,,0.065,0.17,50%,0.145,402,+0.010,76,0038,ARTRONIQ,0.155,1742430.0,Stock,402,Property,0.0
"=""1481""",ASB,0.080,0.080,0.070,0.075,96585,Active,,-2.32,0.001,2155810,0.67%,0.06,0.1,100%,0.075,101,-0.005,21,1481,ASB,0.075,2155810.0,Stock,101,Industrial & Consumer Products,0.0
"=""4057""",ASIAPAC,0.105,0.105,0.100,0.1,1785,Active,1.23,8.27,-0.001,455185,,0.08,0.135,50%,0.105,120,-0.005,-,4057,ASIAPAC,0.1,455185.0,Stock,120,Industrial & Consumer Products,0.0
"=""0105""",ASIAPLY,0.125,0.125,0.125,0.125,15460,Active,,-1.05,-0.001,1104190,,0.095,0.205,42%,0.125,402,-,-,0105,ASIAPLY,0.125,1104190.0,Stock,402,Property,0.0
"=""0105WC""",ASIAPLY-WC,0.020,0.025,0.020,0.025,3270,Active,,,,1952350,,0.02,0.04,25%,0.02,402,+0.005,92,0105WC,ASIAPLY-WC,0.025,1952350.0,Warrant,402,Property,0.0
"=""0362""",ASM,0.125,0.130,0.125,0.13,395,Active,13.19,1.3,-0.004,91620,,0.125,0.205,20%,0.125,402,+0.005,-,0362,ASM,0.13,91620.0,Stock,402,Property,0.0
"=""7020""",ASTEEL,0.070,0.070,0.070,0.07,20,Active,,-0.47,,112315,,0.06,0.09,33%,0.07,102,-,100,7020,ASTEEL,0.07,112315.0,Stock,102,Industrial & Consumer Products,0.0
"=""7162""",ASTINO,0.520,0.520,0.520,0.52,226,Active,7.45,7.24,,62940,,0.49,0.6,57%,0.52,102,-,100,7162,ASTINO,0.52,62940.0,Stock,102,Industrial & Consumer Products,0.0
"=""6399""",ASTRO,0.075,0.080,0.075,0.075,114445,Active,3.07,2.47,-0.006,7601370,,0.075,0.22,14%,0.08,163,-,23,6399,ASTRO,0.075,7601370.0,Stock,163,Industrial & Consumer Products,0.0
"=""5302""",ATECH,0.710,0.710,0.685,0.695,8048,Active,14.82,14.7,-0.042,1841820,12.52%,0.69,3.59,23%,0.71,102,-0.015,19,5302,ATECH,0.695,1841820.0,Stock,102,Industrial & Consumer Products,0.0
"=""5302WA""",ATECH-WA,0.150,0.140,0.125,0.125,28325,Active,,,-0.004,2329775,,0.13,0.415,22%,0.14,102,-0.025,9,5302WA,ATECH-WA,0.125,2329775.0,Warrant,102,Industrial & Consumer Products,0.0
"=""7048""",ATLAN,2.750,2.790,2.790,2.79,8,Active,10.65,20.0,-0.024,8705,4.57%,2.33,3.15,37%,2.79,101,+0.040,100,7048,ATLAN,2.79,8705.0,Stock,101,Industrial & Consumer Products,0.0
"=""5130""",ATRIUM,1.380,1.390,1.380,1.39,629,Active,25.57,5.44,0.007,94230,6.76%,1.22,1.41,56%,1.38,150,+0.010,48,5130,ATRIUM,1.39,94230.0,Stock,150,Industrial & Consumer Products,0.0
"=""0098""",AUMAS,0.555,0.550,0.540,0.54,16719,Active,29.13,1.85,-0.02,3916230,4.63%,0.51,0.95,33%,0.55,402,-0.015,28,0098,AUMAS,0.54,3916230.0,Stock,402,Property,0.0
"=""5025""",AURO,0.145,0.140,0.135,0.14,21065,Active,,-1.26,,683025,,0.125,0.185,100%,0.135,102,-0.005,98,5025,AURO,0.14,683025.0,Stock,102,Industrial & Consumer Products,0.0
"=""5182""",AVALAND,0.205,0.200,0.195,0.2,18453,Active,2.95,6.79,-0.003,632335,,0.195,0.325,33%,0.2,120,-0.005,54,5182,AVALAND,0.2,632335.0,Stock,120,Industrial & Consumer Products,0.0
"=""5259""",AVANGAAD,0.310,0.315,0.305,0.31,72964,Active,2.66,16.45,-0.001,14613895,,0.26,0.365,37%,0.305,164,-,96,5259,AVANGAAD,0.31,14613895.0,Stock,164,Industrial & Consumer Products,0.0
"=""8885""",AVI,0.050,0.045,0.045,0.045,595,Active,,-0.59,-0.001,571455,,0.03,0.085,33%,0.045,101,-0.005,-,8885,AVI,0.045,571455.0,Stock,101,Industrial & Consumer Products,0.0
"=""5204""",AWANTEC,0.295,0.300,0.290,0.295,4372,Active,,-3.93,-0.005,776785,,0.265,0.375,33%,0.3,105,-,29,5204,AWANTEC,0.295,776785.0,Stock,105,Industrial & Consumer Products,0.0
"=""7579""",AWC,0.590,0.590,0.585,0.59,974,Active,8.16,7.6,-0.007,1062770,2.12%,0.5,1.11,50%,0.585,102,-,-,7579,AWC,0.59,1062770.0,Stock,102,Industrial & Consumer Products,0.0
